"","iso_alpha_3_code","YR1985","YR1986","YR1987","YR1988","YR1989","YR1990","YR1991","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016","YR2017","YR2018","YR2019","YR2020","YR2021","YR2022","YR2023"
"134","MNG",6049.11903158655,6447.72739887765,6500.49036552457,6660.32091527558,6784.65782912992,6445.1952359848,5781.51234303104,5160.92194644098,4922.94548709751,4959.86073364425,5210.86204263283,5266.9850305746,5415.38770116845,5541.86500363177,5657.12294439862,5669.45050364321,5785.81180173164,6006.1741492334,6371.11420685575,6988.37776025617,7432.89241046885,8000.1375804771,8737.39662015766,9413.02411351812,9179.21055450411,9634.12103036926,11129.3701267645,12283.76730485,13460.1581916745,14233.024861136,14267.3810648246,14170.1902490572,14647.5474337013,15442.9931272943,15962.8611720879,14949.021451569,14951.1365679904,15469.8391456671,16321.9473274406
"135","MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.69778308078
"136","MOZ",433.604681412779,416.093192289772,475.23438508907,514.521903863196,542.488036448309,539.022728826155,554.823923469846,503.296837255422,543.0558640123,550.640789232647,537.73978131335,577.311778561095,628.244774608396,676.939586423816,738.828663390902,726.447439326715,799.461738403271,854.517245947282,892.709239975583,941.054304447598,974.876981995807,1044.37230364711,1095.49219526062,1140.55548650623,1176.34949153745,1220.2780700049,1269.55028330201,1330.32965219479,1374.8498238486,1435.9956099872,1495.93870463441,1517.95272549929,1510.39431644,1517.64184705468,1508.63558249144,1447.57140778946,1440.4596813034,1462.56934578903,1493.66314394739
"137","MRT",5470.53154294841,5616.66591930522,5559.27645372265,5492.45228880012,5610.05429462726,5370.61863215912,5307.1852329343,5202.15518899642,5287.26845380675,4952.47942691905,5289.94283100613,5486.03383955905,5146.61743861393,5152.23804135124,5198.58646063267,4857.02675312613,4701.62291913429,4665.42251362236,4882.0370511748,5003.33819377846,5313.31389054056,6146.8833705826,5887.71219613635,5723.33843801026,5575.00132666771,5559.04838364301,5618.82869149836,5689.40244019503,5756.40870475877,5845.96358934315,5999.4020555011,5916.6167238096,6124.19622522661,6250.13881252161,6280.0878630492,6097.81711633056,5988.20355101133,6207.69012717134,6250.3256516632
"138","MUS",6499.09706664484,7077.92204793234,7649.78038225576,8113.25909224721,8410.86080516123,8951.33801354893,9248.00025030109,9721.53896258351,10095.1987562615,10366.5908632392,10718.5134395605,11202.2863208629,11692.0970080181,12272.3195933491,12433.6697516219,13322.0201371529,13659.6351447605,13784.1987532342,14495.6936667156,15028.8176367627,15205.6615966894,15871.3026347781,16703.9900458722,17540.2818313137,18073.699423333,18819.9984117523,19556.0487831353,20183.700066904,20811.4949948638,21568.8648549433,22335.2836166732,23182.0434124374,24073.2325633886,25024.1337925763,25739.354897588,21994.6659848681,22737.5729410543,24831.3726984068,26588.9323916997
"139","MWI",1212.7198264984,1166.5526495976,1130.32698104524,1105.12475483042,1068.70166905168,1086.34505829619,1146.11378686003,1032.26812262787,1116.65891828636,1014.71985666911,1186.69388447771,1249.09980225221,1271.54085120299,1294.01785911773,1304.0421349895,1294.46474824108,1201.24369610127,1192.04921957525,1228.42950361875,1261.27489380161,1267.34479994972,1290.22723134135,1374.56967604008,1437.61623546061,1512.74155763385,1570.65000417198,1601.58777889552,1586.4385491574,1625.98634089924,1670.21762810514,1670.25776397021,1666.11144612727,1686.67390380247,1714.09071282687,1759.63014469042,1727.04883679637,1728.82539847128,1700.70514238339,1683.45858882455
"140","MYS",10190.9793489722,10018.6001408107,10226.9543280551,10908.8569683197,11550.7802856413,12234.153649879,13029.7399810969,13797.4770855062,14746.1589912757,15661.757402092,16732.8988520429,17915.3921091242,18720.4598650332,16896.3725709556,17485.9558023551,18556.760430054,18179.5280923473,18683.4779869732,19288.0390214087,20113.63071699,20703.701359584,21376.8504043142,22234.1936801245,22826.8207734601,22040.8150824804,23264.6354222967,24104.761747609,25016.0396945794,25777.7516871589,26905.0478164727,27854.132643338,28671.306672979,29911.5214117829,30950.2787683467,31917.4428326513,29815.8537049906,30456.0928951741,32735.401949295,33573.8290400123
"141","NAM",8022.03205381301,8146.083774398,8164.57258095552,7941.2383128657,7585.69513723897,7283.33207578741,7618.69335133213,7909.03478809323,7535.88154811132,7427.09877688017,7491.14284685083,7520.81822144619,7638.33781980612,7695.64234963347,7765.59812723463,7856.25389701215,7789.25129446974,8023.41574328617,8246.13477792621,9143.42317070316,9262.64368321443,9799.52041064333,10198.1503317276,10329.4235032187,10212.8708788021,10667.9139422531,11037.1889661656,11407.9126334309,11845.9981061552,12352.0495935101,12654.7626288938,12437.564131897,12095.4050473435,12014.5407009723,11714.2494851967,10581.6196468481,10785.0834347808,11198.8958638496,11498.3189636003
"142","NCL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1775.81391371847
"143","NER",1435.96826829238,1481.67768482917,1438.66524931253,1491.49149109828,1460.52955889182,1397.58158111554,1348.89805666082,1333.71761687995,1296.46406831859,1278.74673058258,1267.36901397495,1226.64400949743,1204.52577893299,1280.62920601841,1234.97700214083,1178.98801438648,1221.71130120677,1238.05849937661,1221.3706320764,1183.07062293269,1225.05649147273,1251.64780175575,1244.82178460635,1292.70634870789,1270.18449305193,1328.63923505818,1309.95396678911,1393.99595500706,1413.09066249356,1451.03341545479,1457.87002358729,1483.0890105423,1498.85121811189,1547.21348827065,1578.54325807419,1574.79013995219,1538.4707469366,1658.80000553871,1638.08750440449
"144","NGA",3359.42588478609,3274.54411675368,3293.3573293453,3444.623427101,3420.16938682332,3723.77782451787,3642.58576814762,3716.29817505816,3548.79906951515,3395.81910112388,3307.67719428755,3360.46880332503,3372.98723644914,3374.08256429506,3308.5880605193,3385.27368415426,3491.78877092759,3920.44561645392,4096.67575820875,4356.61150362544,4513.87039316796,4660.04497974197,4834.40929350565,5022.94850919664,5280.63389859866,5548.98910487512,5684.21837092034,5763.99687474857,5984.89434162958,6197.48750206343,6202.2571886413,5950.8979169819,5849.1451147521,5814.61238953489,5799.29342232456,5557.92339164041,5623.66407810605,5669.96350751812,5694.97691566973
"145","NIC",5475.42168481227,5294.52221285711,5137.82110537711,4395.75934849134,4218.77353039153,4118.44771452455,4016.16296425477,3940.71912435394,3838.94029302315,3882.52951246787,4027.87751448393,4202.89838311574,4295.0261433338,4384.07071338073,4622.53694027844,4743.24399110962,4818.28125115612,4793.45990822627,4855.15325575294,5053.1094110935,5203.37258113648,5345.84509939812,5539.41361375277,5648.79686340125,5384.40442486823,5540.14153410068,5804.08542553203,6090.86597617112,6298.19803642732,6504.70036236686,6719.1361440166,6926.05927704029,7144.73911349357,6808.07530329019,6519.91905973815,6318.26917655486,6873.73117748359,7031.22033616137,7250.35496838645
"146","NIU",5568.60437819517,5772.54774589253,6273.69314445062,6478.65857502593,6715.24064505038,6714.15584685511,6940.76104094748,7150.21858163985,7253.79720450189,7486.77395425928,7742.8516776329,7722.2862564249,8439.93254202998,7665.45197989296,8446.23874840612,8412.85179672144,8646.69769202083,8906.79439666007,9128.01480934939,8969.39933656236,9989.68741060679,10493.5183525167,10029.6079219502,10104.6928335188,10068.110947525,10175.7174531908,10327.0663621659,10313.6297482926,10898.6451822764,11298.0945126561,11680.3264650627,12057.3849951051,12453.3516997664,13216.9898000716,12945.6928406913,12887.3876985759,11924.2725703451,11620.2632571907,11854.9020901876
"147","NLD",37671.1232072614,38506.7182035951,39002.1129788281,40084.4385537998,41605.8712000424,43048.8783630632,43752.7510277508,44164.0334500938,44408.8124395328,45448.9415535223,46634.2378695547,48043.6659819716,49866.1456524499,51871.0154553404,54120.8556248295,55989.9400783388,56861.9599517874,56622.9306158521,56444.1211566052,57364.8309272554,58404.682754386,60329.08775557,62469.1773802029,63576.9787000631,60931.5161421361,61433.7501674102,62096.3919664397,61229.576424159,60969.8536068274,61615.5860911043,62544.9131401361,63576.4761161142,65041.4591487786,66189.4000984502,67043.1699696165,64080.8302893499,67693.3264311302,69953.6730068751,69335.6086116879
"148","NOR",53770.4792699955,55744.7521568723,56457.3668844046,56011.2200286166,56359.6202068282,57251.2817336314,58736.6124093388,60486.0057703772,61837.7689973187,64594.9922777563,66930.9377599461,69940.7843576216,73238.6863357773,74746.8194950092,75774.952132136,77783.390658134,78990.5325533212,79647.9776410343,79930.3834548923,82649.4122000811,84292.5969518394,85674.6331554661,87263.5920136454,86598.0780107944,83853.5629808779,83467.3072604073,83302.5378270502,84450.1476596222,84283.0349861878,85044.7535768254,85766.6127003775,86004.5359604999,87414.5864726953,87559.2839733416,87947.5474755932,86313.7493085381,89209.1397773603,91068.5989413096,90500.8481506133
"149","NPL",1609.98147822453,1646.28732298581,1638.63933121526,1727.5697787817,1762.41974710661,1799.78824244266,1865.49729454109,1888.50251137254,1909.08371315463,2015.94236160591,2038.0959619876,2101.61714210708,2163.52160739499,2186.10140006881,2240.98200535472,2339.57743292084,2412.91246865071,2379.94385161612,2440.05045912647,2522.77166702572,2582.62114118961,2645.97491579435,2716.30272335674,2864.12286822504,2977.84921019343,3105.80421255134,3199.72930845574,3341.28236269637,3452.64249576225,3649.4615288792,3774.19590160414,3756.41256973007,4046.83093314597,4305.90351677845,4540.65778297139,4355.10068814752,4461.46878467812,4633.62848124423,4670.73836356531
"150","NRU",28902.0122543212,27383.0002727178,25906.8253410496,24443.1589917567,23029.7136188138,21700.1268301428,17038.7839119791,13948.4608050213,11589.3484137168,11089.2370087457,10169.0165700957,8937.89706480144,8123.49392066265,7156.22585224881,6682.32758512037,6227.7731411418,5814.55685543743,5240.83539854074,5259.31137670641,5036.76294763731,4649.37044722925,4263.59660823697,4075.98062633011,7174.59086280994,6782.6241980301,6777.32579029802,7742.23917064498,9479.74570480783,9639.91069107285,10915.9203005132,11041.8336054478,11244.7612891129,10309.9514881822,10015.109702081,10684.719754444,10691.7085225801,11340.0401589701,11441.213926497,11420.8124583876
"151","NZL",30520.3448373936,31353.7874455772,31386.7603450216,31189.7534272084,31090.4848807255,30851.9430104281,29072.2124319833,29085.6155365249,30593.9359718206,31735.3564975985,32750.9607982427,33400.7303119256,33650.6545232753,33639.9303135397,35262.6126188877,36062.3446290314,37073.4871231046,38152.5071306402,39175.8879893775,40175.9383585824,41057.0677982683,41687.0101397886,42559.7405499152,41676.9792754978,41240.9618079872,41374.2034278864,41980.2267476165,42706.5792045881,43549.4573150649,44440.122762223,45170.4213321749,45822.7115762224,46400.0771189623,47171.2825415166,47523.2322864366,46289.3858621558,48194.0410599758,49474.2414927181,48777.5906936909
"152","OMN",39585.1325228265,37855.7174241586,34409.9603268884,34438.9451075511,36457.6473829376,34580.3149261124,34925.9962557737,36147.2783407053,36728.6984172941,37047.0495172561,38200.0446888128,38699.4598464896,40383.3174356224,40829.6601292713,40382.7018335398,42447.216443357,43782.2778542604,42777.7531459689,41157.7572002074,41060.5043823026,41307.7129976482,42754.0250468049,43885.6210185814,46672.3771321572,48671.2998401879,46338.2906593423,42848.1716929316,42309.1100923469,41241.9111298594,39768.1858633473,39945.0105353014,39992.6094422028,38844.2921242297,38837.1616046462,38385.3624244271,37572.6796189021,38930.9938379577,40114.0069388269,40039.7786170522
"153","PAK",2887.63261497464,2940.61982761793,3021.28313851469,3139.72729384685,3186.18641621399,3220.28710177191,3275.72898717914,3436.71380624021,3408.78166855138,3434.98938669194,3500.57317766807,3560.1166153749,3492.01902681625,3479.01875571586,3504.72918097955,3543.36258621716,3560.91682428736,3562.79972308663,3673.91437481687,3874.06196343338,4067.21609559184,4223.77621412881,4318.04597428498,4314.56631123961,4365.97427853526,4332.8308617652,4356.02990100274,4407.94187902304,4530.26739087509,4650.75105299851,4784.47989262543,5037.97715334892,5191.87673633933,5427.1957045838,5474.01472288229,5311.42035644011,5554.58570149625,5710.26358022488,5599.32242885939
"154","PAN",13131.4133948126,13297.9207313997,12771.6159458088,10824.4165960213,10761.0765782925,11388.4080203973,12201.7255405379,12931.960044177,13359.6872134454,13462.2500567672,13422.2851942389,13689.9383549184,14283.8509788829,15028.6056591831,15309.8397478411,15418.5060464645,15206.673931726,15246.9627122075,15585.4616214433,16439.0002115408,17287.7288317027,18433.8934721729,20263.7829150004,21855.4573248286,21728.8380960874,22587.3155214176,24699.3180363922,26636.5828750742,27978.6017585893,28887.8587904082,30016.775767108,30961.8337685151,32136.4260373029,32767.2762045732,33304.7209789984,27025.3215849126,30895.8322499594,33790.3956842314,35779.8160966517
"155","PER",7775.19231027698,8313.64237015434,8917.95219229216,7895.53340807514,6769.58705956278,6291.24678269004,6295.91338391316,6135.74993157704,6329.33368213541,6969.25341654246,7343.1553431442,7409.80617742109,7747.24310388964,7581.55863308678,7567.68091687477,7654.31368416812,7598.84366016179,7919.55818900431,8163.15130031961,8484.78861730997,8936.89033313234,9530.57214741985,10263.1170924608,11119.7736303295,11162.9060113767,12001.9289676669,12653.8869628733,13308.0627905264,13951.287750604,14135.3333139109,14424.9601774774,14792.4889893916,14938.2710310634,15242.6009267253,15289.3411383165,13421.4902490446,15028.6277005836,15286.7428634123,15068.4886780998
"156","PHL",4094.26997914138,4140.03029511743,4222.38123094397,4402.34840911448,4567.96531081006,4599.27781061288,4471.6378681596,4385.69471161948,4376.96575340804,4462.58322481781,4561.10047189745,4713.07190102176,4836.58009098809,4697.18565660313,4742.50648801002,4841.81546968884,4884.9435967692,4963.04579845381,5111.30138713724,5339.90253019419,5496.39426315884,5680.56793724059,5938.77958056436,6081.95965622742,6057.55272576482,6385.75276838305,6515.0144478094,6843.979036397,7183.76899921973,7517.26369554924,7862.09698774509,8276.08130845593,8695.21461181567,9090.73391867031,9488.59221141498,8446.91613736094,8797.16871184371,9326.59946502378,9694.64608584183
"157","PLW",15319.2472752001,15758.2387326692,16238.7227504785,16743.5855418762,17270.2518664287,17809.0800260288,18268.1467127558,16710.0808885119,14318.3326371321,15006.2835825222,16217.4333772727,17375.9798246705,17226.7249305379,17053.9573275453,15693.5088161451,15016.7640572143,15910.641002895,16689.3911269605,16127.8753036834,16740.4249861378,17378.2873452899,17544.3412530823,18085.2913883198,17327.9135765536,16305.3935016404,16408.5903368024,17532.1190693251,18042.6958305475,17633.409818868,18576.3927118566,20389.5877544583,20544.1157495341,19793.6032114003,19888.8898172106,20011.5221764484,18439.4099087982,15781.9790485702,15697.8036356247,15765.577781913
"158","PNG",3379.31848996732,3462.25415168034,3481.65555030098,3505.72159408362,3378.40865248826,3191.13819421516,3385.40680979191,3718.54846075211,4236.71690893855,4327.03869152803,4034.40545710911,4192.51896929503,3887.06352857468,3610.70555032832,3551.53442958021,3345.42421993146,3229.84560068289,3118.48862594807,3082.20827201603,3064.36116027933,3155.66580856756,3222.55144423501,3367.54897672581,3255.52987912721,3372.54811706368,3604.23870980082,3539.88849773912,3603.24423976607,3641.66821899268,4028.13362006812,4185.31265336825,4307.41258337017,4354.16145629447,4242.20203361526,4333.21692502151,4106.81424507323,3992.94122087936,4119.19877616026,4152.93921863155
"159","POL",13647.0486771947,14127.1410530948,14322.6936488723,14852.927798515,14823.0394865546,13037.6197370166,12080.033816457,12345.9233158639,12774.9049848264,13422.7019597494,14356.6002766815,15222.9991346292,16194.1274216677,16939.5607925468,17729.5510073022,18732.8086059944,18973.8076202744,19369.0578214334,20060.1978399072,21072.0925698224,21820.6438435789,23173.1776175081,24823.0360760338,25862.0717910709,26576.5180547438,27434.6868793815,28802.5041498924,29247.6365810755,29515.969751879,30671.4330824888,32037.1964182248,32997.5988600361,34689.3517050205,36751.7795355083,38396.6073050283,37686.8864018817,40462.6887122126,43818.0030888145,44050.9498706981
"160","PRI",23497.8912491813,24431.945708553,25598.9458837215,26856.2414769246,27766.6549600461,26738.8144405926,27162.150788049,28219.1160498512,29282.112163729,30225.7807523974,31310.1801799005,31677.2302636044,32915.7905805879,34537.1851884093,36216.8381013254,37298.5450602035,39568.5528464544,39879.729549151,39876.0670174166,43355.8226398649,42555.7081154719,42133.9682852719,41888.6232673375,41358.068896155,40772.3514251996,40809.9036055753,41136.6166996425,41649.5777181317,42000.3333927016,42183.695734612,42481.875791841,42764.5622650312,42547.1707290019,42372.6584312506,43078.0104179099,40171.7906591883,40559.6985749875,42562.3765666695,42994.7856404917
"161","PRK",2544.38756047187,2542.18291551667,2540.10454872968,2538.22859715359,2536.40353349205,2391.79576733833,2251.93190846648,2060.74026735787,1938.33351094276,1868.90498463401,1764.77317542692,1688.35195101299,1564.15548292829,1536.80025435396,1617.50219817202,1612.86859649331,1663.09656523696,1674.10927557113,1694.27703131788,1717.37728207354,1770.72376764311,1742.81507176006,1713.59679682774,1758.56464481241,1734.61264102825,1719.08174310551,1725.97621168424,1741.25411558253,1751.88877905775,1761.4060270443,1732.19087150083,1789.8764000747,1718.96526910288,1639.83564981375,1638.13523222,1557.11635688933,1549.996,1541.85348058447,1564.98851616735
"162","PRT",20530.9583381083,21361.6981178568,22730.9964102302,24458.7575025729,26072.0745860908,27161.1907667246,28413.0591646058,28744.9530454568,28123.193786059,28318.2330259717,29428.9799215839,30345.92977495,31540.2842591456,32890.0857515743,33982.2040942152,35031.9327453707,35461.8668422029,35540.0753256984,35077.4352078158,35619.5990977105,35831.5495035704,36348.2176631926,37186.2447634812,37251.2093394429,36053.8102037666,36663.4543251318,36094.6324474605,34770.8504630795,34639.6258823421,35102.7992366637,35880.1447180237,36720.3942769425,38100.7485577808,39249.1522612355,40292.5488226974,36909.2419184108,38783.0115625218,41240.3899570254,41709.5820951051
"163","PRY",8539.42420670153,8715.57239777473,9118.06290474554,9392.69250061936,9772.48177848503,9904.93186364106,9983.38496983138,9893.87415240957,10123.9076585283,10403.5196219412,10851.1453596317,10769.8888369087,10978.3416860132,10751.1650461314,10387.8603968842,9953.80639641905,9704.63858970816,9564.9638906598,9853.83733864339,10134.2508600403,10236.0263309937,10616.0538529255,11080.5638683373,11685.4136132414,11537.5316001567,12670.9111676478,13043.7099316813,12777.7837611279,13647.7608871025,14170.5380847478,14383.5861232379,14785.2851283599,15279.9735619143,15554.3944963642,15286.2053074404,14957.7845650511,15361.0847494949,15213.5082389744,15743.1415349462
"164","PSE",3482.32490393518,3409.04592165365,3337.83047047247,3268.67953490077,3195.39956811012,3116.95978905945,2854.94904536715,3381.89630687092,3576.14453838613,3966.6692217733,4062.96762799585,3932.25534455424,4311.55433277581,4805.21295757366,5071.83620253136,4520.87309519177,3996.51342309025,3409.14529621864,3788.90311553709,4503.08034061409,4885.07252184444,4714.37331793342,4769.52328096801,4984.80579890695,5270.66331643219,5432.24363072522,5805.32115329251,6009.10925822042,6142.20204342591,5990.42661523778,6072.65031768549,6464.13352537371,6426.79521615335,6342.9374800852,6269.89134527985,5423.68254653126,5663.12160743584,5753.08395899307,5307.60122308795
"165","PYF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66821.785437434
"166","QAT",70248.5724274696,70811.1694773683,68157.7422909331,69598.6083801706,71374.1061156508,71341.3342299344,67879.2330578474,73196.0537847403,70034.5411340916,68950.97678618,68624.7244937397,69713.8016225865,87125.7250912343,91828.8725989913,90718.6774843049,93050.2982282231,91992.8836127436,93850.277556274,92745.8307751615,106389.335091254,104825.214698824,110583.49571017,107507.374471442,107895.347646018,108343.530459247,121764.579773859,131113.18728159,130001.932186288,128471.559780108,124388.263786883,119502.169396914,114593.184631943,108024.004703878,107184.939940556,106365.51467535,104322.490980663,108865.137778278,113157.233292835,116141.369950853
"167","ROU",18345.6857177063,18689.011547201,18752.5554267745,18571.7509021355,17418.491357248,16411.7141065366,14416.3054737994,13271.7604511077,13493.0164394207,14043.9562567377,14949.6031640509,15578.6110873812,14865.9316254489,14594.3572224947,14562.2276640848,14939.9682429173,15940.4491620055,17160.8291370835,17689.7196862744,19646.045814007,20690.5290405218,22484.5377458804,24469.8433366109,27196.8137959121,25911.2251397099,25048.7051384332,26309.2655892655,26935.3609518069,27108.5503400315,28331.5300490939,29364.654468375,30377.5280910142,33057.9502705053,35257.5488623828,36809.4879238241,35651.6301826816,37969.1538938334,39684.30981826,40517.5453176909
"168","RUS",28185.2742603495,28839.3314217025,29523.811971061,30208.2925204194,30923.1964577832,29945.146484375,28352.435546875,24209.033203125,22122.291015625,19348.201171875,18550.51953125,17879.921875,18160.228515625,17226.2265625,18385.46484375,20309.267578125,21435.765625,22546.7265625,24302.658203125,26157.556640625,27937.998046875,30328.078125,32962.30078125,34691.57421875,31976.005859375,33399.92578125,34795.03515625,36104.2734375,36628.921875,36217.96484375,35393.5703125,35361.546875,35932.234375,36908.3671875,37698.953125,36746.375,38938.49609375,38263.6171875,39753.45703125
"169","RWA",1228.29858585146,1249.44631488676,1205.00473710949,1219.71422746263,1187.17366629943,1130.51587444825,1077.69218941404,1115.42326619719,992.880514315236,579.972671293424,928.481389038879,886.481213336325,884.036802268083,932.206676714598,961.244434780168,1028.81270038505,1100.63804100529,1223.75765602804,1222.14459524575,1279.72975162215,1363.38499018736,1450.02561143841,1519.23041392582,1644.1108181846,1701.31638178632,1779.10890734742,1872.04829381027,1984.4030097846,2029.20419703316,2103.73219809779,2236.06385578315,2312.38621883684,2344.1560475068,2482.60103651086,2652.9511919052,2502.74078795958,2709.45782999207,2863.52389964201,3029.58809188403
"170","SAU",36996.1020228315,41385.9404009821,36977.8358252884,40051.8211507315,38190.4399117415,42202.0017433673,46642.7582840448,46742.6544438879,44645.2923181627,43621.1321762585,42507.1456280104,42456.2386306893,41787.9278709264,41875.0515181581,39268.9997752749,40442.9300413942,38979.048721166,36980.2028346471,40200.3302061577,42462.4731660832,43477.2046916414,42954.9195061147,42062.7251413704,43001.9521332421,40569.1458378771,41268.9019900894,44683.1791265562,46075.2779755176,46251.3435403649,47053.0651610207,48237.3376243595,48166.2388034893,47500.7721495023,47865.5309487874,47297.9651608062,45388.9257055868,47754.4314528841,50683.0324413614,49567.6956726728
"171","SDN",2227.77443436203,2304.6607705147,2587.76222914046,2551.03822110723,2743.35331285099,2547.5283203125,2689.00756835938,2821.2822265625,2901.94653320313,2861.14086914063,2953.58447265625,3053.18188476563,3522.53002929688,3592.4150390625,3615.02075195313,3734.25073242188,3866.24243164063,3989.02783203125,4128.42236328125,4224.50537109375,4336.41015625,4480.041015625,4587.91015625,4615.23291015625,4350.43212890625,4385.50634765625,4664.642578125,4353.8642578125,4336.50634765625,4414.4541015625,4361.12744140625,4374.15771484375,4264.11767578125,4019.45043945313,3819.75415039063,3581.0107421875,3420.45190429688,3299.73510742188,2827.73266601563
"172","SEN",3086.00874698828,3092.31859709101,3191.16405054324,3074.42847465546,3105.70441865456,2994.92337536737,2988.03569937046,2943.87740357888,2903.08875768047,2825.71174736086,2905.77816118807,2893.82971444142,2913.40190740242,3015.29634102875,3131.37491556121,3177.43057288838,3236.45088118723,3161.39768527618,3257.12679699837,3324.20067146278,3380.47403217962,3370.40473036126,3375.63567192432,3409.51722029833,3410.81879207225,3432.16762421696,3384.5615086318,3425.35169455563,3414.13247597324,3529.34924472371,3653.16072863511,3781.27302724962,3952.46980930354,4085.46336732661,4160.19723995346,4104.36132223334,4258.78628355107,4309.27135230542,4356.33350629661
"173","SGP",33433.237607306,33914.213197433,37015.3907523798,40152.6306117008,42952.014710152,45371.0069019267,47047.6390522595,48686.6462374074,52910.3612383634,56966.0242770003,59226.7595457818,61116.676641331,64013.5623444364,60519.7106418286,63471.1914729083,68019.5295652496,65500.313408,67451.7181466549,71567.1333309928,77702.0149214372,81487.7295599192,86090.4362678176,90027.3400989592,86952.4628748601,84477.1245525634,95043.9638819189,98867.9452829021,100750.847964939,103908.358532594,106604.492771282,108483.21006419,110927.693046369,115831.111509588,119343.145527918,119572.277084107,115304.149458638,131864.092335522,132468.930252646,127543.55475211
"174","SLB",2410.61063734043,2327.0903886353,2443.66930905701,2398.84161578079,2426.17031994889,2406.03265200398,2475.69705705698,2709.27492478499,2736.71794563922,2873.82954069923,3073.66694911566,3035.13512060106,2924.21781679191,2881.46596213543,2791.65673202239,2333.26711853596,2096.81898658676,1991.24313362582,2073.05387505966,2182.32376012724,2290.93288605984,2332.82378072206,2364.12217965125,2455.91694984953,2469.63186742907,2646.41576680213,2774.61654235795,2772.72416545197,2844.78862065644,2806.28944002682,2782.14048300689,2864.482092168,2881.32415467723,2890.3239528928,2872.26847938405,2710.11738267433,2714.19319555387,2716.38167782549,2735.51632934578
"175","SLE",1583.26200213408,1563.83503512722,1632.34177165583,1476.25581731862,1450.22531461121,1441.20853085061,1457.32207410835,1201.26069937497,1219.43868338689,1190.35338087668,1092.79909221943,1106.02538427268,1027.39728480766,1035.17399024005,1008.97793467884,1050.53324103262,928.566314112403,1110.17213331396,1167.57497943909,1202.23405310969,1221.46030656779,1246.0551819917,1316.13603016104,1353.11867090468,1358.84687013378,1409.22610988511,1454.2257304901,1631.81018096869,1925.77513076068,1963.99473444465,1524.38760975557,1582.38350903004,1602.51062762927,1619.41341316645,1665.19039317606,1595.30982827816,1623.97562392431,1643.99198104402,1664.53891880765
"176","SLV",5974.53069820705,5872.92296341742,5905.68089065778,5896.46445272583,5839.92665956873,6012.25667102963,5997.17321683681,6312.94024983419,6586.78623595983,6820.68140291195,7075.03156771182,7072.22385038372,7237.34686625232,7375.7190039724,7485.87007604979,7526.30600767927,7554.96109793203,7644.2036548452,7743.80285624819,7801.27791779885,8007.54858235423,8359.51693619745,8500.31085027941,8649.14362386561,8434.65950111127,8584.16223639504,8874.25219485675,9095.03691069143,9256.98822535618,9380.85720065863,9572.7910732924,9785.31520216203,9979.47653002228,10204.4501575356,10446.7309419795,9603.02483209519,10709.7595787161,10970.9685838149,11305.2168633852
"177","SMR",48761.821206006,49822.616991284,51305.2378451138,53208.1710715368,54381.4187836244,54672.5006051443,54739.7923093947,54387.3512837124,58234.7554571306,61401.9512079246,66160.9376687694,68415.7749021022,70836.418947577,74950.5819299274,80473.2684874405,80942.6236429677,83857.2063373226,82211.0556018481,83508.0766527495,85830.2599776672,86675.3464876633,88640.3070528685,93651.0058533304,92186.3124424299,81716.2290218675,75901.6995283268,67691.0635348462,61712.786537091,60947.5263941055,60330.9430720612,61380.6885273681,62329.5313054164,62083.1516470495,62826.1362450967,64082.6505475904,60123.3031078511,65717.8915454458,69202.6557430098,70129.340340668
"178","SOM",880.778030793233,827.202663402436,878.91644403444,908.621731525742,959.988626805324,987.419093071606,1056.77574711559,1012.89248159411,1022.67349236849,799.222656487717,802.174926404216,836.384737069016,817.606168390166,836.569740748499,862.711846791631,888.349157109073,914.874192369749,949.070168781,985.144525600421,1017.74180961016,1053.66248156406,1088.95722123954,1127.04445795087,1168.15877864747,1216.05939905169,1265.46740799052,1329.16302347301,1392.66512120891,1311.49266980256,1361.80508574313,1447.80122873608,1483.71099606852,1562.31615800855,1551.91709079955,1550.87588343193,1460.34515369261,1461.9687916597,1452.34335671571,1452.35753152516
