"","iso_alpha_3_code","YR1985","YR1986","YR1987","YR1988","YR1989","YR1990","YR1991","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016","YR2017","YR2018","YR2019","YR2020","YR2021","YR2022","YR2023"
"44","COM",3291.0919301917,3262.0884098283,3225.1346221791,3221.04746128881,3033.0306627831,3102.1661751217,2860.74423510276,3031.3668946388,3052.88697802551,2829.74000186959,2869.5838665836,2772.18705733894,2822.55284571565,2798.21529881549,2795.26614396919,3038.94877655828,3047.48774154946,3055.27576886659,3058.91249321306,3058.49434098136,3084.09789272541,3103.03657456188,3065.79665520205,3123.68987001891,3159.55309212079,3211.28352041708,3274.23429471577,3306.5129984277,3380.89766248129,3378.60220926046,3344.34085305678,3381.22666096951,3439.12549579598,3497.13396830017,3492.69578313053,3420.22718663311,3426.75773437156,3445.05821859748,3474.57737842442
"45","CPV",1687.00649932332,1713.28314258503,1764.31962456944,1846.21952467098,1924.62541096954,1903.85684626735,1888.33365258247,2044.27088095806,2166.68810758697,2518.62857101416,2808.55136831029,3055.7302026461,3319.41780660258,3653.80866916496,3978.78527282221,4461.57499280475,4485.70011108774,4648.67948501585,4773.64142606732,5190.20695206926,5478.67360610594,5844.24955567478,6652.86313282476,7042.97542263077,6865.74831503134,6917.05944678609,7102.56172550048,7094.22637336697,7058.73488167598,7028.04248620443,7015.58693998159,7234.30689474159,7475.7381739837,7668.05773388934,8117.99281758688,6367.1196145666,6753.69162981873,7861.61896436892,8190.0262962089
"46","CRI",9978.5336329001,10248.5049241621,10455.0477757735,10536.9420488185,10853.5705399353,10957.1724471431,10924.6809778732,11633.5053254863,12153.9030170835,12398.1190396114,12610.6053940936,12489.4463906706,12880.3345258212,13505.7998891861,13786.3983587817,14039.9127939412,14264.6893830955,14503.7566641103,14891.554632808,15315.734310015,15692.0111126323,16602.1223802846,17715.7521185917,18300.0196312422,17896.8597371442,18614.9960877287,19195.1373023146,19891.500887719,20153.9717858616,20640.6023345868,21171.7218989811,21838.9515496222,22525.4078853486,22899.6243580628,23251.2001304615,22090.0115766905,23700.2961313917,24650.4890119048,25754.7863607816
"47","CUB",17053.8281623036,16925.9285873709,16373.0834915167,16819.3312460391,16770.0382707749,16123.181759208,14282.0748624004,12546.2270989441,10623.2419213139,10653.9283697924,10876.2605335835,11689.9577915705,11976.9948143378,11957.3193823328,12655.651455296,13361.1181536211,13745.4144647309,13902.6660256974,14392.3782481173,15187.5322562423,16857.5211428667,18867.1736096185,20220.7108059953,21040.6128834212,21333.5357035077,21829.4906697099,22424.7473176228,23079.2199366237,23687.6055411041,23913.6849811755,24957.7255611816,25081.0350424923,25547.5791688332,26140.6941079055,26124.6911521378,23297.2130905149,23682.18,24197.4786624147,24849.53494078
"48","CUW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34134.5242228154,35161.272283311,35257.7173224186,34637.6463010679,34116.2318928449,33482.2022013892,33167.1474717399,33321.7640314697,33625.1061428094,33229.3734395215,32838.5067446532,32539.8186396807,32158.2691078653,31593.6317024334,30972.0375740206,30706.0559362062,30057.8013186237,29579.5327867039,29109.6233013483,28515.4677571012,23747.9042733247,25163.9934463262,27581.5042154438,NA
"49","CYM",58946.4188634212,61022.8629395122,64160.4325594511,70573.8803244419,73936.0005264044,80031.4116179542,77212.8628269805,75876.7506961383,75906.0675724176,76422.0703667356,76714.4177840483,77265.5680827443,78340.2237483023,98281.3125111408,98031.4746662238,95588.9588673899,92852.5438182983,91335.3676870411,90175.5967483722,88124.4251705513,90953.8013755866,92275.1092581668,92374.8393258307,89387.2179525324,80618.5925240597,76294.2858822478,75213.8566163423,74306.9713126005,73509.7112953728,73754.4037691227,74160.499657544,74910.3841468662,75683.5450022326,77328.4293925922,78837.5129816373,73621.0181591613,76296.9406818273,79565.4482220114,20091.4927385779
"50","CYP",21715.5601950748,22163.002478231,23365.0939534706,25008.1242113038,26607.4907060239,28182.171875,27665.1015625,29471.033203125,28969.251953125,30050.44140625,31978.33984375,31865.65234375,32246.837890625,33800.40625,35094.828125,36794.87890625,37839.1640625,38800.6796875,39337.53515625,40765.8046875,42132.99609375,43389.10546875,44640.49609375,45121.078125,43040.703125,42887.1484375,41980.96875,39920.80078125,37377.8125,37120.2890625,38608.59765625,40958.265625,42905.63671875,44779.22265625,46621.96484375,44509.1015625,48466.84375,50229.5390625,50578.35546875
"51","CZE",25158.8066282899,25936.9096430449,26745.5297942258,27584.6670818327,28439.055304552,28027.127394506,24831.3325139162,24680.3049585771,24669.9261297658,25378.4818062475,27044.8668089826,28231.2798782462,28115.2298163348,28041.5355997677,28458.7353469326,29680.4891934548,30698.7844965781,31240.9171472312,32369.7573795987,33917.7975840598,36106.9410155147,38446.022169455,40351.4398352938,41093.1962206761,38956.7683792298,39789.2279601055,40406.0365095166,40032.7920303341,40001.1449491709,40862.9698086589,42980.2448107455,43986.2199023629,46137.0237924839,47463.6793908932,48709.5802177969,45917.2904317005,48418.1157871868,48783.992777454,47730.5242542234
"52","DEU",37005.4326938381,37834.5523644785,38306.1599408185,39571.3602007544,40796.5607410055,42571.8798109915,44421.7216704938,44933.0362683895,44202.5669593403,45103.1298180959,45665.1788059669,45900.0975118239,46654.3895456355,47586.7706723412,48453.5294522155,49797.2530278023,50549.4695470052,50364.6463670596,49984.3544223018,50582.6948121358,50981.750349177,52987.1737476882,54637.3246244388,55266.7628544411,52252.1946255111,54519.7344046442,57719.844219245,57852.6927856918,57947.4963190577,58981.4777678521,59345.4556245657,60181.1002169237,61563.5840905045,61981.1160711922,62506.5815586262,60065.5097891379,61939.6515850137,62605.4730386799,61909.0273088018
"53","DJI",3431.31705646134,3202.11144686562,3018.83207529083,2864.60529446716,2582.55706864206,2467.74672547339,2194.83227235689,2343.36146213596,2504.85515444593,2396.15525729582,2505.69276776256,2322.68319856111,2345.43433617591,2249.67920314864,2244.40581383798,2198.97347322994,2177.32626609876,2187.96825858306,2216.95591509855,2257.8826285418,2303.06347581303,2546.25540517555,2617.17639180393,2692.9740337297,3005.30959216519,3292.06845278446,3644.32505178544,4047.8201640902,4506.22190539517,4739.88134457997,5009.63536476621,5277.32634410947,5474.56546988797,5643.89857447559,5863.70185176106,5852.81339807738,6032.27795593735,6171.82769143279,6493.48774356271
"54","DMA",7839.48859915574,8438.91146497032,9022.7668708158,9784.83793833662,9825.03242131109,10430.990352094,10623.5611795058,10843.7061480327,11068.9544413996,11068.1307239287,11403.0961905801,11763.0207793391,12034.9066478716,12515.0378751633,12603.2277369763,12964.5999034909,12993.0132283646,12605.4105873021,13370.9916520591,13752.375810362,13822.4155209664,14452.1545052655,15362.9208377009,16455.2485044063,16261.6073454382,16378.6079073867,16345.0838986977,16137.7147941515,15992.3655934016,16619.304405867,16018.4885533269,16445.2094399922,15285.156688346,15733.5495985102,16458.6884857111,13617.7710917579,14472.2858615339,15212.0776937976,15862.8273613264
"55","DNK",43415.159906841,45483.4520829509,45541.3799434764,45513.0640534838,45779.2384878475,46379.1869277647,46903.6614169089,47663.6981268064,47510.2401177834,49874.989713817,51117.9982319473,52303.6319958791,53785.2183935835,54778.961588725,56207.5663733673,58119.0083967695,58387.828742701,58473.0053315404,58541.628178994,59948.52048958,61180.5288382455,63365.9361558326,63659.1502990142,62962.1831031107,59553.401696139,60398.7542713642,60954.6605916688,60863.2797488636,61175.7666944732,61852.0240926634,62855.3667574151,64391.1552244487,65783.5206618684,66760.4619631245,67515.2941294462,65686.5286788328,69878.9348117258,71224.3426406763,72034.3137948085
"56","DOM",7060.25363256828,7156.6701224654,7717.77539855104,7720.9437114456,7892.30353006898,7305.90669752036,7223.50618176681,7872.94677719706,8286.80598748732,8339.53211402809,8650.36154840568,9004.35073438209,9638.6860345441,10121.875763025,10558.3501877665,10883.1083865891,10985.8165765341,11315.101638723,11006.7127907514,11135.7013934391,12023.8661582376,12958.1575140211,13744.3834769285,14005.6511605908,13954.8270884009,14921.1269009967,15189.8073599699,15404.8021760979,15955.1333090375,16872.295234619,17826.5487635835,18793.746264786,19449.7377002892,20579.1936597413,21387.7361285807,19736.8042266738,21923.3019358073,22761.2666825432,23084.4568014642
"57","DZA",12948.7023798007,12574.5921846184,12114.1093999014,11667.9922468662,11864.9805077744,11665.3014345701,11253.7300183405,11193.1507717718,10715.3223891707,10397.4079668809,10587.476429194,10828.9208660293,10765.5234557219,11144.9351626209,11341.8513128407,11608.9043061684,11793.77571419,12264.0925872284,12885.570264085,13277.2527892957,13804.6278150486,14001.7170531983,14202.6715894643,14311.0645503101,14225.0218267793,14633.29015029,14788.8562316717,14852.3699499688,14941.7608421024,15249.5704464291,15425.9405212783,15711.2173321171,15637.8385396206,15557.8164148109,15411.7232247586,14389.6702657175,14690.9162300571,14973.9662596337,15347.532423437
"58","ECU",8993.4801861073,9073.89639003085,8827.80482249549,9122.39033871962,8997.19600098301,9114.35426308974,9295.1664288937,9293.46153013718,9290.75216998054,9503.00237784204,9537.17894213214,9526.39152849431,9762.40784216125,9906.23193635524,9275.28781715646,9217.29492295712,9441.23576041083,9735.90961114423,9843.10250918599,10334.2766367686,10705.9669778061,10980.1111361482,10998.4000147056,11522.3882621341,11453.7615817977,11719.0525390754,12505.9728455889,13018.9083136498,13745.4715714077,14115.3873186381,13924.6876477756,13623.9073139322,14214.7788878758,14094.1793704305,13850.4502042877,12394.9733035259,13452.0087723253,14122.8753153831,14304.9218464541
"59","EGY",7348.44569459699,7489.27099632075,7567.78458917906,7766.90898377695,7934.6764424723,8172.0289644652,8067.10844005439,8234.32669019465,8280.88981832587,8418.76078238541,8618.61683923475,8855.60044694355,9142.77877887896,9447.72733654393,9810.11442954895,10221.0469754923,10366.9907531971,10395.1215847017,10505.440806898,10715.4032661374,10974.7294867892,11499.7745452865,12076.8429861497,12690.1254071919,13025.8958038718,13421.4528151135,13360.0618336778,13352.0741518491,13331.557055925,13402.457485281,13683.3111158421,13983.2778426073,14280.945944072,14759.3312166225,15301.7913708943,15572.7813114912,15820.6713809388,16600.3862380481,16960.5673160065
"60","ERI",893.180090677648,881.515481282596,869.850038582114,859.852040045049,854.019735347523,854.853040776517,1007.12102553535,1189.82020799493,1308.84947131668,1539.15832389011,1498.96191468206,1560.45478968434,1663.66772813911,1670.42038954952,1646.7366306991,1570.73164001539,1660.34642928441,1652.8474180842,1544.70040162678,1504.88023656657,1506.23201759194,1466.58663986675,1464.09008066339,1285.87349882081,1301.88915490868,1303.47214327661,1390.18148953995,1396.79321905347,1234.13336008082,1602.74920633364,1265.92458553973,1349.276921299,1202.83948705279,1340.48015689089,1370.63865146318,1341.48365583117,1355.748,1367.17509290933,1406.71770009641
"61","ESP",25423.446177512,26172.2377017091,27552.4994529831,28894.7723844602,30242.0822224172,31353.7109884573,32070.2451141543,32210.1082603295,31712.9908990991,32314.5568099396,33059.3934712603,33797.8918619851,34902.6661256338,36285.4976301382,37761.5504056123,39565.1933957311,40836.8719530901,41363.6582828152,41833.6710457448,42402.0436363945,43214.3592577387,44233.2555241466,44987.2430302492,44667.9933884536,42608.0181311321,42481.396089892,41985.9763889869,40717.1994237145,40277.5590195081,40962.0167898,42567.3662619036,43823.4508776186,45021.7922539543,45849.0498869727,46424.2866260789,41038.9814959965,43620.6040614123,45787.6980240078,46356.6080807018
"62","EST",19229.0424196935,19273.0015497779,19756.6694792164,20152.3897738586,20680.0168333815,19287.6594889106,17834.0075249511,14317.5990140043,13847.6310262636,13914.6110102763,14806.4902673436,15769.3244171701,18031.7825096351,18995.9239119415,18859.5665206067,20661.8656188165,22042.2917909852,23684.4073561509,25644.9344534581,27554.0501531612,30352.1625113727,33513.2595703852,36218.1232404562,34451.6615948938,29468.4601280826,30257.673830106,32553.9927418625,33725.4032981138,34339.2576294557,35466.2290767956,36099.7533518033,37228.0649706755,39336.6771202215,40683.4150950472,42167.4906967975,41677.9811972021,44651.9992190266,43856.0588266618,41997.7743676807
"63","ETH",804.468968332519,857.309305534081,944.312327775542,913.683265617981,877.189630381232,869.44688201191,774.094524187864,678.769027784772,742.563941155438,741.06061247466,761.068518032389,828.663585314085,828.312665456678,775.565451737739,791.274118477199,814.85957942172,857.096164239105,844.930272588929,802.991747780525,886.155478225166,963.146377759528,1037.74780236143,1124.11780914459,1210.53841344551,1280.68371303262,1401.32249782074,1514.18670011859,1599.26361049091,1720.53735213205,1846.38682967725,1984.06626588034,2113.05461006002,2252.99775982887,2343.08252922197,2472.50996957964,2553.62926307579,2628.34346412648,2698.71898765795,2802.59760946858
"64","FIN",33619.5776937499,34433.9883668147,35563.9315857551,37310.7393321781,39067.4943500899,39155.361033392,36649.8292781084,35243.7464641944,34841.4433052775,36066.428479628,37444.1214289461,38690.1379781063,41018.5308937367,43142.3028546398,44927.3478785959,47422.6118151121,48549.6836283531,49258.9598525784,50126.3306169027,51976.2868579165,53238.6293374057,55170.6279707901,57847.6796763793,58030.4126157453,53090.267058537,54531.6501484372,55662.3073728691,54623.8762790737,53882.5125028312,53464.325806247,53578.22054924,54926.4521193695,56547.0743211311,57115.7423322227,57751.5942383105,56310.6209463241,57788.9034581748,58401.6192159525,57505.5087011509
"65","FJI",7481.7041776691,7896.56640604049,7255.79414346935,7233.21930406363,7687.45483807333,8052.81016458297,7791.43654589556,8245.41872982981,8396.09078466057,8806.38175366205,9010.10019098493,9391.70538849355,9093.3708468338,9105.4861464091,9792.77302907113,9521.22312198799,9609.93917949968,9817.44135167633,9818.40106398403,10238.7159984294,10213.4137464883,10306.4917328343,10132.0223500506,10167.2245839004,9974.5576864097,10226.3204741466,10466.1185854784,10582.3268487866,11054.2699990766,11646.8326530608,12149.3174255874,12430.5771617959,13086.797266715,13586.0519561016,13514.9933374742,11188.2168711023,10593.9127333652,12643.9317914482,13562.3807639268
"66","FRA",35232.1416211382,35867.9353613547,36591.7221112942,38124.4268393588,39578.2912605527,40540.1414827963,40606.2812348045,41050.7567911673,40615.849747515,41418.5782644579,42137.6467168046,42580.8186965283,43420.56321652,44812.2587250686,46106.7498246449,47587.8760697138,48179.1684165148,48372.4580024461,48425.3789123088,49430.9923926884,49877.6905759025,50746.1036933234,51657.1162017295,51500.8617800091,49765.0781336229,50485.7985199715,51344.3652610133,51256.4835594146,51286.2889509085,51534.8040740019,51923.3890466441,52353.8633639783,53398.3221252092,54199.5848398699,55010.3558807515,50724.4943733889,53834.7992971017,54988.3345799934,55213.7155963526
"67","FRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53532.8073219018,51210.248659107,50934.7797888828,52849.7413940213,56551.0122970924,59828.8276387676,63017.976777222,63175.7306646545,63218.5550026083,64489.1956712835,65308.1200504746,67217.507979269,64999.1862078656,68124.1857028549,71530.0129754148,3002.83859502458
"68","FSM",2990.50234867145,3142.28572305157,3096.14044208526,3103.45906859504,3152.84242021065,3210.84744192771,3386.67980227941,3437.99791879297,3607.87659290282,3495.81401861617,3690.70685789792,3558.51479471484,3332.36774087858,3418.95868490616,3461.81733876441,3623.6353647279,3694.27751307018,3713.02575882847,3777.70666775706,3673.40547705878,3765.23783029516,3783.9811459644,3740.57892709092,3678.29317796758,3747.31974509064,3841.95913482601,3953.47568915344,3867.30459494316,3712.06667944025,3612.67056538494,3764.5201838815,3766.8115160662,3780.44655204464,3763.44069397804,3901.22461986418,3799.926898106,3870.93240380237,3806.0552970801,3800.61839351668
"69","GAB",26935.4468017212,25994.8855641236,20950.5460448306,22995.1215506075,24280.4810516356,24852.1605960577,25667.1339232982,24215.8122462141,24511.2819562537,24765.3198947211,25340.139785344,25605.1857224889,26404.3011578163,26644.4977599584,23659.5374776838,22627.3459224758,22515.2150759673,21871.4924266883,21767.5667771155,21318.9262404,21270.4183466018,20065.5585965224,20622.7356794111,19314.7567997628,18713.4420675647,19366.0348373223,20021.0640174903,20335.7661022385,20742.4894050714,20926.5319354979,21077.4609140833,20923.2475393515,20491.6392836192,20175.0696483573,20491.4572936195,19678.0368813347,19552.3625334643,19729.6941684202,19782.2817802776
"70","GBR",30301.7258414012,31184.0243263317,32795.8866690548,34598.9653565066,35398.5228177133,35551.8271474522,35051.0847103796,35096.6276357277,35884.3400784182,37169.705479204,38010.0320960173,38892.3034366787,40702.7552189838,41969.9756924858,43112.8683410754,44814.386849721,45793.4004706286,46417.0943307165,47655.2221253637,48534.6528644697,49522.7417594758,50333.1544815525,51251.414664495,50734.851127071,48028.796532892,48720.5957094612,48894.882257416,49290.6921193107,49839.2263681782,51054.5929860184,51776.2489852598,52372.4780334819,53398.9895977911,53821.4902718369,54397.2905235188,48583.7606864189,52841.6345850474,54515.750238256,54126.1358941084
"71","GEO",17135.1765381986,15595.1289351959,15665.1147106155,16372.4693485705,15154.8108517885,12917.0944269361,10120.1628881435,5533.21082317728,3882.02029747648,3532.3200811072,3762.81153750309,4339.0046688347,4951.81291757472,5233.28837672816,5495.24505052866,5706.27236527837,6074.08643017282,6464.32539672648,7227.73705960701,7693.91525392067,8485.58670534953,9337.98906420101,10567.2747164758,10856.1031328003,10553.0896395853,11294.3685917112,12288.6828861156,13193.9596974054,13913.0018245661,14475.3135356035,14936.8434116647,15442.9564358054,16237.6242230275,17228.6790847503,18186.8816465807,17031.1440283426,18915.6534005263,20966.5280391134,22246.851845613
"72","GHA",2484.40894273788,2553.67265703871,2612.7054601755,2691.86983006464,2757.21759264064,2776.23335712089,2849.72324973575,2887.72020254928,2954.62819233051,2980.98597739763,3032.74144268084,3100.29679150832,3155.41373653553,3224.87965940754,3285.64863725683,3322.54424852961,3364.75064172793,3420.84275010093,3502.35544438177,3601.08366689385,3713.44854794155,3848.19392389193,3912.19756744558,4161.71411607953,4254.08619181969,4478.15903749931,4984.19426410701,5314.96292497408,5565.44502152274,5588.23000615213,5573.40259245339,5628.20204652649,5951.20895833216,6187.44501762234,6453.87502338005,6354.37972865227,6544.2381999688,6663.59799019951,6729.93280285683
"73","GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021.4041873335
"74","GIN",1993.40659949847,2004.84362763819,2017.84860414553,2089.00639464174,2116.34514056463,2132.1166708088,2101.32983621489,2101.31020534047,2140.29508396568,2159.07528951827,2196.18936114819,2230.04438944864,2297.83667263186,2336.9542602387,2371.92300845756,2384.02951496785,2439.42495396975,2525.91185223352,2500.75666222876,2505.36020969546,2529.89592227345,2507.72217563286,2617.95269573303,2661.28623743541,2567.98621736714,2626.23272321004,2705.9148357664,2796.64904064589,2836.85800951586,2869.58228730003,2904.37749881334,3136.37231343516,3371.86386930779,3496.54887151027,3600.41213880909,3683.84236545878,3735.0898272933,3818.24792486909,3992.46179590028
"75","GMB",2676.15153398263,2682.15975665958,2644.08500428024,2656.30057720864,2703.47125934411,2689.68978445874,2663.40777690547,2646.85129269969,2630.52571962673,2552.4971234541,2499.81179178551,2481.64543476717,2528.26792296695,2541.14622280011,2625.73485088127,2691.06583306397,2766.49333436238,2601.37115422544,2701.9255783639,2809.94246776074,2664.3009576044,2570.65279564941,2568.45331618342,2645.6961815015,2735.53612018674,2808.69402003005,2501.6454427231,2552.54668206741,2546.96456934993,2437.52977684312,2464.2707091895,2442.69667446057,2491.70468532049,2602.32377265493,2693.76406189025,2641.15259591451,2710.5524630967,2774.41025444316,2850.57760406569
"76","GNB",1614.73159762183,1577.31982011172,1598.08701391731,1645.59305635925,1718.35354206997,1794.49826022823,1847.48534043607,1814.76645733224,1793.51323288688,1795.09397585236,1827.7722502794,1997.97874085125,2087.87115503499,1589.65670819289,1822.47599610861,1806.039968958,1852.54485060741,1877.97092843468,1829.93707283232,1808.28503531044,1881.23005404577,1884.43900141965,1884.07171430133,1919.22735035402,1916.30057447697,1972.03408260736,2076.10513934039,1986.58950817826,1996.86049304726,1963.43563419149,2030.74439018415,2085.31414239822,2132.55148040621,2160.88991083996,2205.98694459413,2188.68100509438,2278.02339468524,2323.14435005282,2370.85751496925
"77","GNQ",1385.14403577833,1288.51163881,1288.92510154213,1271.58920691264,1208.81232971533,1143.86075225398,1090.94131719258,1416.65048297258,1515.80166131928,1703.76745419012,1927.62788057052,3090.70271806283,7432.52320593199,8846.56356840911,10687.64819194,12081.8876458948,18798.2489038186,21419.2656137106,23309.0624998588,30738.6589028772,34294.5503753648,35276.8695614581,38807.8882218182,43594.5981016281,42118.0762273916,36577.6841057459,37259.7091116621,38698.7387383333,35598.9488856501,34332.4424835794,30004.9462412555,26343.4920286617,23963.7006643583,21700.3662183918,19838.0284202505,18378.4993558533,18100.9139254871,18320.243450313,16876.8677696304
"78","GRC",26093.0026482109,26141.4673489383,25465.6781050539,26461.3293081674,27323.8971684845,27036.3861333672,27541.9218652198,27523.6617037073,26924.4302534122,27325.7547588607,27769.4771533126,28438.6779214155,29567.7167690958,30549.5717750584,31367.7198782087,32464.1984055656,33630.1996679755,34821.5907573961,36751.5291082546,38516.1091844763,38633.416971326,40694.742220493,41920.0544064146,41668.7898802754,39771.9777807835,37544.9259228079,33784.3205640961,31560.3310224581,30990.1774289181,31345.7004498218,31491.0356633333,31468.2284117132,31874.8892719973,32472.5125793078,33117.697815281,30096.8249341271,33018.2544152866,35328.7875742252,36267.6918550159
"79","GRD",6797.6358765059,7263.78209625855,7947.75882344239,8242.71028476326,8609.56310102107,8971.03436779865,9030.50747157956,8840.04018214973,8570.77275862711,8631.36121359522,8740.10879115711,9059.58525484559,9450.60130086698,10496.6373570207,11155.2932597509,11634.2316739922,11345.5406697451,11703.5366598567,12751.1886440592,12578.8646272255,14153.4817320971,13498.1417595969,14230.2002319918,14268.8686544945,13234.5099763679,13075.6494419787,13074.8689069102,12813.0470121525,12998.4529619648,13831.3498765601,14598.0794053207,15019.5213783381,15562.304115069,16118.8083368911,16110.6977582787,13788.9066543378,14325.5548482263,15272.8078520169,15912.8118010249
"80","GRL",34989.4653475818,37262.6528886174,38881.9538669303,40536.2486029263,42844.8580916589,37619.556422701,37644.5776191862,35849.4870736657,34108.67836165,35934.1085340757,37073.5778318884,37573.3334066345,38057.1771953735,40936.5450814268,41500.6033685224,44368.720295299,44812.1694853925,44173.9284155575,46004.0781075522,49055.2174880059,51480.1326804102,54494.3100375795,55992.2393212235,59684.3556829567,60206.5380325069,60625.1628549313,60340.0526352868,61267.4653326765,60822.1356274489,63919.1545760603,62503.3971519875,65345.93201087,65396.6827812631,65979.1610559972,67604.0507009986,67560.25390278,68086.4601238175,69050.9416213448,7646.17583205212
"81","GTM",7498.37623920136,7304.4537377186,7356.79897784341,7434.47440382476,7517.27121820821,7541.435456176,7609.88057934842,7771.39853723033,7873.19316124935,7989.30065027131,8181.48242850778,8223.4922367339,8382.36284449233,8595.49719844859,8717.1538857666,8814.57061995775,8806.05855427514,8936.42243415018,8967.52188657008,9054.36006068413,9158.75086467157,9455.33130927354,9857.85884492818,9988.14620079554,9848.7645515028,9948.42369380663,10175.8242820887,10293.9156274807,10488.330901226,10766.681964107,11019.3001004401,11128.3212814571,11285.8592327234,11485.0700419865,11761.5633090202,11376.5694734708,12106.4225430833,12424.7709960445,12679.0821468473
"82","GUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5791.57965121724
"83","GUY",5551.28525593402,5531.09068994895,5615.92809542598,5445.9824335344,5216.41366050912,5095.5261595366,5426.13991443899,5840.01433208222,6298.9168807329,6814.86968771789,7137.35007326775,7685.92001073228,8143.23885784228,7990.78220974901,8213.02705768183,8089.95002924354,8266.10753029819,8354.08027620626,8298.65505976828,8429.92182403299,8273.23665803201,8713.01261819201,9362.37562471042,9556.65760457367,9939.91449767657,10397.3034193435,10991.9798899207,11576.0594552079,11943.5273590585,12085.2089650577,12105.1719340288,12498.9272630321,12894.9459514263,13085.9183620465,13557.8829931719,19490.6497892769,23176.1332006217,37684.2417747545,49811.7872052476
"84","HKG",22765.109582125,24969.0232107845,28030.85682299,30162.1432588636,30531.0053988787,31598.8063479054,33124.7251290941,34895.7735708289,36428.5645161422,37767.2592214547,37905.6938159475,37804.1601646806,39402.6741388966,36776.4390083118,37339.963569873,39848.6332465404,39777.8728488771,40258.1913798104,41570.5763689617,44836.2041344697,47938.8706566304,50981.7534244638,53813.040370318,54630.3724711641,53172.3309574269,56355.430800515,58672.8532543961,59015.3615515208,60601.649259565,61839.8198967665,62779.794080864,63749.4451717062,65662.8596998122,66993.9662415822,65388.3448790463,61328.5560610894,65884.9376260603,64038.6607495148,64431.0890878089
"85","HND",4164.05517866046,4261.82486980055,4417.40461700702,4370.009777957,4365.3653195086,4363.30886212612,4101.86950997796,4230.61433124288,4380.78313216756,4268.84440679729,4408.36195684311,4367.81339359196,4444.0530491147,4483.61706827295,4334.6306387632,4525.37225956891,4525.46457388832,4573.60106577003,4660.74661757564,4829.48944903496,4999.01503103374,5203.1009617448,5400.10099062861,5505.42421649104,5257.6458873474,5341.76313640363,5436.28900504809,5551.374536502,5599.17368160209,5664.70812816751,5776.76353746327,5896.15995918934,6075.08369933569,6201.72602336189,6254.46068785408,5602.08872118394,6209.94034964984,6371.47036400841,6499.47357583055
"86","HRV",17669.0076881263,17598.5594255967,17908.5430008365,17387.2006128709,17598.5594255967,23403.6898049274,18816.1219309379,17023.1128269178,15573.0337887845,16304.507390647,17526.9845289195,18843.5711589874,20103.9381580559,20568.3002574751,20480.5532054127,21295.0436718624,22821.033145629,24135.1362738995,25479.3604802261,26536.9786509917,27644.446755039,29041.0776452055,30521.5877250212,31141.6770820819,28925.131046788,28635.7157765453,28718.0184240088,28143.8972873369,28135.7927720688,28154.1082349412,29110.7082529865,30384.4763914522,31786.2008221261,33028.2920329303,34355.2229060333,31564.4520655316,37232.5957719881,40090.2391203199,41343.5242562373
"87","HTI",4463.87441258947,4351.4005941923,4228.48220886301,4149.85198538982,3946.28048309814,3905.96932963809,3900.17064475526,3621.46296637492,3359.6038383052,2902.72972254792,3130.96775754371,3200.49365625426,3227.01626081024,3237.81412016945,3265.59163067283,3234.39694966569,3165.9383652545,3143.90139796085,3197.69812663691,3103.00462326931,3145.53909658874,3147.84022698412,3241.92720995979,3274.42609049249,3411.93197677278,3182.39758876601,3307.20192679606,3273.10628780481,3363.85748261017,3410.66414479754,3408.97277319913,3422.13690198309,3459.70282332397,3469.85199452125,3364.83660067899,3211.49475714432,3114.96354203089,3026.24061776132,2934.43258174111
"88","HUN",20357.9259729731,20705.6992163656,21580.7164476364,21599.713349752,21997.0234664568,21448.3078858035,18898.7375325927,18326.8172181044,18242.0254086153,18805.3698558808,19112.0699421291,19160.7052296897,19802.8039678913,20623.0439930366,21316.6795331556,22329.4238553986,23292.5111826665,24466.4453247403,25536.3092411983,26873.7478780497,28083.578008854,29237.2665948924,29363.8165982019,29710.5895297103,27793.3452939859,28156.0369872014,28763.052182542,28550.5145352558,29145.2904938049,30460.7246407882,31665.2277789474,32457.8253273034,33934.5146358172,35799.5619371301,37557.9267028675,35949.9188680058,38647.9980847097,40699.5696947081,40553.7767445832
