"iso_alpha_3_code","year","deaths_hiv"
"SSD",1998,"1227"
"UGA",1998,"30508"
"TZA",1998,"23283"
"ZMB",1998,"19565"
"ZWE",1998,"35510"
"ALB",1998,"0"
"ARM",1998,"2"
"AZE",1998,"13"
"BLR",1998,"5"
"BIH",1998,"0"
"GEO",1998,"0"
"KAZ",1998,"18"
"KGZ",1998,"0"
"MNE",1998,"0"
"MKD",1998,"0"
"MDA",1998,"17"
"RUS",1998,"0"
"TJK",1998,"0"
"TKM",1998,"0"
"UKR",1998,"712"
"UZB",1998,"24"
"ARG",1998,"476"
"BOL",1998,"74"
"BRA",1998,"0"
"CHL",1998,"0"
"COL",1998,"688"
"CRI",1998,"59"
"ECU",1998,"89"
"SLV",1998,"96"
"GTM",1998,"114"
"HND",1998,"667"
"MEX",1998,"725"
"NIC",1998,"25"
"PAN",1998,"109"
"PRY",1998,"65"
"PER",1998,"426"
"URY",1998,"29"
"VEN",1998,"454"
"DZA",1998,"21"
"BHR",1998,"0"
"DJI",1998,"80"
"EGY",1998,"3"
"IRN",1998,"66"
"JOR",1998,"2"
"KWT",1998,"0"
"LBN",1998,"7"
"LBY",1998,"3"
"MAR",1998,"152"
"OMN",1998,"0"
"QAT",1998,"0"
"SAU",1998,"2"
"SOM",1998,"93"
"SDN",1998,"182"
"SYR",1998,"1"
"TUN",1998,"5"
"ARE",1998,"0"
"YEM",1998,"35"
"IRQ",1998,"0"
"BEN",1998,"1110"
"BFA",1998,"3795"
"BDI",1998,"3502"
"CMR",1998,"4717"
"CPV",1998,"31"
"CAF",1998,"3341"
"TCD",1998,"1651"
"COG",1998,"2468"
"CIV",1998,"14259"
"COD",1998,"16715"
"GNQ",1998,"130"
"GAB",1998,"587"
"GMB",1998,"90"
"GHA",1998,"6063"
"GIN",1998,"1118"
"GNB",1998,"170"
"LBR",1998,"861"
"MLI",1998,"2281"
"MRT",1998,"76"
"NER",1998,"433"
"NGA",1998,"16171"
"SEN",1998,"363"
"SLE",1998,"609"
"TGO",1998,"1858"
"STP",1998,"21"
"AUT",1998,"0"
"BEL",1998,"0"
"BGR",1998,"0"
"CAN",1998,"0"
"HRV",1998,"0"
"CYP",1998,"0"
"CZE",1998,"0"
"DNK",1998,"4"
"EST",1998,"0"
"FIN",1998,"0"
"FRA",1998,"0"
"DEU",1998,"109"
"GRC",1998,"2"
"HUN",1998,"0"
"ISL",1998,"0"
"IRL",1998,"3"
"ISR",1998,"0"
"ITA",1998,"0"
"LVA",1998,"0"
"LTU",1998,"0"
"LUX",1998,"0"
"MLT",1998,"0"
"NLD",1998,"4"
"NOR",1998,"3"
"POL",1998,"0"
"PRT",1998,"240"
"ROU",1998,"50"
"SRB",1998,"22"
"SVK",1998,"0"
"SVN",1998,"0"
"ESP",1998,"397"
"SWE",1998,"0"
"CHE",1998,"108"
"TUR",1998,"0"
"GBR",1998,"0"
"USA",1998,"0"
"03M49WLD",1999,"440035"
"AFG",1999,"11"
"AUS",1999,"7"
"BGD",1999,"0"
"BTN",1999,"2"
"BRN",1999,"0"
"KHM",1999,"708"
"CHN",1999,"0"
"PRK",1999,"0"
"FJI",1999,"1"
"IND",1999,"0"
"IDN",1999,"53"
"JPN",1999,"6"
"LAO",1999,"7"
"MYS",1999,"128"
"MDV",1999,"0"
"MNG",1999,"0"
"MMR",1999,"0"
"NPL",1999,"15"
"NZL",1999,"3"
"PAK",1999,"1"
"PNG",1999,"48"
"PHL",1999,"4"
"KOR",1999,"0"
"SGP",1999,"0"
"LKA",1999,"7"
"THA",1999,"10570"
"TLS",1999,"3"
"VNM",1999,"347"
"BHS",1999,"0"
"BRB",1999,"0"
"BLZ",1999,"10"
"CUB",1999,"44"
"DOM",1999,"1591"
"GUY",1999,"16"
"HTI",1999,"3514"
"JAM",1999,"491"
"SUR",1999,"40"
"TTO",1999,"112"
"AGO",1999,"1123"
"BWA",1999,"4953"
"COM",1999,"1"
"ERI",1999,"385"
"SWZ",1999,"1470"
"ETH",1999,"21203"
"KEN",1999,"38509"
"LSO",1999,"3251"
"MDG",1999,"6"
"MWI",1999,"22658"
"MUS",1999,"12"
"MOZ",1999,"10110"
"NAM",1999,"2186"
"RWA",1999,"3941"
"ZAF",1999,"43493"
"SSD",1999,"1456"
"UGA",1999,"31427"
"TZA",1999,"25841"
"ZMB",1999,"21820"
"ZWE",1999,"39003"
"ALB",1999,"0"
"ARM",1999,"3"
"AZE",1999,"19"
"BLR",1999,"7"
"BIH",1999,"0"
"GEO",1999,"0"
"KAZ",1999,"25"
"KGZ",1999,"0"
"MNE",1999,"0"
"MKD",1999,"0"
"MDA",1999,"27"
"RUS",1999,"0"
"TJK",1999,"0"
"TKM",1999,"0"
"UKR",1999,"1068"
"UZB",1999,"26"
"ARG",1999,"298"
"BOL",1999,"94"
"BRA",1999,"0"
"CHL",1999,"0"
"COL",1999,"798"
"CRI",1999,"66"
"ECU",1999,"115"
"SLV",1999,"122"
"GTM",1999,"149"
"HND",1999,"731"
"MEX",1999,"841"
"NIC",1999,"30"
"PAN",1999,"114"
"PRY",1999,"86"
"PER",1999,"452"
"URY",1999,"35"
"VEN",1999,"517"
"DZA",1999,"22"
"BHR",1999,"0"
"DJI",1999,"117"
"EGY",1999,"4"
"IRN",1999,"84"
"JOR",1999,"2"
"KWT",1999,"0"
"LBN",1999,"7"
"LBY",1999,"4"
"MAR",1999,"173"
"OMN",1999,"0"
"QAT",1999,"0"
"SAU",1999,"3"
"SOM",1999,"115"
"SDN",1999,"243"
"SYR",1999,"2"
"TUN",1999,"6"
"ARE",1999,"0"
"YEM",1999,"37"
"IRQ",1999,"0"
"BEN",1999,"1245"
"BFA",1999,"3969"
"BDI",1999,"3669"
"CMR",1999,"5817"
"CPV",1999,"34"
"CAF",1999,"3736"
"TCD",1999,"1884"
"COG",1999,"2680"
"CIV",1999,"15956"
"COD",1999,"17868"
"GNQ",1999,"159"
"GAB",1999,"717"
"GMB",1999,"118"
"GHA",1999,"6854"
"GIN",1999,"1300"
"GNB",1999,"226"
"LBR",1999,"990"
"MLI",1999,"2547"
"MRT",1999,"91"
"NER",1999,"517"
"NGA",1999,"18643"
"SEN",1999,"435"
"SLE",1999,"703"
"TGO",1999,"2107"
"STP",1999,"23"
"AUT",1999,"0"
"BEL",1999,"0"
"BGR",1999,"0"
"CAN",1999,"0"
"HRV",1999,"0"
"CYP",1999,"0"
"CZE",1999,"0"
"DNK",1999,"3"
"EST",1999,"0"
"FIN",1999,"0"
"FRA",1999,"0"
"DEU",1999,"93"
"GRC",1999,"2"
"HUN",1999,"0"
"ISL",1999,"0"
"IRL",1999,"2"
"ISR",1999,"0"
"ITA",1999,"0"
"LVA",1999,"0"
"LTU",1999,"0"
"LUX",1999,"0"
"MLT",1999,"0"
"NLD",1999,"4"
"NOR",1999,"3"
"POL",1999,"0"
"PRT",1999,"230"
"ROU",1999,"11"
"SRB",1999,"22"
"SVK",1999,"0"
"SVN",1999,"0"
"ESP",1999,"321"
"SWE",1999,"0"
"CHE",1999,"86"
"TUR",1999,"0"
"GBR",1999,"0"
"USA",1999,"0"
"03M49WLD",2000,"495335"
"AFG",2000,"13"
"AUS",2000,"5"
"BGD",2000,"0"
"BTN",2000,"3"
"BRN",2000,"0"
"KHM",2000,"941"
"CHN",2000,"0"
"PRK",2000,"0"
"FJI",2000,"2"
"IND",2000,"0"
"IDN",2000,"86"
"JPN",2000,"7"
"LAO",2000,"11"
"MYS",2000,"160"
"MDV",2000,"0"
"MNG",2000,"0"
"MMR",2000,"0"
"NPL",2000,"28"
"NZL",2000,"4"
"PAK",2000,"2"
"PNG",2000,"75"
"PHL",2000,"5"
"KOR",2000,"0"
"SGP",2000,"0"
"LKA",2000,"10"
"THA",2000,"12608"
"TLS",2000,"3"
"VNM",2000,"493"
"BHS",2000,"0"
"BRB",2000,"0"
"BLZ",2000,"14"
"CUB",2000,"50"
"DOM",2000,"1821"
"GUY",2000,"22"
"HTI",2000,"3767"
"JAM",2000,"540"
"SUR",2000,"47"
"TTO",2000,"132"
"AGO",2000,"1375"
"BWA",2000,"5744"
"COM",2000,"1"
"ERI",2000,"445"
"SWZ",2000,"1849"
"ETH",2000,"22929"
"KEN",2000,"42498"
"LSO",2000,"3940"
"MDG",2000,"10"
"MWI",2000,"24374"
"MUS",2000,"19"
"MOZ",2000,"12449"
"NAM",2000,"2637"
"RWA",2000,"4457"
"ZAF",2000,"55433"
"SSD",2000,"1695"
"UGA",2000,"32140"
"TZA",2000,"28276"
"ZMB",2000,"23918"
"ZWE",2000,"41860"
"ALB",2000,"0"
"ARM",2000,"5"
"AZE",2000,"28"
"BLR",2000,"10"
"BIH",2000,"0"
"GEO",2000,"0"
"KAZ",2000,"33"
"KGZ",2000,"0"
"MNE",2000,"0"
"MKD",2000,"0"
"MDA",2000,"39"
"RUS",2000,"0"
"TJK",2000,"0"
"TKM",2000,"0"
"UKR",2000,"1512"
"UZB",2000,"29"
"ARG",2000,"259"
"BOL",2000,"115"
"BRA",2000,"0"
"CHL",2000,"0"
"COL",2000,"904"
"CRI",2000,"67"
"ECU",2000,"142"
"SLV",2000,"151"
"GTM",2000,"190"
"HND",2000,"786"
"MEX",2000,"910"
"NIC",2000,"35"
"PAN",2000,"82"
"PRY",2000,"111"
"PER",2000,"473"
"URY",2000,"39"
"VEN",2000,"588"
"DZA",2000,"23"
"BHR",2000,"0"
"DJI",2000,"160"
"EGY",2000,"4"
"IRN",2000,"108"
"JOR",2000,"2"
"KWT",2000,"0"
"LBN",2000,"7"
"LBY",2000,"5"
"MAR",2000,"195"
"OMN",2000,"0"
"QAT",2000,"0"
"SAU",2000,"3"
"SOM",2000,"139"
"SDN",2000,"315"
"SYR",2000,"2"
"TUN",2000,"7"
"ARE",2000,"1"
"YEM",2000,"40"
"IRQ",2000,"0"
"BEN",2000,"1377"
"BFA",2000,"4096"
"BDI",2000,"3806"
"CMR",2000,"7013"
"CPV",2000,"37"
"CAF",2000,"4078"
"TCD",2000,"2111"
"COG",2000,"2861"
"CIV",2000,"17412"
"COD",2000,"18895"
"GNQ",2000,"191"
"GAB",2000,"856"
"GMB",2000,"151"
"GHA",2000,"7619"
"GIN",2000,"1481"
"GNB",2000,"292"
"LBR",2000,"1095"
"MLI",2000,"2797"
"MRT",2000,"108"
"NER",2000,"605"
"NGA",2000,"21138"
"SEN",2000,"515"
"SLE",2000,"806"
"TGO",2000,"2355"
"STP",2000,"24"
"AUT",2000,"0"
"BEL",2000,"0"
"BGR",2000,"0"
"CAN",2000,"0"
"HRV",2000,"0"
"CYP",2000,"0"
"CZE",2000,"0"
"DNK",2000,"3"
"EST",2000,"0"
"FIN",2000,"0"
"FRA",2000,"0"
"DEU",2000,"82"
"GRC",2000,"2"
"HUN",2000,"0"
"ISL",2000,"0"
"IRL",2000,"2"
"ISR",2000,"0"
"ITA",2000,"0"
"LVA",2000,"0"
"LTU",2000,"0"
"LUX",2000,"0"
"MLT",2000,"0"
"NLD",2000,"4"
"NOR",2000,"3"
"POL",2000,"0"
"PRT",2000,"223"
"ROU",2000,"9"
"SRB",2000,"21"
"SVK",2000,"0"
"SVN",2000,"0"
"ESP",2000,"275"
"SWE",2000,"0"
"CHE",2000,"70"
"TUR",2000,"0"
"GBR",2000,"0"
"USA",2000,"0"
"03M49WLD",2001,"547342"
"AFG",2001,"15"
"AUS",2001,"4"
"BGD",2001,"0"
"BTN",2001,"4"
"BRN",2001,"0"
"KHM",2001,"1183"
"CHN",2001,"0"
"PRK",2001,"0"
"FJI",2001,"2"
"IND",2001,"0"
"IDN",2001,"137"
"JPN",2001,"8"
"LAO",2001,"16"
"MYS",2001,"199"
"MDV",2001,"0"
"MNG",2001,"0"
"MMR",2001,"0"
"NPL",2001,"48"
"NZL",2001,"5"
"PAK",2001,"2"
"PNG",2001,"112"
"PHL",2001,"6"
"KOR",2001,"0"
"SGP",2001,"0"
"LKA",2001,"13"
"THA",2001,"14417"
"TLS",2001,"3"
"VNM",2001,"669"
"BHS",2001,"0"
"BRB",2001,"0"
"BLZ",2001,"20"
"CUB",2001,"54"
"DOM",2001,"2030"
"GUY",2001,"30"
"HTI",2001,"3977"
"JAM",2001,"586"
"SUR",2001,"53"
"TTO",2001,"152"
"AGO",2001,"1668"
"BWA",2001,"6469"
"COM",2001,"1"
"ERI",2001,"514"
"SWZ",2001,"2237"
"ETH",2001,"24354"
"KEN",2001,"45866"
"LSO",2001,"4620"
"MDG",2001,"15"
"MWI",2001,"25897"
"MUS",2001,"28"
"MOZ",2001,"15050"
"NAM",2001,"3092"
"RWA",2001,"4888"
"ZAF",2001,"67325"
"SSD",2001,"1940"
"UGA",2001,"32604"
"TZA",2001,"30564"
"ZMB",2001,"25816"
"ZWE",2001,"44061"
"ALB",2001,"1"
"ARM",2001,"8"
"AZE",2001,"40"
"BLR",2001,"14"
"BIH",2001,"0"
"GEO",2001,"1"
"KAZ",2001,"42"
"KGZ",2001,"0"
"MNE",2001,"0"
"MKD",2001,"0"
"MDA",2001,"54"
"RUS",2001,"0"
"TJK",2001,"0"
"TKM",2001,"0"
"UKR",2001,"2035"
"UZB",2001,"31"
"ARG",2001,"252"
"BOL",2001,"138"
"BRA",2001,"0"
"CHL",2001,"0"
"COL",2001,"975"
"CRI",2001,"49"
"ECU",2001,"169"
"SLV",2001,"182"
"GTM",2001,"234"
"HND",2001,"830"
"MEX",2001,"890"
"NIC",2001,"41"
"PAN",2001,"93"
"PRY",2001,"139"
"PER",2001,"490"
"URY",2001,"38"
"VEN",2001,"589"
"DZA",2001,"24"
"BHR",2001,"0"
"DJI",2001,"208"
"EGY",2001,"5"
"IRN",2001,"136"
"JOR",2001,"1"
"KWT",2001,"0"
"LBN",2001,"6"
"LBY",2001,"4"
"MAR",2001,"218"
"OMN",2001,"0"
"QAT",2001,"0"
"SAU",2001,"4"
"SOM",2001,"165"
"SDN",2001,"397"
"SYR",2001,"2"
"TUN",2001,"8"
"ARE",2001,"0"
"YEM",2001,"43"
"IRQ",2001,"0"
"BEN",2001,"1503"
"BFA",2001,"4179"
"BDI",2001,"3902"
"CMR",2001,"8277"
"CPV",2001,"40"
"CAF",2001,"4358"
"TCD",2001,"2324"
"COG",2001,"3012"
"CIV",2001,"18559"
"COD",2001,"19816"
"GNQ",2001,"226"
"GAB",2001,"996"
"GMB",2001,"189"
"GHA",2001,"8343"
"GIN",2001,"1656"
"GNB",2001,"366"
"LBR",2001,"1173"
"MLI",2001,"3023"
"MRT",2001,"126"
"NER",2001,"694"
"NGA",2001,"23620"
"SEN",2001,"599"
"SLE",2001,"918"
"TGO",2001,"2594"
"STP",2001,"25"
"AUT",2001,"0"
"BEL",2001,"0"
"BGR",2001,"0"
"CAN",2001,"0"
"HRV",2001,"0"
"CYP",2001,"0"
"CZE",2001,"0"
"DNK",2001,"4"
"EST",2001,"0"
"FIN",2001,"0"
"FRA",2001,"0"
"DEU",2001,"74"
"GRC",2001,"2"
"HUN",2001,"0"
"ISL",2001,"0"
"IRL",2001,"2"
"ISR",2001,"0"
"ITA",2001,"0"
"LVA",2001,"0"
"LTU",2001,"0"
"LUX",2001,"0"
"MLT",2001,"0"
"NLD",2001,"5"
"NOR",2001,"3"
"POL",2001,"0"
"PRT",2001,"206"
"ROU",2001,"9"
"SRB",2001,"20"
"SVK",2001,"0"
"SVN",2001,"0"
"ESP",2001,"243"
"SWE",2001,"0"
"CHE",2001,"59"
"TUR",2001,"0"
"GBR",2001,"0"
"USA",2001,"0"
"03M49WLD",2002,"593581"
"AFG",2002,"18"
"AUS",2002,"3"
"BGD",2002,"0"
"BTN",2002,"5"
"BRN",2002,"0"
"KHM",2002,"1415"
"CHN",2002,"0"
"PRK",2002,"0"
"FJI",2002,"3"
"IND",2002,"0"
"IDN",2002,"214"
"JPN",2002,"7"
"LAO",2002,"21"
"MYS",2002,"226"
"MDV",2002,"0"
"MNG",2002,"0"
"MMR",2002,"0"
"NPL",2002,"74"
"NZL",2002,"5"
"PAK",2002,"3"
"PNG",2002,"161"
"PHL",2002,"7"
"KOR",2002,"0"
"SGP",2002,"0"
"LKA",2002,"17"
"THA",2002,"15751"
"TLS",2002,"4"
"VNM",2002,"872"
"BHS",2002,"0"
"BRB",2002,"0"
"BLZ",2002,"25"
"CUB",2002,"52"
"DOM",2002,"2186"
"GUY",2002,"41"
"HTI",2002,"4131"
"JAM",2002,"629"
"SUR",2002,"59"
"TTO",2002,"163"
"AGO",2002,"1999"
"BWA",2002,"7019"
"COM",2002,"2"
"ERI",2002,"584"
"SWZ",2002,"2558"
"ETH",2002,"25422"
"KEN",2002,"48514"
"LSO",2002,"5264"
"MDG",2002,"21"
"MWI",2002,"27260"
"MUS",2002,"39"
"MOZ",2002,"17879"
"NAM",2002,"3535"
"RWA",2002,"5274"
"ZAF",2002,"78935"
"SSD",2002,"2188"
"UGA",2002,"32293"
"TZA",2002,"32631"
"ZMB",2002,"27488"
"ZWE",2002,"45538"
"ALB",2002,"1"
"ARM",2002,"11"
"AZE",2002,"54"
"BLR",2002,"18"
"BIH",2002,"0"
"GEO",2002,"1"
"KAZ",2002,"54"
"KGZ",2002,"0"
"MNE",2002,"0"
"MKD",2002,"0"
"MDA",2002,"70"
"RUS",2002,"0"
"TJK",2002,"0"
"TKM",2002,"0"
"UKR",2002,"2619"
"UZB",2002,"33"
"ARG",2002,"248"
"BOL",2002,"157"
"BRA",2002,"0"
"CHL",2002,"0"
"COL",2002,"931"
"CRI",2002,"49"
"ECU",2002,"197"
"SLV",2002,"209"
"GTM",2002,"277"
"HND",2002,"851"
"MEX",2002,"905"
"NIC",2002,"48"
"PAN",2002,"87"
"PRY",2002,"169"
"PER",2002,"497"
"URY",2002,"41"
"VEN",2002,"613"
"DZA",2002,"27"
"BHR",2002,"0"
"DJI",2002,"257"
"EGY",2002,"7"
"IRN",2002,"167"
"JOR",2002,"2"
"KWT",2002,"0"
"LBN",2002,"5"
"LBY",2002,"6"
"MAR",2002,"241"
"OMN",2002,"0"
"QAT",2002,"0"
"SAU",2002,"4"
"SOM",2002,"192"
"SDN",2002,"485"
"SYR",2002,"2"
"TUN",2002,"6"
"ARE",2002,"0"
"YEM",2002,"46"
"IRQ",2002,"0"
"BEN",2002,"1620"
"BFA",2002,"4216"
"BDI",2002,"3895"
"CMR",2002,"9558"
"CPV",2002,"42"
"CAF",2002,"4567"
"TCD",2002,"2512"
"COG",2002,"3132"
"CIV",2002,"19189"
"COD",2002,"20577"
"GNQ",2002,"265"
"GAB",2002,"1120"
"GMB",2002,"231"
"GHA",2002,"9005"
"GIN",2002,"1811"
"GNB",2002,"447"
"LBR",2002,"1229"
"MLI",2002,"3203"
"MRT",2002,"143"
"NER",2002,"780"
"NGA",2002,"25795"
"SEN",2002,"673"
"SLE",2002,"1033"
"TGO",2002,"2814"
"STP",2002,"26"
"AUT",2002,"0"
"BEL",2002,"0"
"BGR",2002,"0"
"CAN",2002,"0"
"HRV",2002,"0"
"CYP",2002,"0"
"CZE",2002,"0"
"DNK",2002,"4"
"EST",2002,"3"
"FIN",2002,"0"
"FRA",2002,"0"
"DEU",2002,"66"
"GRC",2002,"2"
"HUN",2002,"0"
"ISL",2002,"0"
"IRL",2002,"2"
"ISR",2002,"0"
"ITA",2002,"0"
"LVA",2002,"0"
"LTU",2002,"0"
"LUX",2002,"0"
"MLT",2002,"0"
"NLD",2002,"5"
"NOR",2002,"3"
"POL",2002,"0"
"PRT",2002,"190"
"ROU",2002,"10"
"SRB",2002,"19"
"SVK",2002,"0"
"SVN",2002,"0"
"ESP",2002,"213"
"SWE",2002,"0"
"CHE",2002,"49"
"TUR",2002,"0"
"GBR",2002,"0"
"USA",2002,"0"
"03M49WLD",2003,"633800"
"AFG",2003,"21"
"AUS",2003,"4"
"BGD",2003,"0"
"BTN",2003,"6"
"BRN",2003,"0"
"KHM",2003,"1587"
"CHN",2003,"0"
"PRK",2003,"0"
"FJI",2003,"3"
"IND",2003,"0"
"IDN",2003,"330"
"JPN",2003,"6"
"LAO",2003,"28"
"MYS",2003,"180"
"MDV",2003,"0"
"MNG",2003,"0"
"MMR",2003,"0"
"NPL",2003,"109"
"NZL",2003,"4"
"PAK",2003,"3"
"PNG",2003,"221"
"PHL",2003,"8"
"KOR",2003,"0"
"SGP",2003,"0"
"LKA",2003,"21"
"THA",2003,"16243"
"TLS",2003,"4"
"VNM",2003,"1097"
"BHS",2003,"0"
"BRB",2003,"0"
"BLZ",2003,"26"
"CUB",2003,"52"
"DOM",2003,"2336"
"GUY",2003,"53"
"HTI",2003,"4195"
"JAM",2003,"667"
"SUR",2003,"59"
"TTO",2003,"155"
"AGO",2003,"2370"
"BWA",2003,"7058"
"COM",2003,"2"
"ERI",2003,"648"
"SWZ",2003,"2846"
"ETH",2003,"26136"
"KEN",2003,"50423"
"LSO",2003,"5824"
"MDG",2003,"29"
"MWI",2003,"28484"
"MUS",2003,"52"
"MOZ",2003,"20807"
"NAM",2003,"3952"
"RWA",2003,"5601"
"ZAF",2003,"91085"
"SSD",2003,"2440"
"UGA",2003,"31750"
"TZA",2003,"34438"
"ZMB",2003,"28571"
"ZWE",2003,"46367"
"ALB",2003,"1"
"ARM",2003,"16"
"AZE",2003,"70"
"BLR",2003,"24"
"BIH",2003,"0"
"GEO",2003,"2"
"KAZ",2003,"67"
"KGZ",2003,"1"
"MNE",2003,"0"
"MKD",2003,"0"
"MDA",2003,"87"
"RUS",2003,"0"
"TJK",2003,"0"
"TKM",2003,"0"
"UKR",2003,"3240"
"UZB",2003,"35"
"ARG",2003,"246"
"BOL",2003,"176"
"BRA",2003,"0"
"CHL",2003,"0"
"COL",2003,"919"
"CRI",2003,"53"
"ECU",2003,"224"
"SLV",2003,"231"
"GTM",2003,"311"
"HND",2003,"779"
"MEX",2003,"885"
"NIC",2003,"54"
"PAN",2003,"85"
"PRY",2003,"201"
"PER",2003,"462"
"URY",2003,"45"
"VEN",2003,"665"
"DZA",2003,"32"
"BHR",2003,"0"
"DJI",2003,"277"
"EGY",2003,"8"
"IRN",2003,"203"
"JOR",2003,"2"
"KWT",2003,"0"
"LBN",2003,"5"
"LBY",2003,"8"
"MAR",2003,"256"
"OMN",2003,"0"
"QAT",2003,"0"
"SAU",2003,"4"
"SOM",2003,"220"
"SDN",2003,"577"
"SYR",2003,"2"
"TUN",2003,"7"
"ARE",2003,"0"
"YEM",2003,"49"
"IRQ",2003,"0"
"BEN",2003,"1725"
"BFA",2003,"4176"
"BDI",2003,"3918"
"CMR",2003,"10799"
"CPV",2003,"44"
"CAF",2003,"4707"
"TCD",2003,"2668"
"COG",2003,"3216"
"CIV",2003,"19618"
"COD",2003,"21143"
"GNQ",2003,"307"
"GAB",2003,"1216"
"GMB",2003,"275"
"GHA",2003,"9591"
"GIN",2003,"1948"
"GNB",2003,"530"
"LBR",2003,"1268"
"MLI",2003,"3321"
"MRT",2003,"159"
"NER",2003,"860"
"NGA",2003,"27596"
"SEN",2003,"769"
"SLE",2003,"1148"
"TGO",2003,"2981"
"STP",2003,"26"
"AUT",2003,"0"
"BEL",2003,"0"
"BGR",2003,"0"
"CAN",2003,"0"
"HRV",2003,"0"
"CYP",2003,"0"
"CZE",2003,"0"
"DNK",2003,"4"
"EST",2003,"9"
"FIN",2003,"0"
"FRA",2003,"0"
"DEU",2003,"59"
"GRC",2003,"2"
"HUN",2003,"0"
"ISL",2003,"0"
"IRL",2003,"2"
"ISR",2003,"0"
"ITA",2003,"0"
"LVA",2003,"0"
"LTU",2003,"0"
"LUX",2003,"0"
"MLT",2003,"0"
"NLD",2003,"5"
"NOR",2003,"3"
"POL",2003,"0"
"PRT",2003,"177"
"ROU",2003,"11"
"SRB",2003,"15"
"SVK",2003,"0"
"SVN",2003,"0"
"ESP",2003,"185"
"SWE",2003,"0"
"CHE",2003,"42"
"TUR",2003,"0"
"GBR",2003,"0"
"USA",2003,"0"
"03M49WLD",2004,"660542"
"AFG",2004,"24"
"AUS",2004,"6"
"BGD",2004,"0"
"BTN",2004,"7"
"BRN",2004,"0"
"KHM",2004,"1578"
"CHN",2004,"0"
"PRK",2004,"0"
"FJI",2004,"3"
"IND",2004,"0"
"IDN",2004,"505"
"JPN",2004,"5"
"LAO",2004,"35"
"MYS",2004,"153"
"MDV",2004,"0"
"MNG",2004,"0"
"MMR",2004,"0"
"NPL",2004,"150"
"NZL",2004,"3"
"PAK",2004,"4"
"PNG",2004,"291"
"PHL",2004,"9"
"KOR",2004,"0"
"SGP",2004,"0"
"LKA",2004,"25"
"THA",2004,"16072"
"TLS",2004,"4"
"VNM",2004,"1337"
"BHS",2004,"0"
"BRB",2004,"0"
"BLZ",2004,"25"
"CUB",2004,"59"
"DOM",2004,"2464"
"GUY",2004,"54"
"HTI",2004,"4246"
"JAM",2004,"697"
"SUR",2004,"55"
"TTO",2004,"138"
"AGO",2004,"2774"
"BWA",2004,"6401"
"COM",2004,"2"
"ERI",2004,"697"
"SWZ",2004,"3119"
"ETH",2004,"26322"
"KEN",2004,"50936"
"LSO",2004,"6283"
"MDG",2004,"37"
"MWI",2004,"29341"
"MUS",2004,"67"
"MOZ",2004,"23479"
"NAM",2004,"4226"
"RWA",2004,"5752"
"ZAF",2004,"102778"
"SSD",2004,"2696"
"UGA",2004,"30832"
"TZA",2004,"35955"
"ZMB",2004,"27321"
"ZWE",2004,"46417"
"ALB",2004,"1"
"ARM",2004,"22"
"AZE",2004,"87"
"BLR",2004,"31"
"BIH",2004,"0"
"GEO",2004,"3"
"KAZ",2004,"80"
"KGZ",2004,"2"
"MNE",2004,"0"
"MKD",2004,"0"
"MDA",2004,"101"
"RUS",2004,"0"
"TJK",2004,"1"
"TKM",2004,"0"
"UKR",2004,"3840"
"UZB",2004,"40"
"ARG",2004,"246"
"BOL",2004,"194"
"BRA",2004,"0"
"CHL",2004,"0"
"COL",2004,"931"
"CRI",2004,"56"
"ECU",2004,"245"
"SLV",2004,"241"
"GTM",2004,"292"
"HND",2004,"552"
"MEX",2004,"862"
"NIC",2004,"60"
"PAN",2004,"93"
"PRY",2004,"232"
"PER",2004,"426"
"URY",2004,"51"
"VEN",2004,"757"
"DZA",2004,"38"
"BHR",2004,"0"
"DJI",2004,"306"
"EGY",2004,"10"
"IRN",2004,"240"
"JOR",2004,"3"
"KWT",2004,"0"
"LBN",2004,"5"
"LBY",2004,"10"
"MAR",2004,"225"
"OMN",2004,"0"
"QAT",2004,"0"
"SAU",2004,"5"
"SOM",2004,"248"
"SDN",2004,"667"
"SYR",2004,"2"
"TUN",2004,"9"
"ARE",2004,"0"
"YEM",2004,"53"
"IRQ",2004,"0"
"BEN",2004,"1817"
"BFA",2004,"3870"
"BDI",2004,"3786"
"CMR",2004,"11702"
"CPV",2004,"45"
"CAF",2004,"4793"
"TCD",2004,"2782"
"COG",2004,"3279"
"CIV",2004,"19889"
"COD",2004,"21419"
"GNQ",2004,"350"
"GAB",2004,"1296"
"GMB",2004,"321"
"GHA",2004,"10037"
"GIN",2004,"2078"
"GNB",2004,"613"
"LBR",2004,"1300"
"MLI",2004,"3334"
"MRT",2004,"173"
"NER",2004,"929"
"NGA",2004,"27607"
"SEN",2004,"865"
"SLE",2004,"1256"
"TGO",2004,"3033"
"STP",2004,"26"
"AUT",2004,"0"
"BEL",2004,"0"
"BGR",2004,"0"
"CAN",2004,"0"
"HRV",2004,"0"
"CYP",2004,"0"
"CZE",2004,"0"
"DNK",2004,"4"
"EST",2004,"16"
"FIN",2004,"0"
"FRA",2004,"0"
"DEU",2004,"53"
"GRC",2004,"2"
"HUN",2004,"0"
"ISL",2004,"0"
"IRL",2004,"2"
"ISR",2004,"0"
"ITA",2004,"0"
"LVA",2004,"0"
"LTU",2004,"0"
"LUX",2004,"0"
"MLT",2004,"0"
"NLD",2004,"6"
"NOR",2004,"3"
