"iso_alpha_3_code","year","deaths_hiv"
"BDI",1991,"1322"
"CMR",1991,"605"
"CPV",1991,"6"
"CAF",1991,"510"
"TCD",1991,"343"
"COG",1991,"646"
"CIV",1991,"2943"
"COD",1991,"6634"
"GNQ",1991,"22"
"GAB",1991,"80"
"GMB",1991,"7"
"GHA",1991,"1310"
"GIN",1991,"224"
"GNB",1991,"13"
"LBR",1991,"150"
"MLI",1991,"565"
"MRT",1991,"10"
"NER",1991,"66"
"NGA",1991,"3506"
"SEN",1991,"75"
"SLE",1991,"159"
"TGO",1991,"642"
"STP",1991,"4"
"AUT",1991,"0"
"BEL",1991,"0"
"BGR",1991,"0"
"CAN",1991,"0"
"HRV",1991,"1"
"CYP",1991,"0"
"CZE",1991,"0"
"DNK",1991,"7"
"EST",1991,"0"
"FIN",1991,"0"
"FRA",1991,"0"
"DEU",1991,"286"
"GRC",1991,"12"
"HUN",1991,"0"
"ISL",1991,"0"
"IRL",1991,"4"
"ISR",1991,"0"
"ITA",1991,"0"
"LVA",1991,"0"
"LTU",1991,"0"
"LUX",1991,"0"
"MLT",1991,"0"
"NLD",1991,"9"
"NOR",1991,"9"
"POL",1991,"0"
"PRT",1991,"55"
"ROU",1991,"12"
"SRB",1991,"10"
"SVK",1991,"0"
"SVN",1991,"0"
"ESP",1991,"563"
"SWE",1991,"0"
"CHE",1991,"123"
"TUR",1991,"0"
"GBR",1991,"0"
"USA",1991,"0"
"03M49WLD",1992,"123689"
"AFG",1992,"3"
"AUS",1992,"42"
"BGD",1992,"0"
"BTN",1992,"0"
"BRN",1992,"0"
"KHM",1992,"5"
"CHN",1992,"0"
"PRK",1992,"0"
"FJI",1992,"0"
"IND",1992,"0"
"IDN",1992,"1"
"JPN",1992,"4"
"LAO",1992,"0"
"MYS",1992,"6"
"MDV",1992,"0"
"MNG",1992,"0"
"MMR",1992,"0"
"NPL",1992,"0"
"NZL",1992,"7"
"PAK",1992,"0"
"PNG",1992,"1"
"PHL",1992,"1"
"KOR",1992,"0"
"SGP",1992,"0"
"LKA",1992,"0"
"THA",1992,"645"
"TLS",1992,"1"
"VNM",1992,"4"
"BHS",1992,"0"
"BRB",1992,"0"
"BLZ",1992,"0"
"CUB",1992,"22"
"DOM",1992,"250"
"GUY",1992,"2"
"HTI",1992,"1189"
"JAM",1992,"138"
"SUR",1992,"10"
"TTO",1992,"24"
"AGO",1992,"195"
"BWA",1992,"599"
"COM",1992,"0"
"ERI",1992,"147"
"SWZ",1992,"53"
"ETH",1992,"5764"
"KEN",1992,"7814"
"LSO",1992,"233"
"MDG",1992,"0"
"MWI",1992,"7826"
"MUS",1992,"0"
"MOZ",1992,"1359"
"NAM",1992,"243"
"RWA",1992,"1130"
"ZAF",1992,"2636"
"SSD",1992,"332"
"UGA",1992,"19174"
"TZA",1992,"7932"
"ZMB",1992,"6341"
"ZWE",1992,"11181"
"ALB",1992,"0"
"ARM",1992,"0"
"AZE",1992,"1"
"BLR",1992,"0"
"BIH",1992,"0"
"GEO",1992,"0"
"KAZ",1992,"2"
"KGZ",1992,"0"
"MNE",1992,"0"
"MKD",1992,"0"
"MDA",1992,"1"
"RUS",1992,"0"
"TJK",1992,"0"
"TKM",1992,"0"
"UKR",1992,"17"
"UZB",1992,"14"
"ARG",1992,"106"
"BOL",1992,"17"
"BRA",1992,"0"
"CHL",1992,"0"
"COL",1992,"152"
"CRI",1992,"27"
"ECU",1992,"17"
"SLV",1992,"11"
"GTM",1992,"10"
"HND",1992,"242"
"MEX",1992,"428"
"NIC",1992,"5"
"PAN",1992,"40"
"PRY",1992,"7"
"PER",1992,"235"
"URY",1992,"11"
"VEN",1992,"325"
"DZA",1992,"7"
"BHR",1992,"0"
"DJI",1992,"3"
"EGY",1992,"1"
"IRN",1992,"20"
"JOR",1992,"1"
"KWT",1992,"0"
"LBN",1992,"2"
"LBY",1992,"0"
"MAR",1992,"55"
"OMN",1992,"0"
"QAT",1992,"0"
"SAU",1992,"2"
"SOM",1992,"21"
"SDN",1992,"19"
"SYR",1992,"1"
"TUN",1992,"2"
"ARE",1992,"0"
"YEM",1992,"18"
"IRQ",1992,"0"
"BEN",1992,"371"
"BFA",1992,"1950"
"BDI",1992,"1685"
"CMR",1992,"860"
"CPV",1992,"8"
"CAF",1992,"793"
"TCD",1992,"463"
"COG",1992,"877"
"CIV",1992,"4042"
"COD",1992,"7992"
"GNQ",1992,"30"
"GAB",1992,"112"
"GMB",1992,"10"
"GHA",1992,"1775"
"GIN",1992,"299"
"GNB",1992,"19"
"LBR",1992,"208"
"MLI",1992,"746"
"MRT",1992,"14"
"NER",1992,"92"
"NGA",1992,"4655"
"SEN",1992,"97"
"SLE",1992,"203"
"TGO",1992,"759"
"STP",1992,"6"
"AUT",1992,"0"
"BEL",1992,"0"
"BGR",1992,"0"
"CAN",1992,"0"
"HRV",1992,"1"
"CYP",1992,"0"
"CZE",1992,"0"
"DNK",1992,"10"
"EST",1992,"0"
"FIN",1992,"0"
"FRA",1992,"0"
"DEU",1992,"331"
"GRC",1992,"16"
"HUN",1992,"0"
"ISL",1992,"0"
"IRL",1992,"6"
"ISR",1992,"0"
"ITA",1992,"0"
"LVA",1992,"0"
"LTU",1992,"0"
"LUX",1992,"0"
"MLT",1992,"0"
"NLD",1992,"13"
"NOR",1992,"10"
"POL",1992,"0"
"PRT",1992,"81"
"ROU",1992,"17"
"SRB",1992,"13"
"SVK",1992,"0"
"SVN",1992,"0"
"ESP",1992,"688"
"SWE",1992,"0"
"CHE",1992,"144"
"TUR",1992,"0"
"GBR",1992,"0"
"USA",1992,"0"
"03M49WLD",1993,"157984"
"AFG",1993,"3"
"AUS",1993,"49"
"BGD",1993,"0"
"BTN",1993,"0"
"BRN",1993,"0"
"KHM",1993,"16"
"CHN",1993,"0"
"PRK",1993,"0"
"FJI",1993,"0"
"IND",1993,"0"
"IDN",1993,"1"
"JPN",1993,"6"
"LAO",1993,"0"
"MYS",1993,"13"
"MDV",1993,"0"
"MNG",1993,"0"
"MMR",1993,"0"
"NPL",1993,"0"
"NZL",1993,"8"
"PAK",1993,"0"
"PNG",1993,"2"
"PHL",1993,"1"
"KOR",1993,"0"
"SGP",1993,"0"
"LKA",1993,"0"
"THA",1993,"1294"
"TLS",1993,"1"
"VNM",1993,"10"
"BHS",1993,"0"
"BRB",1993,"0"
"BLZ",1993,"0"
"CUB",1993,"25"
"DOM",1993,"366"
"GUY",1993,"3"
"HTI",1993,"1511"
"JAM",1993,"181"
"SUR",1993,"12"
"TTO",1993,"32"
"AGO",1993,"260"
"BWA",1993,"931"
"COM",1993,"0"
"ERI",1993,"176"
"SWZ",1993,"109"
"ETH",1993,"7676"
"KEN",1993,"11025"
"LSO",1993,"393"
"MDG",1993,"0"
"MWI",1993,"9651"
"MUS",1993,"0"
"MOZ",1993,"1940"
"NAM",1993,"360"
"RWA",1993,"1377"
"ZAF",1993,"4370"
"SSD",1993,"422"
"UGA",1993,"21737"
"TZA",1993,"10159"
"ZMB",1993,"8191"
"ZWE",1993,"14743"
"ALB",1993,"0"
"ARM",1993,"0"
"AZE",1993,"2"
"BLR",1993,"1"
"BIH",1993,"0"
"GEO",1993,"0"
"KAZ",1993,"4"
"KGZ",1993,"0"
"MNE",1993,"0"
"MKD",1993,"0"
"MDA",1993,"2"
"RUS",1993,"0"
"TJK",1993,"0"
"TKM",1993,"0"
"UKR",1993,"35"
"UZB",1993,"15"
"ARG",1993,"154"
"BOL",1993,"21"
"BRA",1993,"0"
"CHL",1993,"0"
"COL",1993,"214"
"CRI",1993,"32"
"ECU",1993,"26"
"SLV",1993,"17"
"GTM",1993,"17"
"HND",1993,"303"
"MEX",1993,"492"
"NIC",1993,"7"
"PAN",1993,"49"
"PRY",1993,"11"
"PER",1993,"268"
"URY",1993,"15"
"VEN",1993,"340"
"DZA",1993,"8"
"BHR",1993,"0"
"DJI",1993,"5"
"EGY",1993,"1"
"IRN",1993,"24"
"JOR",1993,"1"
"KWT",1993,"0"
"LBN",1993,"3"
"LBY",1993,"1"
"MAR",1993,"67"
"OMN",1993,"0"
"QAT",1993,"0"
"SAU",1993,"3"
"SOM",1993,"27"
"SDN",1993,"28"
"SYR",1993,"1"
"TUN",1993,"2"
"ARE",1993,"0"
"YEM",1993,"21"
"IRQ",1993,"0"
"BEN",1993,"472"
"BFA",1993,"2316"
"BDI",1993,"2064"
"CMR",1993,"1199"
"CPV",1993,"11"
"CAF",1993,"1144"
"TCD",1993,"610"
"COG",1993,"1134"
"CIV",1993,"5374"
"COD",1993,"9468"
"GNQ",1993,"40"
"GAB",1993,"154"
"GMB",1993,"16"
"GHA",1993,"2335"
"GIN",1993,"390"
"GNB",1993,"28"
"LBR",1993,"276"
"MLI",1993,"958"
"MRT",1993,"20"
"NER",1993,"127"
"NGA",1993,"6034"
"SEN",1993,"124"
"SLE",1993,"254"
"TGO",1993,"888"
"STP",1993,"8"
"AUT",1993,"0"
"BEL",1993,"0"
"BGR",1993,"0"
"CAN",1993,"0"
"HRV",1993,"1"
"CYP",1993,"0"
"CZE",1993,"0"
"DNK",1993,"13"
"EST",1993,"0"
"FIN",1993,"0"
"FRA",1993,"0"
"DEU",1993,"372"
"GRC",1993,"19"
"HUN",1993,"0"
"ISL",1993,"0"
"IRL",1993,"7"
"ISR",1993,"0"
"ITA",1993,"0"
"LVA",1993,"0"
"LTU",1993,"0"
"LUX",1993,"0"
"MLT",1993,"0"
"NLD",1993,"18"
"NOR",1993,"12"
"POL",1993,"0"
"PRT",1993,"112"
"ROU",1993,"22"
"SRB",1993,"16"
"SVK",1993,"0"
"SVN",1993,"0"
"ESP",1993,"809"
"SWE",1993,"0"
"CHE",1993,"163"
"TUR",1993,"0"
"GBR",1993,"0"
"USA",1993,"0"
"03M49WLD",1994,"197546"
"AFG",1994,"4"
"AUS",1994,"57"
"BGD",1994,"0"
"BTN",1994,"0"
"BRN",1994,"0"
"KHM",1994,"43"
"CHN",1994,"0"
"PRK",1994,"0"
"FJI",1994,"0"
"IND",1994,"0"
"IDN",1994,"3"
"JPN",1994,"8"
"LAO",1994,"1"
"MYS",1994,"23"
"MDV",1994,"0"
"MNG",1994,"0"
"MMR",1994,"0"
"NPL",1994,"0"
"NZL",1994,"9"
"PAK",1994,"0"
"PNG",1994,"4"
"PHL",1994,"1"
"KOR",1994,"0"
"SGP",1994,"0"
"LKA",1994,"1"
"THA",1994,"2208"
"TLS",1994,"2"
"VNM",1994,"22"
"BHS",1994,"0"
"BRB",1994,"0"
"BLZ",1994,"1"
"CUB",1994,"27"
"DOM",1994,"515"
"GUY",1994,"4"
"HTI",1994,"1855"
"JAM",1994,"229"
"SUR",1994,"16"
"TTO",1994,"41"
"AGO",1994,"343"
"BWA",1994,"1373"
"COM",1994,"1"
"ERI",1994,"205"
"SWZ",1994,"205"
"ETH",1994,"9846"
"KEN",1994,"14913"
"LSO",1994,"635"
"MDG",1994,"0"
"MWI",1994,"11715"
"MUS",1994,"0"
"MOZ",1994,"2704"
"NAM",1994,"523"
"RWA",1994,"1648"
"ZAF",1994,"7135"
"SSD",1994,"532"
"UGA",1994,"24073"
"TZA",1994,"12622"
"ZMB",1994,"10260"
"ZWE",1994,"18680"
"ALB",1994,"0"
"ARM",1994,"0"
"AZE",1994,"2"
"BLR",1994,"1"
"BIH",1994,"0"
"GEO",1994,"0"
"KAZ",1994,"5"
"KGZ",1994,"0"
"MNE",1994,"0"
"MKD",1994,"0"
"MDA",1994,"2"
"RUS",1994,"0"
"TJK",1994,"0"
"TKM",1994,"0"
"UKR",1994,"71"
"UZB",1994,"16"
"ARG",1994,"214"
"BOL",1994,"27"
"BRA",1994,"0"
"CHL",1994,"0"
"COL",1994,"289"
"CRI",1994,"37"
"ECU",1994,"37"
"SLV",1994,"26"
"GTM",1994,"26"
"HND",1994,"371"
"MEX",1994,"563"
"NIC",1994,"10"
"PAN",1994,"59"
"PRY",1994,"16"
"PER",1994,"301"
"URY",1994,"21"
"VEN",1994,"353"
"DZA",1994,"10"
"BHR",1994,"0"
"DJI",1994,"10"
"EGY",1994,"1"
"IRN",1994,"28"
"JOR",1994,"1"
"KWT",1994,"0"
"LBN",1994,"4"
"LBY",1994,"1"
"MAR",1994,"81"
"OMN",1994,"0"
"QAT",1994,"0"
"SAU",1994,"4"
"SOM",1994,"36"
"SDN",1994,"42"
"SYR",1994,"1"
"TUN",1994,"2"
"ARE",1994,"0"
"YEM",1994,"24"
"IRQ",1994,"0"
"BEN",1994,"585"
"BFA",1994,"2674"
"BDI",1994,"2431"
"CMR",1994,"1643"
"CPV",1994,"15"
"CAF",1994,"1549"
"TCD",1994,"782"
"COG",1994,"1406"
"CIV",1994,"6924"
"COD",1994,"11011"
"GNQ",1994,"52"
"GAB",1994,"209"
"GMB",1994,"24"
"GHA",1994,"2984"
"GIN",1994,"500"
"GNB",1994,"42"
"LBR",1994,"360"
"MLI",1994,"1196"
"MRT",1994,"28"
"NER",1994,"170"
"NGA",1994,"7646"
"SEN",1994,"157"
"SLE",1994,"312"
"TGO",1994,"1035"
"STP",1994,"10"
"AUT",1994,"0"
"BEL",1994,"0"
"BGR",1994,"0"
"CAN",1994,"0"
"HRV",1994,"1"
"CYP",1994,"0"
"CZE",1994,"0"
"DNK",1994,"17"
"EST",1994,"0"
"FIN",1994,"0"
"FRA",1994,"0"
"DEU",1994,"406"
"GRC",1994,"23"
"HUN",1994,"0"
"ISL",1994,"0"
"IRL",1994,"9"
"ISR",1994,"0"
"ITA",1994,"0"
"LVA",1994,"0"
"LTU",1994,"0"
"LUX",1994,"0"
"MLT",1994,"0"
"NLD",1994,"23"
"NOR",1994,"13"
"POL",1994,"0"
"PRT",1994,"148"
"ROU",1994,"29"
"SRB",1994,"18"
"SVK",1994,"0"
"SVN",1994,"0"
"ESP",1994,"920"
"SWE",1994,"0"
"CHE",1994,"178"
"TUR",1994,"0"
"GBR",1994,"0"
"USA",1994,"0"
"03M49WLD",1995,"241109"
"AFG",1995,"5"
"AUS",1995,"63"
"BGD",1995,"0"
"BTN",1995,"1"
"BRN",1995,"0"
"KHM",1995,"98"
"CHN",1995,"0"
"PRK",1995,"0"
"FJI",1995,"1"
"IND",1995,"0"
"IDN",1995,"5"
"JPN",1995,"11"
"LAO",1995,"1"
"MYS",1995,"37"
"MDV",1995,"0"
"MNG",1995,"0"
"MMR",1995,"0"
"NPL",1995,"1"
"NZL",1995,"8"
"PAK",1995,"0"
"PNG",1995,"6"
"PHL",1995,"1"
"KOR",1995,"0"
"SGP",1995,"0"
"LKA",1995,"1"
"THA",1995,"3404"
"TLS",1995,"2"
"VNM",1995,"44"
"BHS",1995,"0"
"BRB",1995,"0"
"BLZ",1995,"1"
"CUB",1995,"29"
"DOM",1995,"692"
"GUY",1995,"5"
"HTI",1995,"2210"
"JAM",1995,"281"
"SUR",1995,"19"
"TTO",1995,"51"
"AGO",1995,"445"
"BWA",1995,"1927"
"COM",1995,"1"
"ERI",1995,"234"
"SWZ",1995,"352"
"ETH",1995,"12185"
"KEN",1995,"19365"
"LSO",1995,"975"
"MDG",1995,"1"
"MWI",1995,"13975"
"MUS",1995,"1"
"MOZ",1995,"3660"
"NAM",1995,"741"
"RWA",1995,"1968"
"ZAF",1995,"11195"
"SSD",1995,"665"
"UGA",1995,"26127"
"TZA",1995,"15240"
"ZMB",1995,"12491"
"ZWE",1995,"22897"
"ALB",1995,"0"
"ARM",1995,"0"
"AZE",1995,"4"
"BLR",1995,"2"
"BIH",1995,"0"
"GEO",1995,"0"
"KAZ",1995,"7"
"KGZ",1995,"0"
"MNE",1995,"0"
"MKD",1995,"0"
"MDA",1995,"4"
"RUS",1995,"0"
"TJK",1995,"0"
"TKM",1995,"0"
"UKR",1995,"139"
"UZB",1995,"17"
"ARG",1995,"285"
"BOL",1995,"34"
"BRA",1995,"0"
"CHL",1995,"0"
"COL",1995,"376"
"CRI",1995,"42"
"ECU",1995,"47"
"SLV",1995,"38"
"GTM",1995,"40"
"HND",1995,"444"
"MEX",1995,"614"
"NIC",1995,"13"
"PAN",1995,"70"
"PRY",1995,"24"
"PER",1995,"334"
"URY",1995,"27"
"VEN",1995,"367"
"DZA",1995,"12"
"BHR",1995,"0"
"DJI",1995,"18"
"EGY",1995,"1"
"IRN",1995,"33"
"JOR",1995,"1"
"KWT",1995,"0"
"LBN",1995,"4"
"LBY",1995,"1"
"MAR",1995,"96"
"OMN",1995,"0"
"QAT",1995,"0"
"SAU",1995,"4"
"SOM",1995,"46"
"SDN",1995,"63"
"SYR",1995,"1"
"TUN",1995,"3"
"ARE",1995,"0"
"YEM",1995,"27"
"IRQ",1995,"0"
"BEN",1995,"708"
"BFA",1995,"3009"
"BDI",1995,"2763"
"CMR",1995,"2208"
"CPV",1995,"19"
"CAF",1995,"1988"
"TCD",1995,"976"
"COG",1995,"1685"
"CIV",1995,"8655"
"COD",1995,"12554"
"GNQ",1995,"66"
"GAB",1995,"278"
"GMB",1995,"34"
"GHA",1995,"3697"
"GIN",1995,"629"
"GNB",1995,"62"
"LBR",1995,"463"
"MLI",1995,"1454"
"MRT",1995,"37"
"NER",1995,"222"
"NGA",1995,"9485"
"SEN",1995,"197"
"SLE",1995,"376"
"TGO",1995,"1204"
"STP",1995,"13"
"AUT",1995,"0"
"BEL",1995,"0"
"BGR",1995,"0"
"CAN",1995,"0"
"HRV",1995,"1"
"CYP",1995,"0"
"CZE",1995,"0"
"DNK",1995,"21"
"EST",1995,"0"
"FIN",1995,"0"
"FRA",1995,"0"
"DEU",1995,"363"
"GRC",1995,"19"
"HUN",1995,"0"
"ISL",1995,"0"
"IRL",1995,"12"
"ISR",1995,"0"
"ITA",1995,"0"
"LVA",1995,"0"
"LTU",1995,"0"
"LUX",1995,"0"
"MLT",1995,"0"
"NLD",1995,"30"
"NOR",1995,"14"
"POL",1995,"0"
"PRT",1995,"186"
"ROU",1995,"38"
"SRB",1995,"20"
"SVK",1995,"0"
"SVN",1995,"0"
"ESP",1995,"1016"
"SWE",1995,"0"
"CHE",1995,"189"
"TUR",1995,"0"
"GBR",1995,"0"
"USA",1995,"0"
"03M49WLD",1996,"288422"
"AFG",1996,"7"
"AUS",1996,"57"
"BGD",1996,"0"
"BTN",1996,"1"
"BRN",1996,"0"
"KHM",1996,"190"
"CHN",1996,"0"
"PRK",1996,"0"
"FJI",1996,"1"
"IND",1996,"0"
"IDN",1996,"10"
"JPN",1996,"13"
"LAO",1996,"2"
"MYS",1996,"56"
"MDV",1996,"0"
"MNG",1996,"0"
"MMR",1996,"0"
"NPL",1996,"2"
"NZL",1996,"3"
"PAK",1996,"0"
"PNG",1996,"11"
"PHL",1996,"2"
"KOR",1996,"0"
"SGP",1996,"0"
"LKA",1996,"2"
"THA",1996,"4875"
"TLS",1996,"2"
"VNM",1996,"83"
"BHS",1996,"0"
"BRB",1996,"0"
"BLZ",1996,"2"
"CUB",1996,"32"
"DOM",1996,"896"
"GUY",1996,"6"
"HTI",1996,"2563"
"JAM",1996,"335"
"SUR",1996,"24"
"TTO",1996,"64"
"AGO",1996,"572"
"BWA",1996,"2587"
"COM",1996,"1"
"ERI",1996,"265"
"SWZ",1996,"555"
"ETH",1996,"14596"
"KEN",1996,"24177"
"LSO",1996,"1420"
"MDG",1996,"1"
"MWI",1996,"16292"
"MUS",1996,"2"
"MOZ",1996,"4853"
"NAM",1996,"1022"
"RWA",1996,"2374"
"ZAF",1996,"16767"
"SSD",1996,"827"
"UGA",1996,"27888"
"TZA",1996,"17937"
"ZMB",1996,"14837"
"ZWE",1996,"27232"
"ALB",1996,"0"
"ARM",1996,"1"
"AZE",1996,"6"
"BLR",1996,"2"
"BIH",1996,"0"
"GEO",1996,"0"
"KAZ",1996,"10"
"KGZ",1996,"0"
"MNE",1996,"0"
"MKD",1996,"0"
"MDA",1996,"6"
"RUS",1996,"0"
"TJK",1996,"0"
"TKM",1996,"0"
"UKR",1996,"256"
"UZB",1996,"19"
"ARG",1996,"364"
"BOL",1996,"43"
"BRA",1996,"0"
"CHL",1996,"0"
"COL",1996,"474"
"CRI",1996,"47"
"ECU",1996,"44"
"SLV",1996,"54"
"GTM",1996,"60"
"HND",1996,"520"
"MEX",1996,"562"
"NIC",1996,"16"
"PAN",1996,"83"
"PRY",1996,"34"
"PER",1996,"367"
"URY",1996,"32"
"VEN",1996,"385"
"DZA",1996,"15"
"BHR",1996,"0"
"DJI",1996,"32"
"EGY",1996,"2"
"IRN",1996,"40"
"JOR",1996,"1"
"KWT",1996,"0"
"LBN",1996,"5"
"LBY",1996,"2"
"MAR",1996,"113"
"OMN",1996,"0"
"QAT",1996,"0"
"SAU",1996,"2"
"SOM",1996,"59"
"SDN",1996,"93"
"SYR",1996,"1"
"TUN",1996,"3"
"ARE",1996,"0"
"YEM",1996,"30"
"IRQ",1996,"0"
"BEN",1996,"839"
"BFA",1996,"3313"
"BDI",1996,"3055"
"CMR",1996,"2907"
"CPV",1996,"23"
"CAF",1996,"2447"
"TCD",1996,"1189"
"COG",1996,"1961"
"CIV",1996,"10516"
"COD",1996,"14046"
"GNQ",1996,"84"
"GAB",1996,"365"
"GMB",1996,"49"
"GHA",1996,"4464"
"GIN",1996,"777"
"GNB",1996,"88"
"LBR",1996,"586"
"MLI",1996,"1726"
"MRT",1996,"48"
"NER",1996,"284"
"NGA",1996,"11546"
"SEN",1996,"244"
"SLE",1996,"446"
"TGO",1996,"1399"
"STP",1996,"16"
"AUT",1996,"0"
"BEL",1996,"0"
"BGR",1996,"0"
"CAN",1996,"0"
"HRV",1996,"1"
"CYP",1996,"0"
"CZE",1996,"0"
"DNK",1996,"25"
"EST",1996,"0"
"FIN",1996,"0"
"FRA",1996,"0"
"DEU",1996,"131"
"GRC",1996,"3"
"HUN",1996,"0"
"ISL",1996,"0"
"IRL",1996,"11"
"ISR",1996,"0"
"ITA",1996,"0"
"LVA",1996,"0"
"LTU",1996,"0"
"LUX",1996,"0"
"MLT",1996,"0"
"NLD",1996,"26"
"NOR",1996,"13"
"POL",1996,"0"
"PRT",1996,"225"
"ROU",1996,"47"
"SRB",1996,"21"
"SVK",1996,"0"
"SVN",1996,"0"
"ESP",1996,"987"
"SWE",1996,"0"
"CHE",1996,"188"
"TUR",1996,"0"
"GBR",1996,"0"
"USA",1996,"0"
"03M49WLD",1997,"335866"
"AFG",1997,"8"
"AUS",1997,"20"
"BGD",1997,"0"
"BTN",1997,"1"
"BRN",1997,"0"
"KHM",1997,"324"
"CHN",1997,"0"
"PRK",1997,"0"
"FJI",1997,"1"
"IND",1997,"0"
"IDN",1997,"18"
"JPN",1997,"8"
"LAO",1997,"3"
"MYS",1997,"80"
"MDV",1997,"0"
"MNG",1997,"0"
"MMR",1997,"0"
"NPL",1997,"4"
"NZL",1997,"2"
"PAK",1997,"0"
"PNG",1997,"18"
"PHL",1997,"2"
"KOR",1997,"0"
"SGP",1997,"0"
"LKA",1997,"3"
"THA",1997,"6598"
"TLS",1997,"2"
"VNM",1997,"144"
"BHS",1997,"0"
"BRB",1997,"0"
"BLZ",1997,"4"
"CUB",1997,"35"
"DOM",1997,"1118"
"GUY",1997,"8"
"HTI",1997,"2905"
"JAM",1997,"388"
"SUR",1997,"29"
"TTO",1997,"78"
"AGO",1997,"724"
"BWA",1997,"3335"
"COM",1997,"1"
"ERI",1997,"298"
"SWZ",1997,"814"
"ETH",1997,"16965"
"KEN",1997,"29132"
"LSO",1997,"1963"
"MDG",1997,"2"
"MWI",1997,"18562"
"MUS",1997,"4"
"MOZ",1997,"6316"
"NAM",1997,"1362"
"RWA",1997,"2858"
"ZAF",1997,"24067"
"SSD",1997,"1016"
"UGA",1997,"29341"
"TZA",1997,"20637"
"ZMB",1997,"17216"
"ZWE",1997,"31506"
"ALB",1997,"0"
"ARM",1997,"1"
"AZE",1997,"9"
"BLR",1997,"4"
"BIH",1997,"0"
"GEO",1997,"0"
"KAZ",1997,"13"
"KGZ",1997,"0"
"MNE",1997,"0"
"MKD",1997,"0"
"MDA",1997,"10"
"RUS",1997,"0"
"TJK",1997,"0"
"TKM",1997,"0"
"UKR",1997,"444"
"UZB",1997,"21"
"ARG",1997,"448"
"BOL",1997,"57"
"BRA",1997,"0"
"CHL",1997,"0"
"COL",1997,"579"
"CRI",1997,"53"
"ECU",1997,"63"
"SLV",1997,"73"
"GTM",1997,"84"
"HND",1997,"595"
"MEX",1997,"628"
"NIC",1997,"20"
"PAN",1997,"96"
"PRY",1997,"47"
"PER",1997,"398"
"URY",1997,"25"
"VEN",1997,"412"
"DZA",1997,"18"
"BHR",1997,"0"
"DJI",1997,"52"
"EGY",1997,"2"
"IRN",1997,"51"
"JOR",1997,"2"
"KWT",1997,"0"
"LBN",1997,"6"
"LBY",1997,"2"
"MAR",1997,"132"
"OMN",1997,"0"
"QAT",1997,"0"
"SAU",1997,"2"
"SOM",1997,"75"
"SDN",1997,"132"
"SYR",1997,"1"
"TUN",1997,"4"
"ARE",1997,"0"
"YEM",1997,"32"
"IRQ",1997,"0"
"BEN",1997,"973"
"BFA",1997,"3576"
"BDI",1997,"3300"
"CMR",1997,"3744"
"CPV",1997,"27"
"CAF",1997,"2905"
"TCD",1997,"1416"
"COG",1997,"2225"
"CIV",1997,"12410"
"COD",1997,"15438"
"GNQ",1997,"105"
"GAB",1997,"469"
"GMB",1997,"67"
"GHA",1997,"5260"
"GIN",1997,"941"
"GNB",1997,"124"
"LBR",1997,"723"
"MLI",1997,"2004"
"MRT",1997,"61"
"NER",1997,"354"
"NGA",1997,"13791"
"SEN",1997,"299"
"SLE",1997,"524"
"TGO",1997,"1618"
"STP",1997,"18"
"AUT",1997,"0"
"BEL",1997,"0"
"BGR",1997,"0"
"CAN",1997,"0"
"HRV",1997,"0"
"CYP",1997,"0"
"CZE",1997,"0"
"DNK",1997,"20"
"EST",1997,"0"
"FIN",1997,"0"
"FRA",1997,"0"
"DEU",1997,"128"
"GRC",1997,"2"
"HUN",1997,"0"
"ISL",1997,"1"
"IRL",1997,"4"
"ISR",1997,"0"
"ITA",1997,"0"
"LVA",1997,"0"
"LTU",1997,"0"
"LUX",1997,"0"
"MLT",1997,"0"
"NLD",1997,"4"
"NOR",1997,"5"
"POL",1997,"0"
"PRT",1997,"257"
"ROU",1997,"58"
"SRB",1997,"22"
"SVK",1997,"0"
"SVN",1997,"0"
"ESP",1997,"562"
"SWE",1997,"0"
"CHE",1997,"141"
"TUR",1997,"0"
"GBR",1997,"0"
"USA",1997,"0"
"03M49WLD",1998,"385452"
"AFG",1998,"9"
"AUS",1998,"11"
"BGD",1998,"0"
"BTN",1998,"1"
"BRN",1998,"0"
"KHM",1998,"499"
"CHN",1998,"0"
"PRK",1998,"0"
"FJI",1998,"1"
"IND",1998,"0"
"IDN",1998,"31"
"JPN",1998,"6"
"LAO",1998,"5"
"MYS",1998,"107"
"MDV",1998,"0"
"MNG",1998,"0"
"MMR",1998,"0"
"NPL",1998,"8"
"NZL",1998,"2"
"PAK",1998,"1"
"PNG",1998,"30"
"PHL",1998,"3"
"KOR",1998,"0"
"SGP",1998,"0"
"LKA",1998,"5"
"THA",1998,"8524"
"TLS",1998,"2"
"VNM",1998,"231"
"BHS",1998,"0"
"BRB",1998,"0"
"BLZ",1998,"6"
"CUB",1998,"39"
"DOM",1998,"1353"
"GUY",1998,"11"
"HTI",1998,"3224"
"JAM",1998,"441"
"SUR",1998,"34"
"TTO",1998,"94"
"AGO",1998,"907"
"BWA",1998,"4137"
"COM",1998,"1"
"ERI",1998,"337"
"SWZ",1998,"1121"
"ETH",1998,"19195"
"KEN",1998,"33985"
"LSO",1998,"2581"
"MDG",1998,"4"
"MWI",1998,"20707"
"MUS",1998,"7"
"MOZ",1998,"8065"
"NAM",1998,"1755"
"RWA",1998,"3398"
"ZAF",1998,"32915"
