"","TimePeriod","Value","Percentile","GeoAreaCode","Nature","Indicator","Time_Detail"
"1918",1997,698.804836975995,0.1,98119,"E","3.1.1","Calendar year"
"1919",1997,746.691052841451,0.5,98119,"E","3.1.1","Calendar year"
"1920",1997,821.467638063549,0.9,98119,"E","3.1.1","Calendar year"
"1921",1998,690.351227719426,0.1,98119,"E","3.1.1","Calendar year"
"1922",1998,736.596429315924,0.5,98119,"E","3.1.1","Calendar year"
"1923",1998,807.972268939566,0.9,98119,"E","3.1.1","Calendar year"
"1924",1999,673.9130088115,0.1,98119,"E","3.1.1","Calendar year"
"1925",1999,717.072471821421,0.5,98119,"E","3.1.1","Calendar year"
"1926",1999,784.205127264706,0.9,98119,"E","3.1.1","Calendar year"
"1927",2000,654.392769506848,0.1,98119,"E","3.1.1","Calendar year"
"1928",2000,694.397538972853,0.5,98119,"E","3.1.1","Calendar year"
"1929",2000,757.232118599424,0.9,98119,"E","3.1.1","Calendar year"
"1930",2001,638.141249363992,0.1,98119,"E","3.1.1","Calendar year"
"1931",2001,676.624529477361,0.5,98119,"E","3.1.1","Calendar year"
"1932",2001,735.93036590974,0.9,98119,"E","3.1.1","Calendar year"
"1933",2002,623.664224014445,0.1,98119,"E","3.1.1","Calendar year"
"1934",2002,659.592478715737,0.5,98119,"E","3.1.1","Calendar year"
"1935",2002,715.994347958967,0.9,98119,"E","3.1.1","Calendar year"
"1936",2003,605.133435175597,0.1,98119,"E","3.1.1","Calendar year"
"1937",2003,638.159988918881,0.5,98119,"E","3.1.1","Calendar year"
"1938",2003,691.528736947864,0.9,98119,"E","3.1.1","Calendar year"
"1939",2004,582.851192549129,0.1,98119,"E","3.1.1","Calendar year"
"1940",2004,613.908109492727,0.5,98119,"E","3.1.1","Calendar year"
"1941",2004,664.020526439478,0.9,98119,"E","3.1.1","Calendar year"
"1942",2005,556.757616332725,0.1,98119,"E","3.1.1","Calendar year"
"1943",2005,586.303418451302,0.5,98119,"E","3.1.1","Calendar year"
"1944",2005,633.965754661849,0.9,98119,"E","3.1.1","Calendar year"
"1945",2006,534.775391795798,0.1,98119,"E","3.1.1","Calendar year"
"1946",2006,562.637658382396,0.5,98119,"E","3.1.1","Calendar year"
"1947",2006,609.356610831626,0.9,98119,"E","3.1.1","Calendar year"
"1948",2007,515.092489419084,0.1,98119,"E","3.1.1","Calendar year"
"1949",2007,541.877162641699,0.5,98119,"E","3.1.1","Calendar year"
"1950",2007,587.466846301056,0.9,98119,"E","3.1.1","Calendar year"
"1951",2008,497.991298841191,0.1,98119,"E","3.1.1","Calendar year"
"1952",2008,524.287879699509,0.5,98119,"E","3.1.1","Calendar year"
"1953",2008,570.335654084605,0.9,98119,"E","3.1.1","Calendar year"
"1954",2009,482.14395371429,0.1,98119,"E","3.1.1","Calendar year"
"1955",2009,509.212014044,0.5,98119,"E","3.1.1","Calendar year"
"1956",2009,557.104926376215,0.9,98119,"E","3.1.1","Calendar year"
"1957",2010,464.776888259975,0.1,98119,"E","3.1.1","Calendar year"
"1958",2010,491.871150660222,0.5,98119,"E","3.1.1","Calendar year"
"1959",2010,540.151911997284,0.9,98119,"E","3.1.1","Calendar year"
"1960",2011,449.25238257634,0.1,98119,"E","3.1.1","Calendar year"
"1961",2011,476.760121569116,0.5,98119,"E","3.1.1","Calendar year"
"1962",2011,526.93662642704,0.9,98119,"E","3.1.1","Calendar year"
"1963",2012,434.819265972297,0.1,98119,"E","3.1.1","Calendar year"
"1964",2012,462.873911653571,0.5,98119,"E","3.1.1","Calendar year"
"1965",2012,516.031025924512,0.9,98119,"E","3.1.1","Calendar year"
"1966",2013,422.630930236695,0.1,98119,"E","3.1.1","Calendar year"
"1967",2013,450.70817334557,0.5,98119,"E","3.1.1","Calendar year"
"1968",2013,507.188645165894,0.9,98119,"E","3.1.1","Calendar year"
"1969",2014,410.408437607908,0.1,98119,"E","3.1.1","Calendar year"
"1970",2014,438.792918973844,0.5,98119,"E","3.1.1","Calendar year"
"1971",2014,499.265471959191,0.9,98119,"E","3.1.1","Calendar year"
"1972",2015,396.706601342896,0.1,98119,"E","3.1.1","Calendar year"
"1973",2015,425.240876329817,0.5,98119,"E","3.1.1","Calendar year"
"1974",2015,488.166843021289,0.9,98119,"E","3.1.1","Calendar year"
"1975",2016,382.34256041409,0.1,98119,"E","3.1.1","Calendar year"
"1976",2016,410.47946126856,0.5,98119,"E","3.1.1","Calendar year"
"1977",2016,476.923134918382,0.9,98119,"E","3.1.1","Calendar year"
"1978",2017,371.345787523944,0.1,98119,"E","3.1.1","Calendar year"
"1979",2017,398.963586633442,0.5,98119,"E","3.1.1","Calendar year"
"1980",2017,469.847170913051,0.9,98119,"E","3.1.1","Calendar year"
"1981",1985,981.098429391123,0.1,98120,"E","3.1.1","Calendar year"
"1982",1985,1085.12007636746,0.5,98120,"E","3.1.1","Calendar year"
"1983",1985,1274.66956210784,0.9,98120,"E","3.1.1","Calendar year"
"1984",1986,962.039444116538,0.1,98120,"E","3.1.1","Calendar year"
"1985",1986,1062.43060196347,0.5,98120,"E","3.1.1","Calendar year"
"1986",1986,1238.9396878812,0.9,98120,"E","3.1.1","Calendar year"
"1987",1987,948.255307215561,0.1,98120,"E","3.1.1","Calendar year"
"1988",1987,1043.74054782703,0.5,98120,"E","3.1.1","Calendar year"
"1989",1987,1208.14896136547,0.9,98120,"E","3.1.1","Calendar year"
"1990",1988,934.371914733842,0.1,98120,"E","3.1.1","Calendar year"
"1991",1988,1024.45096455546,0.5,98120,"E","3.1.1","Calendar year"
"1992",1988,1176.36279192934,0.9,98120,"E","3.1.1","Calendar year"
"1993",1989,930.516733165019,0.1,98120,"E","3.1.1","Calendar year"
"1994",1989,1019.25010777329,0.5,98120,"E","3.1.1","Calendar year"
"1995",1989,1165.55037929085,0.9,98120,"E","3.1.1","Calendar year"
"1996",1990,934.392484622333,0.1,98120,"E","3.1.1","Calendar year"
"1997",1990,1020.51697560331,0.5,98120,"E","3.1.1","Calendar year"
"1998",1990,1161.19348534777,0.9,98120,"E","3.1.1","Calendar year"
"1999",1991,910.964535703417,0.1,98120,"E","3.1.1","Calendar year"
"2000",1991,991.407878371221,0.5,98120,"E","3.1.1","Calendar year"
"2001",1991,1122.15033825184,0.9,98120,"E","3.1.1","Calendar year"
"2002",1992,900.627337248434,0.1,98120,"E","3.1.1","Calendar year"
"2003",1992,976.959368659693,0.5,98120,"E","3.1.1","Calendar year"
"2004",1992,1098.72562920815,0.9,98120,"E","3.1.1","Calendar year"
"2005",1993,893.56685730156,0.1,98120,"E","3.1.1","Calendar year"
"2006",1993,966.040626176949,0.5,98120,"E","3.1.1","Calendar year"
"2007",1993,1082.04468916109,0.9,98120,"E","3.1.1","Calendar year"
"2008",1994,881.742253105477,0.1,98120,"E","3.1.1","Calendar year"
"2009",1994,950.519863825291,0.5,98120,"E","3.1.1","Calendar year"
"2010",1994,1060.99390056635,0.9,98120,"E","3.1.1","Calendar year"
"2011",1995,868.28576876694,0.1,98120,"E","3.1.1","Calendar year"
"2012",1995,933.961335311473,0.5,98120,"E","3.1.1","Calendar year"
"2013",1995,1037.20078206348,0.9,98120,"E","3.1.1","Calendar year"
"2014",1996,859.288507893083,0.1,98120,"E","3.1.1","Calendar year"
"2015",1996,922.677043121223,0.5,98120,"E","3.1.1","Calendar year"
"2016",1996,1022.34873751521,0.9,98120,"E","3.1.1","Calendar year"
"2017",1997,839.92400700169,0.1,98120,"E","3.1.1","Calendar year"
"2018",1997,899.437929469457,0.5,98120,"E","3.1.1","Calendar year"
"2019",1997,992.528158002491,0.9,98120,"E","3.1.1","Calendar year"
"2020",1998,825.21396898995,0.1,98120,"E","3.1.1","Calendar year"
"2021",1998,881.548920233702,0.5,98120,"E","3.1.1","Calendar year"
"2022",1998,968.35555451666,0.9,98120,"E","3.1.1","Calendar year"
"2023",1999,814.28139375397,0.1,98120,"E","3.1.1","Calendar year"
"2024",1999,866.968437260434,0.5,98120,"E","3.1.1","Calendar year"
"2025",1999,952.650389252894,0.9,98120,"E","3.1.1","Calendar year"
"2026",2000,792.101564264589,0.1,98120,"E","3.1.1","Calendar year"
"2027",2000,841.405611028947,0.5,98120,"E","3.1.1","Calendar year"
"2028",2000,920.950514859226,0.9,98120,"E","3.1.1","Calendar year"
"2029",2001,765.957537554668,0.1,98120,"E","3.1.1","Calendar year"
"2030",2001,811.843124468033,0.5,98120,"E","3.1.1","Calendar year"
"2031",2001,885.569123603619,0.9,98120,"E","3.1.1","Calendar year"
"2032",2002,749.822014860229,0.1,98120,"E","3.1.1","Calendar year"
"2033",2002,792.927364327243,0.5,98120,"E","3.1.1","Calendar year"
"2034",2002,863.073952877613,0.9,98120,"E","3.1.1","Calendar year"
"2035",2003,727.165696971858,0.1,98120,"E","3.1.1","Calendar year"
"2036",2003,767.774385614492,0.5,98120,"E","3.1.1","Calendar year"
"2037",2003,834.681262909539,0.9,98120,"E","3.1.1","Calendar year"
"2038",2004,697.929946550309,0.1,98120,"E","3.1.1","Calendar year"
"2039",2004,735.589830200657,0.5,98120,"E","3.1.1","Calendar year"
"2040",2004,799.563870033479,0.9,98120,"E","3.1.1","Calendar year"
"2041",2005,663.570730508611,0.1,98120,"E","3.1.1","Calendar year"
"2042",2005,698.455983771291,0.5,98120,"E","3.1.1","Calendar year"
"2043",2005,758.770271562404,0.9,98120,"E","3.1.1","Calendar year"
"2044",2006,630.638361600991,0.1,98120,"E","3.1.1","Calendar year"
"2045",2006,663.486435809747,0.5,98120,"E","3.1.1","Calendar year"
"2046",2006,721.746133692584,0.9,98120,"E","3.1.1","Calendar year"
"2047",2007,602.638600210969,0.1,98120,"E","3.1.1","Calendar year"
"2048",2007,633.905707997458,0.5,98120,"E","3.1.1","Calendar year"
"2049",2007,690.985100201862,0.9,98120,"E","3.1.1","Calendar year"
"2050",2008,579.330791058218,0.1,98120,"E","3.1.1","Calendar year"
"2051",2008,609.632511124907,0.5,98120,"E","3.1.1","Calendar year"
"2052",2008,667.456672167319,0.9,98120,"E","3.1.1","Calendar year"
"2053",2009,558.636174807938,0.1,98120,"E","3.1.1","Calendar year"
"2054",2009,588.749261319951,0.5,98120,"E","3.1.1","Calendar year"
"2055",2009,646.022722218731,0.9,98120,"E","3.1.1","Calendar year"
"2056",2010,536.454979703521,0.1,98120,"E","3.1.1","Calendar year"
"2057",2010,566.806224620281,0.5,98120,"E","3.1.1","Calendar year"
"2058",2010,624.975081970184,0.9,98120,"E","3.1.1","Calendar year"
"2059",2011,517.389853367672,0.1,98120,"E","3.1.1","Calendar year"
"2060",2011,546.855639488362,0.5,98120,"E","3.1.1","Calendar year"
"2061",2011,606.887211796584,0.9,98120,"E","3.1.1","Calendar year"
"2062",2012,500.544915537911,0.1,98120,"E","3.1.1","Calendar year"
"2063",2012,530.359452688147,0.5,98120,"E","3.1.1","Calendar year"
"2064",2012,592.389579646317,0.9,98120,"E","3.1.1","Calendar year"
"2065",2013,484.45276738163,0.1,98120,"E","3.1.1","Calendar year"
"2066",2013,513.668115755218,0.5,98120,"E","3.1.1","Calendar year"
"2067",2013,579.140289747222,0.9,98120,"E","3.1.1","Calendar year"
"2068",2014,469.429795662048,0.1,98120,"E","3.1.1","Calendar year"
"2069",2014,498.342492941836,0.5,98120,"E","3.1.1","Calendar year"
"2070",2014,567.545539338916,0.9,98120,"E","3.1.1","Calendar year"
"2071",2015,451.885010622943,0.1,98120,"E","3.1.1","Calendar year"
"2072",2015,481.365522185776,0.5,98120,"E","3.1.1","Calendar year"
"2073",2015,552.618802474719,0.9,98120,"E","3.1.1","Calendar year"
"2074",2016,435.404532577918,0.1,98120,"E","3.1.1","Calendar year"
"2075",2016,464.443983610431,0.5,98120,"E","3.1.1","Calendar year"
"2076",2016,539.551531462957,0.9,98120,"E","3.1.1","Calendar year"
"2077",2017,421.185653258168,0.1,98120,"E","3.1.1","Calendar year"
"2078",2017,449.493981507661,0.5,98120,"E","3.1.1","Calendar year"
"2079",2017,528.807360813393,0.9,98120,"E","3.1.1","Calendar year"
"2080",1985,751.370614965622,0.1,98121,"E","3.1.1","Calendar year"
"2081",1985,820.994444075403,0.5,98121,"E","3.1.1","Calendar year"
"2082",1985,949.896552368992,0.9,98121,"E","3.1.1","Calendar year"
"2083",1986,737.449038577469,0.1,98121,"E","3.1.1","Calendar year"
"2084",1986,803.950680590005,0.5,98121,"E","3.1.1","Calendar year"
"2085",1986,923.314949104052,0.9,98121,"E","3.1.1","Calendar year"
"2086",1987,726.900901100832,0.1,98121,"E","3.1.1","Calendar year"
"2087",1987,791.775749807547,0.5,98121,"E","3.1.1","Calendar year"
"2088",1987,902.334096125467,0.9,98121,"E","3.1.1","Calendar year"
"2089",1988,715.384425191307,0.1,98121,"E","3.1.1","Calendar year"
"2090",1988,778.689793410389,0.5,98121,"E","3.1.1","Calendar year"
"2091",1988,881.304110741972,0.9,98121,"E","3.1.1","Calendar year"
"2092",1989,714.78063221017,0.1,98121,"E","3.1.1","Calendar year"
"2093",1989,777.867506346766,0.5,98121,"E","3.1.1","Calendar year"
"2094",1989,876.863266244598,0.9,98121,"E","3.1.1","Calendar year"
"2095",1990,719.395177432434,0.1,98121,"E","3.1.1","Calendar year"
"2096",1990,782.428183160881,0.5,98121,"E","3.1.1","Calendar year"
"2097",1990,878.511505079374,0.9,98121,"E","3.1.1","Calendar year"
"2098",1991,705.92182821562,0.1,98121,"E","3.1.1","Calendar year"
"2099",1991,763.310939019797,0.5,98121,"E","3.1.1","Calendar year"
"2100",1991,853.094910260593,0.9,98121,"E","3.1.1","Calendar year"
"2101",1992,700.061199537189,0.1,98121,"E","3.1.1","Calendar year"
"2102",1992,755.802749640672,0.5,98121,"E","3.1.1","Calendar year"
"2103",1992,840.27488962024,0.9,98121,"E","3.1.1","Calendar year"
"2104",1993,697.966229197117,0.1,98121,"E","3.1.1","Calendar year"
"2105",1993,750.701085410464,0.5,98121,"E","3.1.1","Calendar year"
"2106",1993,831.036638110278,0.9,98121,"E","3.1.1","Calendar year"
"2107",1994,693.59174874908,0.1,98121,"E","3.1.1","Calendar year"
"2108",1994,743.640776100665,0.5,98121,"E","3.1.1","Calendar year"
"2109",1994,821.580349720768,0.9,98121,"E","3.1.1","Calendar year"
"2110",1995,686.784892096109,0.1,98121,"E","3.1.1","Calendar year"
"2111",1995,733.869029028473,0.5,98121,"E","3.1.1","Calendar year"
"2112",1995,805.931214757789,0.9,98121,"E","3.1.1","Calendar year"
"2113",1996,677.645314084956,0.1,98121,"E","3.1.1","Calendar year"
"2114",1996,722.126381117538,0.5,98121,"E","3.1.1","Calendar year"
"2115",1996,791.095887381955,0.9,98121,"E","3.1.1","Calendar year"
"2116",1997,670.911068280095,0.1,98121,"E","3.1.1","Calendar year"
"2117",1997,713.256955772129,0.5,98121,"E","3.1.1","Calendar year"
"2118",1997,778.876266155695,0.9,98121,"E","3.1.1","Calendar year"
"2119",1998,662.821437286734,0.1,98121,"E","3.1.1","Calendar year"
"2120",1998,703.965519338484,0.5,98121,"E","3.1.1","Calendar year"
"2121",1998,767.162493937517,0.9,98121,"E","3.1.1","Calendar year"
"2122",1999,657.795415111584,0.1,98121,"E","3.1.1","Calendar year"
"2123",1999,696.993554454302,0.5,98121,"E","3.1.1","Calendar year"
"2124",1999,758.607943858015,0.9,98121,"E","3.1.1","Calendar year"
"2125",2000,644.336983885263,0.1,98121,"E","3.1.1","Calendar year"
"2126",2000,681.398597009005,0.5,98121,"E","3.1.1","Calendar year"
"2127",2000,739.906308814484,0.9,98121,"E","3.1.1","Calendar year"
"2128",2001,626.744254461208,0.1,98121,"E","3.1.1","Calendar year"
"2129",2001,661.628679673587,0.5,98121,"E","3.1.1","Calendar year"
"2130",2001,715.660484482554,0.9,98121,"E","3.1.1","Calendar year"
"2131",2002,615.676283151742,0.1,98121,"E","3.1.1","Calendar year"
"2132",2002,648.045310550305,0.5,98121,"E","3.1.1","Calendar year"
"2133",2002,700.275451166568,0.9,98121,"E","3.1.1","Calendar year"
"2134",2003,600.427032075829,0.1,98121,"E","3.1.1","Calendar year"
"2135",2003,631.608215672319,0.5,98121,"E","3.1.1","Calendar year"
"2136",2003,682.343021152113,0.9,98121,"E","3.1.1","Calendar year"
"2137",2004,579.002307065644,0.1,98121,"E","3.1.1","Calendar year"
"2138",2004,608.164933295328,0.5,98121,"E","3.1.1","Calendar year"
"2139",2004,656.378213306335,0.9,98121,"E","3.1.1","Calendar year"
"2140",2005,551.735276596578,0.1,98121,"E","3.1.1","Calendar year"
"2141",2005,578.441796953162,0.5,98121,"E","3.1.1","Calendar year"
"2142",2005,623.869560177924,0.9,98121,"E","3.1.1","Calendar year"
"2143",2006,523.887509938365,0.1,98121,"E","3.1.1","Calendar year"
"2144",2006,548.926612883793,0.5,98121,"E","3.1.1","Calendar year"
"2145",2006,593.300826936415,0.9,98121,"E","3.1.1","Calendar year"
"2146",2007,497.988655133789,0.1,98121,"E","3.1.1","Calendar year"
"2147",2007,522.021427542633,0.5,98121,"E","3.1.1","Calendar year"
"2148",2007,566.029898799893,0.9,98121,"E","3.1.1","Calendar year"
"2149",2008,475.345505527005,0.1,98121,"E","3.1.1","Calendar year"
"2150",2008,498.562748340317,0.5,98121,"E","3.1.1","Calendar year"
"2151",2008,542.86208702431,0.9,98121,"E","3.1.1","Calendar year"
"2152",2009,453.460906663575,0.1,98121,"E","3.1.1","Calendar year"
"2153",2009,476.587740453817,0.5,98121,"E","3.1.1","Calendar year"
"2154",2009,520.872521345568,0.9,98121,"E","3.1.1","Calendar year"
"2155",2010,432.170508790837,0.1,98121,"E","3.1.1","Calendar year"
"2156",2010,454.750999439085,0.5,98121,"E","3.1.1","Calendar year"
"2157",2010,499.721175290462,0.9,98121,"E","3.1.1","Calendar year"
"2158",2011,412.955692415149,0.1,98121,"E","3.1.1","Calendar year"
"2159",2011,434.353810780954,0.5,98121,"E","3.1.1","Calendar year"
"2160",2011,480.31514483142,0.9,98121,"E","3.1.1","Calendar year"
"2161",2012,396.770207253035,0.1,98121,"E","3.1.1","Calendar year"
"2162",2012,417.764704939607,0.5,98121,"E","3.1.1","Calendar year"
"2163",2012,464.610590025583,0.9,98121,"E","3.1.1","Calendar year"
"2164",2013,382.326572181784,0.1,98121,"E","3.1.1","Calendar year"
"2165",2013,403.271848154539,0.5,98121,"E","3.1.1","Calendar year"
"2166",2013,451.659401213702,0.9,98121,"E","3.1.1","Calendar year"
"2167",2014,371.001709348134,0.1,98121,"E","3.1.1","Calendar year"
"2168",2014,391.760210303848,0.5,98121,"E","3.1.1","Calendar year"
"2169",2014,442.220156089957,0.9,98121,"E","3.1.1","Calendar year"
"2170",2015,358.000548402448,0.1,98121,"E","3.1.1","Calendar year"
"2171",2015,378.739828382747,0.5,98121,"E","3.1.1","Calendar year"
"2172",2015,430.046293802618,0.9,98121,"E","3.1.1","Calendar year"
"2173",2016,345.536178379276,0.1,98121,"E","3.1.1","Calendar year"
"2174",2016,365.957401725735,0.5,98121,"E","3.1.1","Calendar year"
"2175",2016,419.855571613778,0.9,98121,"E","3.1.1","Calendar year"
"2176",2017,335.131405926295,0.1,98121,"E","3.1.1","Calendar year"
"2177",2017,354.995472664967,0.5,98121,"E","3.1.1","Calendar year"
"2178",2017,411.908777224434,0.9,98121,"E","3.1.1","Calendar year"
"2179",1985,936.249801943441,0.1,98122,"E","3.1.1","Calendar year"
"2180",1985,1113.95392068237,0.5,98122,"E","3.1.1","Calendar year"
"2181",1985,1405.2342605452,0.9,98122,"E","3.1.1","Calendar year"
"2182",1986,920.478991096068,0.1,98122,"E","3.1.1","Calendar year"
"2183",1986,1090.93329897116,0.5,98122,"E","3.1.1","Calendar year"
"2184",1986,1365.98005156851,0.9,98122,"E","3.1.1","Calendar year"
"2185",1987,909.93892117274,0.1,98122,"E","3.1.1","Calendar year"
"2186",1987,1074.11532429897,0.5,98122,"E","3.1.1","Calendar year"
"2187",1987,1331.80140532075,0.9,98122,"E","3.1.1","Calendar year"
"2188",1988,897.757276237894,0.1,98122,"E","3.1.1","Calendar year"
"2189",1988,1050.97794834261,0.5,98122,"E","3.1.1","Calendar year"
"2190",1988,1292.88809460608,0.9,98122,"E","3.1.1","Calendar year"
"2191",1989,893.557562696319,0.1,98122,"E","3.1.1","Calendar year"
"2192",1989,1041.24743450229,0.5,98122,"E","3.1.1","Calendar year"
"2193",1989,1272.90455055186,0.9,98122,"E","3.1.1","Calendar year"
"2194",1990,877.222328353796,0.1,98122,"E","3.1.1","Calendar year"
"2195",1990,1018.71580785357,0.5,98122,"E","3.1.1","Calendar year"
"2196",1990,1237.99105831656,0.9,98122,"E","3.1.1","Calendar year"
"2197",1991,856.285202608161,0.1,98122,"E","3.1.1","Calendar year"
"2198",1991,992.804807507628,0.5,98122,"E","3.1.1","Calendar year"
"2199",1991,1201.06014343239,0.9,98122,"E","3.1.1","Calendar year"
"2200",1992,855.963682615598,0.1,98122,"E","3.1.1","Calendar year"
"2201",1992,988.492631965295,0.5,98122,"E","3.1.1","Calendar year"
"2202",1992,1187.34851920816,0.9,98122,"E","3.1.1","Calendar year"
"2203",1993,847.248039440072,0.1,98122,"E","3.1.1","Calendar year"
"2204",1993,978.535606987048,0.5,98122,"E","3.1.1","Calendar year"
"2205",1993,1178.99629140351,0.9,98122,"E","3.1.1","Calendar year"
"2206",1994,839.42260179298,0.1,98122,"E","3.1.1","Calendar year"
"2207",1994,964.67294493518,0.5,98122,"E","3.1.1","Calendar year"
"2208",1994,1150.2798156349,0.9,98122,"E","3.1.1","Calendar year"
"2209",1995,826.940227860181,0.1,98122,"E","3.1.1","Calendar year"
"2210",1995,946.858765670569,0.5,98122,"E","3.1.1","Calendar year"
"2211",1995,1124.11081220181,0.9,98122,"E","3.1.1","Calendar year"
"2212",1996,838.354542445446,0.1,98122,"E","3.1.1","Calendar year"
"2213",1996,958.932593702618,0.5,98122,"E","3.1.1","Calendar year"
"2214",1996,1134.94642983178,0.9,98122,"E","3.1.1","Calendar year"
"2215",1997,813.151166589848,0.1,98122,"E","3.1.1","Calendar year"
"2216",1997,927.264524064006,0.5,98122,"E","3.1.1","Calendar year"
"2217",1997,1088.93041563808,0.9,98122,"E","3.1.1","Calendar year"
"2218",1998,800.974069502632,0.1,98122,"E","3.1.1","Calendar year"
"2219",1998,907.97478920005,0.5,98122,"E","3.1.1","Calendar year"
"2220",1998,1059.75598597005,0.9,98122,"E","3.1.1","Calendar year"
"2221",1999,783.024275885632,0.1,98122,"E","3.1.1","Calendar year"
"2222",1999,883.405542865231,0.5,98122,"E","3.1.1","Calendar year"
"2223",1999,1028.29431441622,0.9,98122,"E","3.1.1","Calendar year"
"2224",2000,765.02818112976,0.1,98122,"E","3.1.1","Calendar year"
"2225",2000,857.524297265717,0.5,98122,"E","3.1.1","Calendar year"
"2226",2000,992.632785077099,0.9,98122,"E","3.1.1","Calendar year"
"2227",2001,747.05651180027,0.1,98122,"E","3.1.1","Calendar year"
"2228",2001,833.257179711049,0.5,98122,"E","3.1.1","Calendar year"
"2229",2001,960.264811678219,0.9,98122,"E","3.1.1","Calendar year"
"2230",2002,727.873091692836,0.1,98122,"E","3.1.1","Calendar year"
"2231",2002,810.76723971849,0.5,98122,"E","3.1.1","Calendar year"
"2232",2002,929.421246617335,0.9,98122,"E","3.1.1","Calendar year"
"2233",2003,701.859186802517,0.1,98122,"E","3.1.1","Calendar year"
"2234",2003,778.264852407721,0.5,98122,"E","3.1.1","Calendar year"
"2235",2003,889.58186226759,0.9,98122,"E","3.1.1","Calendar year"
"2236",2004,675.174536571195,0.1,98122,"E","3.1.1","Calendar year"
"2237",2004,745.539471214368,0.5,98122,"E","3.1.1","Calendar year"
"2238",2004,848.694578771283,0.9,98122,"E","3.1.1","Calendar year"
"2239",2005,641.976221825208,0.1,98122,"E","3.1.1","Calendar year"
"2240",2005,707.3713635616,0.5,98122,"E","3.1.1","Calendar year"
"2241",2005,802.375197381827,0.9,98122,"E","3.1.1","Calendar year"
"2242",2006,618.362083192397,0.1,98122,"E","3.1.1","Calendar year"
"2243",2006,680.236924290088,0.5,98122,"E","3.1.1","Calendar year"
"2244",2006,769.59855784707,0.9,98122,"E","3.1.1","Calendar year"
"2245",2007,591.698972208505,0.1,98122,"E","3.1.1","Calendar year"
"2246",2007,651.497658171701,0.5,98122,"E","3.1.1","Calendar year"
"2247",2007,736.718302488007,0.9,98122,"E","3.1.1","Calendar year"
"2248",2008,572.524273608149,0.1,98122,"E","3.1.1","Calendar year"
"2249",2008,630.930518513981,0.5,98122,"E","3.1.1","Calendar year"
"2250",2008,715.040304316109,0.9,98122,"E","3.1.1","Calendar year"
"2251",2009,550.559640003991,0.1,98122,"E","3.1.1","Calendar year"
"2252",2009,608.234649519486,0.5,98122,"E","3.1.1","Calendar year"
"2253",2009,692.314054780782,0.9,98122,"E","3.1.1","Calendar year"
"2254",2010,527.502501846568,0.1,98122,"E","3.1.1","Calendar year"
"2255",2010,584.737115085112,0.5,98122,"E","3.1.1","Calendar year"
"2256",2010,669.989586835631,0.9,98122,"E","3.1.1","Calendar year"
"2257",2011,509.648743322042,0.1,98122,"E","3.1.1","Calendar year"
"2258",2011,566.679911473226,0.5,98122,"E","3.1.1","Calendar year"
"2259",2011,656.035581570988,0.9,98122,"E","3.1.1","Calendar year"
"2260",2012,492.888965532913,0.1,98122,"E","3.1.1","Calendar year"
"2261",2012,550.75718824783,0.5,98122,"E","3.1.1","Calendar year"
"2262",2012,644.519721495549,0.9,98122,"E","3.1.1","Calendar year"
"2263",2013,479.949391455729,0.1,98122,"E","3.1.1","Calendar year"
"2264",2013,539.743518794664,0.5,98122,"E","3.1.1","Calendar year"
"2265",2013,638.138095885089,0.9,98122,"E","3.1.1","Calendar year"
"2266",2014,467.309081305231,0.1,98122,"E","3.1.1","Calendar year"
"2267",2014,529.710891884375,0.5,98122,"E","3.1.1","Calendar year"
"2268",2014,634.421565792705,0.9,98122,"E","3.1.1","Calendar year"
"2269",2015,453.401210025232,0.1,98122,"E","3.1.1","Calendar year"
"2270",2015,516.863355071022,0.5,98122,"E","3.1.1","Calendar year"
"2271",2015,627.481580993892,0.9,98122,"E","3.1.1","Calendar year"
"2272",2016,442.551203966462,0.1,98122,"E","3.1.1","Calendar year"
"2273",2016,506.919821517652,0.5,98122,"E","3.1.1","Calendar year"
"2274",2016,623.395224818372,0.9,98122,"E","3.1.1","Calendar year"
"2275",2017,434.552615473344,0.1,98122,"E","3.1.1","Calendar year"
"2276",2017,498.593502780532,0.5,98122,"E","3.1.1","Calendar year"
"2277",2017,624.505953284948,0.9,98122,"E","3.1.1","Calendar year"
"2278",1985,870.641915547001,0.1,98123,"E","3.1.1","Calendar year"
"2279",1985,1053.53536463078,0.5,98123,"E","3.1.1","Calendar year"
"2280",1985,1330.28006072438,0.9,98123,"E","3.1.1","Calendar year"
"2281",1986,862.660879021607,0.1,98123,"E","3.1.1","Calendar year"
"2282",1986,1038.47249262167,0.5,98123,"E","3.1.1","Calendar year"
"2283",1986,1301.2243544633,0.9,98123,"E","3.1.1","Calendar year"
"2284",1987,855.998676496061,0.1,98123,"E","3.1.1","Calendar year"
"2285",1987,1025.73290179266,0.5,98123,"E","3.1.1","Calendar year"
"2286",1987,1276.34762658513,0.9,98123,"E","3.1.1","Calendar year"
"2287",1988,847.643197741115,0.1,98123,"E","3.1.1","Calendar year"
"2288",1988,1009.5778236615,0.5,98123,"E","3.1.1","Calendar year"
"2289",1988,1247.63184378863,0.9,98123,"E","3.1.1","Calendar year"
"2290",1989,841.788711180957,0.1,98123,"E","3.1.1","Calendar year"
"2291",1989,996.182580944824,0.5,98123,"E","3.1.1","Calendar year"
"2292",1989,1222.135123046,0.9,98123,"E","3.1.1","Calendar year"
