"","TimePeriod","Value","Percentile","GeoAreaCode","Nature","Indicator","Time_Detail"
"3168",2017,6.21776533186393,0.9,98204,"E","3.1.1","Calendar year"
"3169",1985,21.827225905936,0.1,98205,"E","3.1.1","Calendar year"
"3170",1985,25.2424128126946,0.5,98205,"E","3.1.1","Calendar year"
"3171",1985,31.1828578203133,0.9,98205,"E","3.1.1","Calendar year"
"3172",1986,21.078945709294,0.1,98205,"E","3.1.1","Calendar year"
"3173",1986,24.190318320168,0.5,98205,"E","3.1.1","Calendar year"
"3174",1986,29.3400068553194,0.9,98205,"E","3.1.1","Calendar year"
"3175",1987,20.9573230811374,0.1,98205,"E","3.1.1","Calendar year"
"3176",1987,23.9079365516416,0.5,98205,"E","3.1.1","Calendar year"
"3177",1987,28.6058682252953,0.9,98205,"E","3.1.1","Calendar year"
"3178",1988,19.9004139926193,0.1,98205,"E","3.1.1","Calendar year"
"3179",1988,22.5522454771673,0.5,98205,"E","3.1.1","Calendar year"
"3180",1988,26.7386701529971,0.9,98205,"E","3.1.1","Calendar year"
"3181",1989,19.9708834153635,0.1,98205,"E","3.1.1","Calendar year"
"3182",1989,22.594215656049,0.5,98205,"E","3.1.1","Calendar year"
"3183",1989,26.5417718483089,0.9,98205,"E","3.1.1","Calendar year"
"3184",1990,18.4962099733974,0.1,98205,"E","3.1.1","Calendar year"
"3185",1990,20.8873204866709,0.5,98205,"E","3.1.1","Calendar year"
"3186",1990,24.323915034038,0.9,98205,"E","3.1.1","Calendar year"
"3187",1991,20.3367819493391,0.1,98205,"E","3.1.1","Calendar year"
"3188",1991,22.9711773679732,0.5,98205,"E","3.1.1","Calendar year"
"3189",1991,26.6121530296529,0.9,98205,"E","3.1.1","Calendar year"
"3190",1992,20.3684735893663,0.1,98205,"E","3.1.1","Calendar year"
"3191",1992,23.188384903494,0.5,98205,"E","3.1.1","Calendar year"
"3192",1992,27.1925541504398,0.9,98205,"E","3.1.1","Calendar year"
"3193",1993,20.1382243995489,0.1,98205,"E","3.1.1","Calendar year"
"3194",1993,22.9098936868754,0.5,98205,"E","3.1.1","Calendar year"
"3195",1993,26.794656994161,0.9,98205,"E","3.1.1","Calendar year"
"3196",1994,18.5064992483153,0.1,98205,"E","3.1.1","Calendar year"
"3197",1994,20.9596357302028,0.5,98205,"E","3.1.1","Calendar year"
"3198",1994,24.4870608564347,0.9,98205,"E","3.1.1","Calendar year"
"3199",1995,17.8431338095794,0.1,98205,"E","3.1.1","Calendar year"
"3200",1995,20.2131197764126,0.5,98205,"E","3.1.1","Calendar year"
"3201",1995,23.5443769165068,0.9,98205,"E","3.1.1","Calendar year"
"3202",1996,16.9109439847852,0.1,98205,"E","3.1.1","Calendar year"
"3203",1996,18.986428885163,0.5,98205,"E","3.1.1","Calendar year"
"3204",1996,21.7601162961392,0.9,98205,"E","3.1.1","Calendar year"
"3205",1997,16.0143996555276,0.1,98205,"E","3.1.1","Calendar year"
"3206",1997,18.2571012719021,0.5,98205,"E","3.1.1","Calendar year"
"3207",1997,21.5471862945485,0.9,98205,"E","3.1.1","Calendar year"
"3208",1998,14.6724077550683,0.1,98205,"E","3.1.1","Calendar year"
"3209",1998,16.4747250474475,0.5,98205,"E","3.1.1","Calendar year"
"3210",1998,18.9397751866946,0.9,98205,"E","3.1.1","Calendar year"
"3211",1999,13.9809762837438,0.1,98205,"E","3.1.1","Calendar year"
"3212",1999,15.7477558179171,0.5,98205,"E","3.1.1","Calendar year"
"3213",1999,18.2012063018823,0.9,98205,"E","3.1.1","Calendar year"
"3214",2000,13.2798051469685,0.1,98205,"E","3.1.1","Calendar year"
"3215",2000,14.9853568618618,0.5,98205,"E","3.1.1","Calendar year"
"3216",2000,17.3519335779074,0.9,98205,"E","3.1.1","Calendar year"
"3217",2001,12.8213723622122,0.1,98205,"E","3.1.1","Calendar year"
"3218",2001,14.4842270519554,0.5,98205,"E","3.1.1","Calendar year"
"3219",2001,16.8311672604019,0.9,98205,"E","3.1.1","Calendar year"
"3220",2002,12.4339019676482,0.1,98205,"E","3.1.1","Calendar year"
"3221",2002,14.0729729416453,0.5,98205,"E","3.1.1","Calendar year"
"3222",2002,16.3217521575247,0.9,98205,"E","3.1.1","Calendar year"
"3223",2003,12.0338065671383,0.1,98205,"E","3.1.1","Calendar year"
"3224",2003,13.6790375211184,0.5,98205,"E","3.1.1","Calendar year"
"3225",2003,15.8941865859702,0.9,98205,"E","3.1.1","Calendar year"
"3226",2004,11.495916739054,0.1,98205,"E","3.1.1","Calendar year"
"3227",2004,13.0591317955307,0.5,98205,"E","3.1.1","Calendar year"
"3228",2004,15.1729467072137,0.9,98205,"E","3.1.1","Calendar year"
"3229",2005,11.5153083742373,0.1,98205,"E","3.1.1","Calendar year"
"3230",2005,13.1731119883706,0.5,98205,"E","3.1.1","Calendar year"
"3231",2005,15.4370811448825,0.9,98205,"E","3.1.1","Calendar year"
"3232",2006,10.8540501213185,0.1,98205,"E","3.1.1","Calendar year"
"3233",2006,12.3430383034372,0.5,98205,"E","3.1.1","Calendar year"
"3234",2006,14.450166957338,0.9,98205,"E","3.1.1","Calendar year"
"3235",2007,10.6715014255699,0.1,98205,"E","3.1.1","Calendar year"
"3236",2007,12.1454667836795,0.5,98205,"E","3.1.1","Calendar year"
"3237",2007,14.3312234199083,0.9,98205,"E","3.1.1","Calendar year"
"3238",2008,10.683007516931,0.1,98205,"E","3.1.1","Calendar year"
"3239",2008,12.1855185080518,0.5,98205,"E","3.1.1","Calendar year"
"3240",2008,14.4234975922188,0.9,98205,"E","3.1.1","Calendar year"
"3241",2009,10.6001162910675,0.1,98205,"E","3.1.1","Calendar year"
"3242",2009,12.1732850026808,0.5,98205,"E","3.1.1","Calendar year"
"3243",2009,14.5252756163794,0.9,98205,"E","3.1.1","Calendar year"
"3244",2010,10.4539376579086,0.1,98205,"E","3.1.1","Calendar year"
"3245",2010,12.1001359134644,0.5,98205,"E","3.1.1","Calendar year"
"3246",2010,14.5760826038888,0.9,98205,"E","3.1.1","Calendar year"
"3247",2011,10.4052650223674,0.1,98205,"E","3.1.1","Calendar year"
"3248",2011,12.1561484557705,0.5,98205,"E","3.1.1","Calendar year"
"3249",2011,14.8005012476112,0.9,98205,"E","3.1.1","Calendar year"
"3250",2012,9.79616730523119,0.1,98205,"E","3.1.1","Calendar year"
"3251",2012,11.3801946428427,0.5,98205,"E","3.1.1","Calendar year"
"3252",2012,13.8528460634299,0.9,98205,"E","3.1.1","Calendar year"
"3253",2013,9.47535780817113,0.1,98205,"E","3.1.1","Calendar year"
"3254",2013,11.0702166848444,0.5,98205,"E","3.1.1","Calendar year"
"3255",2013,13.5868132234093,0.9,98205,"E","3.1.1","Calendar year"
"3256",2014,9.55917808778682,0.1,98205,"E","3.1.1","Calendar year"
"3257",2014,11.2479999448013,0.5,98205,"E","3.1.1","Calendar year"
"3258",2014,13.9444247000785,0.9,98205,"E","3.1.1","Calendar year"
"3259",2015,9.39120076720398,0.1,98205,"E","3.1.1","Calendar year"
"3260",2015,11.0739120227433,0.5,98205,"E","3.1.1","Calendar year"
"3261",2015,13.8246765290675,0.9,98205,"E","3.1.1","Calendar year"
"3262",2016,8.9938603850167,0.1,98205,"E","3.1.1","Calendar year"
"3263",2016,10.7158774196406,0.5,98205,"E","3.1.1","Calendar year"
"3264",2016,13.582552444888,0.9,98205,"E","3.1.1","Calendar year"
"3265",2017,8.93712194821534,0.1,98205,"E","3.1.1","Calendar year"
"3266",2017,10.6692650628983,0.5,98205,"E","3.1.1","Calendar year"
"3267",2017,13.7124154628119,0.9,98205,"E","3.1.1","Calendar year"
"3268",1985,154.181050188078,0.1,98300,"E","3.1.1","Calendar year"
"3269",1985,166.553367930456,0.5,98300,"E","3.1.1","Calendar year"
"3270",1985,188.734449379639,0.9,98300,"E","3.1.1","Calendar year"
"3271",1986,150.825037121153,0.1,98300,"E","3.1.1","Calendar year"
"3272",1986,161.881721262684,0.5,98300,"E","3.1.1","Calendar year"
"3273",1986,181.212273542415,0.9,98300,"E","3.1.1","Calendar year"
"3274",1987,145.900659734065,0.1,98300,"E","3.1.1","Calendar year"
"3275",1987,155.870099407546,0.5,98300,"E","3.1.1","Calendar year"
"3276",1987,172.715781291518,0.9,98300,"E","3.1.1","Calendar year"
"3277",1988,141.811193799323,0.1,98300,"E","3.1.1","Calendar year"
"3278",1988,150.872974173265,0.5,98300,"E","3.1.1","Calendar year"
"3279",1988,165.954963269512,0.9,98300,"E","3.1.1","Calendar year"
"3280",1989,137.624285440561,0.1,98300,"E","3.1.1","Calendar year"
"3281",1989,145.952807295382,0.5,98300,"E","3.1.1","Calendar year"
"3282",1989,159.495706857463,0.9,98300,"E","3.1.1","Calendar year"
"3283",1990,131.5351153404,0.1,98300,"E","3.1.1","Calendar year"
"3284",1990,139.050316717104,0.5,98300,"E","3.1.1","Calendar year"
"3285",1990,150.712283487284,0.9,98300,"E","3.1.1","Calendar year"
"3286",1991,128.080140887912,0.1,98300,"E","3.1.1","Calendar year"
"3287",1991,135.15111826624,0.5,98300,"E","3.1.1","Calendar year"
"3288",1991,145.669286792505,0.9,98300,"E","3.1.1","Calendar year"
"3289",1992,124.75473033721,0.1,98300,"E","3.1.1","Calendar year"
"3290",1992,131.375980495508,0.5,98300,"E","3.1.1","Calendar year"
"3291",1992,140.962011071576,0.9,98300,"E","3.1.1","Calendar year"
"3292",1993,121.768394185453,0.1,98300,"E","3.1.1","Calendar year"
"3293",1993,127.943679762061,0.5,98300,"E","3.1.1","Calendar year"
"3294",1993,136.911331478049,0.9,98300,"E","3.1.1","Calendar year"
"3295",1994,118.372754100311,0.1,98300,"E","3.1.1","Calendar year"
"3296",1994,123.886568729399,0.5,98300,"E","3.1.1","Calendar year"
"3297",1994,131.918424966206,0.9,98300,"E","3.1.1","Calendar year"
"3298",1995,112.073842871217,0.1,98300,"E","3.1.1","Calendar year"
"3299",1995,116.872001085009,0.5,98300,"E","3.1.1","Calendar year"
"3300",1995,123.92606038291,0.9,98300,"E","3.1.1","Calendar year"
"3301",1996,107.281422245966,0.1,98300,"E","3.1.1","Calendar year"
"3302",1996,111.454837088302,0.5,98300,"E","3.1.1","Calendar year"
"3303",1996,117.391355591091,0.9,98300,"E","3.1.1","Calendar year"
"3304",1997,103.202338596145,0.1,98300,"E","3.1.1","Calendar year"
"3305",1997,106.7940467014,0.5,98300,"E","3.1.1","Calendar year"
"3306",1997,112.046181673563,0.9,98300,"E","3.1.1","Calendar year"
"3307",1998,100.651517501292,0.1,98300,"E","3.1.1","Calendar year"
"3308",1998,103.88392384372,0.5,98300,"E","3.1.1","Calendar year"
"3309",1998,108.728097538919,0.9,98300,"E","3.1.1","Calendar year"
"3310",1999,96.1110280254886,0.1,98300,"E","3.1.1","Calendar year"
"3311",1999,99.1843961801402,0.5,98300,"E","3.1.1","Calendar year"
"3312",1999,103.742246853245,0.9,98300,"E","3.1.1","Calendar year"
"3313",2000,92.5604768697088,0.1,98300,"E","3.1.1","Calendar year"
"3314",2000,95.2583588937564,0.5,98300,"E","3.1.1","Calendar year"
"3315",2000,99.2572527992573,0.9,98300,"E","3.1.1","Calendar year"
"3316",2001,90.8257615208894,0.1,98300,"E","3.1.1","Calendar year"
"3317",2001,93.5964388121801,0.5,98300,"E","3.1.1","Calendar year"
"3318",2001,97.6120913156041,0.9,98300,"E","3.1.1","Calendar year"
"3319",2002,90.7687476570152,0.1,98300,"E","3.1.1","Calendar year"
"3320",2002,93.6663399332029,0.5,98300,"E","3.1.1","Calendar year"
"3321",2002,97.6203641247395,0.9,98300,"E","3.1.1","Calendar year"
"3322",2003,89.3298465987252,0.1,98300,"E","3.1.1","Calendar year"
"3323",2003,92.1685158969992,0.5,98300,"E","3.1.1","Calendar year"
"3324",2003,96.1494989311199,0.9,98300,"E","3.1.1","Calendar year"
"3325",2004,89.3109811195174,0.1,98300,"E","3.1.1","Calendar year"
"3326",2004,92.3330067238091,0.5,98300,"E","3.1.1","Calendar year"
"3327",2004,96.7119984622992,0.9,98300,"E","3.1.1","Calendar year"
"3328",2005,87.1342994132584,0.1,98300,"E","3.1.1","Calendar year"
"3329",2005,89.9326683898403,0.5,98300,"E","3.1.1","Calendar year"
"3330",2005,93.9699317414247,0.9,98300,"E","3.1.1","Calendar year"
"3331",2006,85.9488622232147,0.1,98300,"E","3.1.1","Calendar year"
"3332",2006,88.8931680561547,0.5,98300,"E","3.1.1","Calendar year"
"3333",2006,93.0077169019212,0.9,98300,"E","3.1.1","Calendar year"
"3334",2007,84.713292197754,0.1,98300,"E","3.1.1","Calendar year"
"3335",2007,87.6787203732896,0.5,98300,"E","3.1.1","Calendar year"
"3336",2007,91.9634201964041,0.9,98300,"E","3.1.1","Calendar year"
"3337",2008,83.5731328714177,0.1,98300,"E","3.1.1","Calendar year"
"3338",2008,86.6559785461072,0.5,98300,"E","3.1.1","Calendar year"
"3339",2008,91.1066838895251,0.9,98300,"E","3.1.1","Calendar year"
"3340",2009,83.8272381138256,0.1,98300,"E","3.1.1","Calendar year"
"3341",2009,86.9700523164644,0.5,98300,"E","3.1.1","Calendar year"
"3342",2009,91.4815388267202,0.9,98300,"E","3.1.1","Calendar year"
"3343",2010,79.9113329518337,0.1,98300,"E","3.1.1","Calendar year"
"3344",2010,84.0491548793177,0.5,98300,"E","3.1.1","Calendar year"
"3345",2010,90.6052592211445,0.9,98300,"E","3.1.1","Calendar year"
"3346",2011,77.7213914310423,0.1,98300,"E","3.1.1","Calendar year"
"3347",2011,81.0223224049911,0.5,98300,"E","3.1.1","Calendar year"
"3348",2011,85.894186551319,0.9,98300,"E","3.1.1","Calendar year"
"3349",2012,75.9605949936434,0.1,98300,"E","3.1.1","Calendar year"
"3350",2012,79.384793745816,0.5,98300,"E","3.1.1","Calendar year"
"3351",2012,84.4999924633573,0.9,98300,"E","3.1.1","Calendar year"
"3352",2013,74.4920316435037,0.1,98300,"E","3.1.1","Calendar year"
"3353",2013,78.0394191710266,0.5,98300,"E","3.1.1","Calendar year"
"3354",2013,83.4338060386503,0.9,98300,"E","3.1.1","Calendar year"
"3355",2014,73.4788393938138,0.1,98300,"E","3.1.1","Calendar year"
"3356",2014,77.1065540714064,0.5,98300,"E","3.1.1","Calendar year"
"3357",2014,82.8058431611147,0.9,98300,"E","3.1.1","Calendar year"
"3358",2015,72.5117718330459,0.1,98300,"E","3.1.1","Calendar year"
"3359",2015,76.2293658985338,0.5,98300,"E","3.1.1","Calendar year"
"3360",2015,82.2280916955882,0.9,98300,"E","3.1.1","Calendar year"
"3361",2016,71.1827125948308,0.1,98300,"E","3.1.1","Calendar year"
"3362",2016,75.0512477143752,0.5,98300,"E","3.1.1","Calendar year"
"3363",2016,81.4918487868396,0.9,98300,"E","3.1.1","Calendar year"
"3364",2017,69.4126916653069,0.1,98300,"E","3.1.1","Calendar year"
"3365",2017,73.3782980534973,0.5,98300,"E","3.1.1","Calendar year"
"3366",2017,80.157777679529,0.9,98300,"E","3.1.1","Calendar year"
"3367",1985,79.2261861992622,0.1,98301,"E","3.1.1","Calendar year"
"3368",1985,86.0409656017642,0.5,98301,"E","3.1.1","Calendar year"
"3369",1985,95.6219918882902,0.9,98301,"E","3.1.1","Calendar year"
"3370",1986,78.9979366131784,0.1,98301,"E","3.1.1","Calendar year"
"3371",1986,85.3506237840404,0.5,98301,"E","3.1.1","Calendar year"
"3372",1986,94.0841673533392,0.9,98301,"E","3.1.1","Calendar year"
"3373",1987,79.4098304287482,0.1,98301,"E","3.1.1","Calendar year"
"3374",1987,85.2669669744552,0.5,98301,"E","3.1.1","Calendar year"
"3375",1987,93.3747084808693,0.9,98301,"E","3.1.1","Calendar year"
"3376",1988,80.758728845339,0.1,98301,"E","3.1.1","Calendar year"
"3377",1988,86.3242238699095,0.5,98301,"E","3.1.1","Calendar year"
"3378",1988,93.9215163907099,0.9,98301,"E","3.1.1","Calendar year"
"3379",1989,80.9956026923913,0.1,98301,"E","3.1.1","Calendar year"
"3380",1989,86.211494852644,0.5,98301,"E","3.1.1","Calendar year"
"3381",1989,93.2795618123369,0.9,98301,"E","3.1.1","Calendar year"
"3382",1990,82.4742511472853,0.1,98301,"E","3.1.1","Calendar year"
"3383",1990,87.6026040251069,0.5,98301,"E","3.1.1","Calendar year"
"3384",1990,94.4452052780272,0.9,98301,"E","3.1.1","Calendar year"
"3385",1991,82.3571513509444,0.1,98301,"E","3.1.1","Calendar year"
"3386",1991,87.1587466725201,0.5,98301,"E","3.1.1","Calendar year"
"3387",1991,93.5776599991552,0.9,98301,"E","3.1.1","Calendar year"
"3388",1992,84.0132638476784,0.1,98301,"E","3.1.1","Calendar year"
"3389",1992,88.7339007937142,0.5,98301,"E","3.1.1","Calendar year"
"3390",1992,95.0338837063099,0.9,98301,"E","3.1.1","Calendar year"
"3391",1993,87.3813747932371,0.1,98301,"E","3.1.1","Calendar year"
"3392",1993,92.1679472255711,0.5,98301,"E","3.1.1","Calendar year"
"3393",1993,98.6424543332549,0.9,98301,"E","3.1.1","Calendar year"
"3394",1994,89.0409256634863,0.1,98301,"E","3.1.1","Calendar year"
"3395",1994,93.8794287801649,0.5,98301,"E","3.1.1","Calendar year"
"3396",1994,100.44883104735,0.9,98301,"E","3.1.1","Calendar year"
"3397",1995,86.5798864260712,0.1,98301,"E","3.1.1","Calendar year"
"3398",1995,91.2183240731225,0.5,98301,"E","3.1.1","Calendar year"
"3399",1995,97.4347475537881,0.9,98301,"E","3.1.1","Calendar year"
"3400",1996,85.041376403007,0.1,98301,"E","3.1.1","Calendar year"
"3401",1996,89.62227651623,0.5,98301,"E","3.1.1","Calendar year"
"3402",1996,95.7425866154704,0.9,98301,"E","3.1.1","Calendar year"
"3403",1997,82.9097194127214,0.1,98301,"E","3.1.1","Calendar year"
"3404",1997,87.3471014073724,0.5,98301,"E","3.1.1","Calendar year"
"3405",1997,93.3331360992595,0.9,98301,"E","3.1.1","Calendar year"
"3406",1998,83.6804303749644,0.1,98301,"E","3.1.1","Calendar year"
"3407",1998,88.1649305833864,0.5,98301,"E","3.1.1","Calendar year"
"3408",1998,94.1139549149108,0.9,98301,"E","3.1.1","Calendar year"
"3409",1999,82.8771413451916,0.1,98301,"E","3.1.1","Calendar year"
"3410",1999,87.3321270651683,0.5,98301,"E","3.1.1","Calendar year"
"3411",1999,93.2232760033844,0.9,98301,"E","3.1.1","Calendar year"
"3412",2000,82.6816454879883,0.1,98301,"E","3.1.1","Calendar year"
"3413",2000,86.9745579221721,0.5,98301,"E","3.1.1","Calendar year"
"3414",2000,92.7855023337161,0.9,98301,"E","3.1.1","Calendar year"
"3415",2001,81.056406150298,0.1,98301,"E","3.1.1","Calendar year"
"3416",2001,85.1204071972478,0.5,98301,"E","3.1.1","Calendar year"
"3417",2001,90.7630646691593,0.9,98301,"E","3.1.1","Calendar year"
"3418",2002,80.2181648104452,0.1,98301,"E","3.1.1","Calendar year"
"3419",2002,84.256258238121,0.5,98301,"E","3.1.1","Calendar year"
"3420",2002,89.8000212102024,0.9,98301,"E","3.1.1","Calendar year"
"3421",2003,78.9876412332566,0.1,98301,"E","3.1.1","Calendar year"
"3422",2003,82.9584860112025,0.5,98301,"E","3.1.1","Calendar year"
"3423",2003,88.4204875360908,0.9,98301,"E","3.1.1","Calendar year"
"3424",2004,77.7419369547776,0.1,98301,"E","3.1.1","Calendar year"
"3425",2004,81.7418004973195,0.5,98301,"E","3.1.1","Calendar year"
"3426",2004,87.0642670753163,0.9,98301,"E","3.1.1","Calendar year"
"3427",2005,76.6153721505138,0.1,98301,"E","3.1.1","Calendar year"
"3428",2005,80.5544299592187,0.5,98301,"E","3.1.1","Calendar year"
"3429",2005,85.8698063809053,0.9,98301,"E","3.1.1","Calendar year"
"3430",2006,75.4361395396901,0.1,98301,"E","3.1.1","Calendar year"
"3431",2006,79.3173129246641,0.5,98301,"E","3.1.1","Calendar year"
"3432",2006,84.6461073619458,0.9,98301,"E","3.1.1","Calendar year"
"3433",2007,73.610483231854,0.1,98301,"E","3.1.1","Calendar year"
"3434",2007,77.365885085632,0.5,98301,"E","3.1.1","Calendar year"
"3435",2007,82.4452416018093,0.9,98301,"E","3.1.1","Calendar year"
"3436",2008,73.4165680720877,0.1,98301,"E","3.1.1","Calendar year"
"3437",2008,77.1703124345374,0.5,98301,"E","3.1.1","Calendar year"
"3438",2008,82.2353267898954,0.9,98301,"E","3.1.1","Calendar year"
"3439",2009,72.4757221933346,0.1,98301,"E","3.1.1","Calendar year"
"3440",2009,76.3143903971334,0.5,98301,"E","3.1.1","Calendar year"
"3441",2009,81.4838343464679,0.9,98301,"E","3.1.1","Calendar year"
"3442",2010,70.5086740512044,0.1,98301,"E","3.1.1","Calendar year"
"3443",2010,74.4562370966288,0.5,98301,"E","3.1.1","Calendar year"
"3444",2010,79.7547064896821,0.9,98301,"E","3.1.1","Calendar year"
"3445",2011,70.946544974482,0.1,98301,"E","3.1.1","Calendar year"
"3446",2011,75.1181296623631,0.5,98301,"E","3.1.1","Calendar year"
"3447",2011,80.9108362085837,0.9,98301,"E","3.1.1","Calendar year"
"3448",2012,70.7202052741504,0.1,98301,"E","3.1.1","Calendar year"
"3449",2012,75.2313287160574,0.5,98301,"E","3.1.1","Calendar year"
"3450",2012,81.4049463581724,0.9,98301,"E","3.1.1","Calendar year"
"3451",2013,69.7283328308777,0.1,98301,"E","3.1.1","Calendar year"
"3452",2013,74.5249895991325,0.5,98301,"E","3.1.1","Calendar year"
"3453",2013,81.1662715846722,0.9,98301,"E","3.1.1","Calendar year"
"3454",2014,69.4151234900027,0.1,98301,"E","3.1.1","Calendar year"
"3455",2014,74.531665390799,0.5,98301,"E","3.1.1","Calendar year"
"3456",2014,81.9184109519382,0.9,98301,"E","3.1.1","Calendar year"
"3457",2015,69.3117892990445,0.1,98301,"E","3.1.1","Calendar year"
"3458",2015,74.9031220349846,0.5,98301,"E","3.1.1","Calendar year"
"3459",2015,83.1861028440898,0.9,98301,"E","3.1.1","Calendar year"
"3460",2016,69.6691092888903,0.1,98301,"E","3.1.1","Calendar year"
"3461",2016,75.7241372335977,0.5,98301,"E","3.1.1","Calendar year"
"3462",2016,84.8792359745547,0.9,98301,"E","3.1.1","Calendar year"
"3463",2017,70.0129105303958,0.1,98301,"E","3.1.1","Calendar year"
"3464",2017,76.4560170896282,0.5,98301,"E","3.1.1","Calendar year"
"3465",2017,86.5489121829844,0.9,98301,"E","3.1.1","Calendar year"
"3466",1985,155.555998481728,0.1,98302,"E","3.1.1","Calendar year"
"3467",1985,168.07351960722,0.5,98302,"E","3.1.1","Calendar year"
"3468",1985,190.698301985986,0.9,98302,"E","3.1.1","Calendar year"
"3469",1986,151.960868311794,0.1,98302,"E","3.1.1","Calendar year"
"3470",1986,163.308495990771,0.5,98302,"E","3.1.1","Calendar year"
"3471",1986,182.978494675371,0.9,98302,"E","3.1.1","Calendar year"
"3472",1987,147.02281108044,0.1,98302,"E","3.1.1","Calendar year"
"3473",1987,157.169820906768,0.5,98302,"E","3.1.1","Calendar year"
"3474",1987,174.259068143917,0.9,98302,"E","3.1.1","Calendar year"
"3475",1988,142.801258814755,0.1,98302,"E","3.1.1","Calendar year"
"3476",1988,152.047189296185,0.5,98302,"E","3.1.1","Calendar year"
"3477",1988,167.418466414093,0.9,98302,"E","3.1.1","Calendar year"
"3478",1989,138.558462432495,0.1,98302,"E","3.1.1","Calendar year"
"3479",1989,147.027819451822,0.5,98302,"E","3.1.1","Calendar year"
"3480",1989,160.784706886136,0.9,98302,"E","3.1.1","Calendar year"
"3481",1990,132.307590337423,0.1,98302,"E","3.1.1","Calendar year"
"3482",1990,139.966971314994,0.5,98302,"E","3.1.1","Calendar year"
"3483",1990,151.813857800994,0.9,98302,"E","3.1.1","Calendar year"
"3484",1991,128.779913471409,0.1,98302,"E","3.1.1","Calendar year"
"3485",1991,135.998335348602,0.5,98302,"E","3.1.1","Calendar year"
"3486",1991,146.691120742187,0.9,98302,"E","3.1.1","Calendar year"
"3487",1992,125.341374510784,0.1,98302,"E","3.1.1","Calendar year"
"3488",1992,132.121868951191,0.5,98302,"E","3.1.1","Calendar year"
"3489",1992,141.834696015948,0.9,98302,"E","3.1.1","Calendar year"
"3490",1993,122.26792758734,0.1,98302,"E","3.1.1","Calendar year"
"3491",1993,128.563562519771,0.5,98302,"E","3.1.1","Calendar year"
"3492",1993,137.663745747611,0.9,98302,"E","3.1.1","Calendar year"
"3493",1994,118.798835350284,0.1,98302,"E","3.1.1","Calendar year"
"3494",1994,124.401380441116,0.5,98302,"E","3.1.1","Calendar year"
"3495",1994,132.570867242559,0.9,98302,"E","3.1.1","Calendar year"
"3496",1995,112.415125282483,0.1,98302,"E","3.1.1","Calendar year"
"3497",1995,117.307616974508,0.5,98302,"E","3.1.1","Calendar year"
"3498",1995,124.463346635349,0.9,98302,"E","3.1.1","Calendar year"
"3499",1996,107.56731396713,0.1,98302,"E","3.1.1","Calendar year"
"3500",1996,111.821669484355,0.5,98302,"E","3.1.1","Calendar year"
"3501",1996,117.846304950311,0.9,98302,"E","3.1.1","Calendar year"
"3502",1997,103.474193811349,0.1,98302,"E","3.1.1","Calendar year"
"3503",1997,107.117364756446,0.5,98302,"E","3.1.1","Calendar year"
"3504",1997,112.446464590322,0.9,98302,"E","3.1.1","Calendar year"
"3505",1998,100.858850360723,0.1,98302,"E","3.1.1","Calendar year"
"3506",1998,104.14260510163,0.5,98302,"E","3.1.1","Calendar year"
"3507",1998,109.053541980222,0.9,98302,"E","3.1.1","Calendar year"
"3508",1999,96.2404227878003,0.1,98302,"E","3.1.1","Calendar year"
"3509",1999,99.3775744018582,0.5,98302,"E","3.1.1","Calendar year"
"3510",1999,104.011491774511,0.9,98302,"E","3.1.1","Calendar year"
"3511",2000,92.6382461492858,0.1,98302,"E","3.1.1","Calendar year"
"3512",2000,95.3922215569041,0.5,98302,"E","3.1.1","Calendar year"
"3513",2000,99.4426399367066,0.9,98302,"E","3.1.1","Calendar year"
"3514",2001,90.9136881881495,0.1,98302,"E","3.1.1","Calendar year"
"3515",2001,93.732445867624,0.5,98302,"E","3.1.1","Calendar year"
"3516",2001,97.7907167593928,0.9,98302,"E","3.1.1","Calendar year"
"3517",2002,90.8622481758777,0.1,98302,"E","3.1.1","Calendar year"
"3518",2002,93.8165162548523,0.5,98302,"E","3.1.1","Calendar year"
"3519",2002,97.8249956269794,0.9,98302,"E","3.1.1","Calendar year"
"3520",2003,89.4113993261997,0.1,98302,"E","3.1.1","Calendar year"
"3521",2003,92.3149126561477,0.5,98302,"E","3.1.1","Calendar year"
"3522",2003,96.3477687172649,0.9,98302,"E","3.1.1","Calendar year"
"3523",2004,89.4006676940723,0.1,98302,"E","3.1.1","Calendar year"
"3524",2004,92.500865624759,0.5,98302,"E","3.1.1","Calendar year"
"3525",2004,96.9349758347471,0.9,98302,"E","3.1.1","Calendar year"
"3526",2005,87.2286813510678,0.1,98302,"E","3.1.1","Calendar year"
"3527",2005,90.0809368097271,0.5,98302,"E","3.1.1","Calendar year"
"3528",2005,94.1805576020581,0.9,98302,"E","3.1.1","Calendar year"
"3529",2006,86.0567585369017,0.1,98302,"E","3.1.1","Calendar year"
"3530",2006,89.0441354137748,0.5,98302,"E","3.1.1","Calendar year"
"3531",2006,93.2088595768482,0.9,98302,"E","3.1.1","Calendar year"
"3532",2007,84.8213132117254,0.1,98302,"E","3.1.1","Calendar year"
"3533",2007,87.8406647454691,0.5,98302,"E","3.1.1","Calendar year"
"3534",2007,92.1769044196284,0.9,98302,"E","3.1.1","Calendar year"
"3535",2008,83.6729304512045,0.1,98302,"E","3.1.1","Calendar year"
"3536",2008,86.8040715166167,0.5,98302,"E","3.1.1","Calendar year"
"3537",2008,91.3153500834533,0.9,98302,"E","3.1.1","Calendar year"
