"iso_alpha_3_code","year_start","year_end","allcause_1549_vr","allcause_1549_wpp","completeness","usability","ratio_vr/wpp"
"PAN",1986,1987,555,765,0.725490196078431,0.641221374045802,0.725490196078431
"PAN",1987,1988,538,784,0.686224489795918,0.633289986996099,0.686224489795918
"PAN",1988,1989,555,817,0.679314565483476,0.625935162094763,0.679314565483476
"PAN",1989,1990,596,880,0.677272727272727,0.653714285714286,0.677272727272727
"PAN",1996,1997,696,960,0.725,0.698754246885617,0.725
"PAN",1997,1998,780,968,0.805785123966942,0.689243027888446,0.805785123966942
"PAN",1998,1999,814,979,0.831460674157303,0.700094607379376,0.831460674157303
"PAN",1999,2000,724,976,0.741803278688525,0.709711846318036,0.741803278688525
"PAN",2000,2001,732,984,0.74390243902439,0.720168954593453,0.74390243902439
"PAN",2001,2002,717,972,0.737654320987654,0.701186623516721,0.737654320987654
