"iso_alpha_3_code","year_start","year_end","allcause_1549_vr","allcause_1549_wpp","completeness","usability","ratio_vr/wpp"
"MAR",2013,2014,2612,11849,0.220440543505781,0.189895935248599,0.220440543505781
"MAR",2014,2015,2847,11447,0.248711452782388,0.19406150583245,0.248711452782388
"MAR",2015,2016,2717,11073,0.245371624672627,0.196304044630404,0.245371624672627
"MAR",2016,2017,2506,10734,0.233463760014906,0.201239589386016,0.233463760014906
"MAR",2020,2021,3082,9766,0.315584681548229,0.257321318861356,0.315584681548229
"STP",1985,1986,57,55,1,0.777777777777778,1.03636363636364
"STP",1987,1988,46,60,0.766666666666667,0.803921568627451,0.766666666666667
"SYC",1985,1986,21,23,1,0.952380952380952,0.91304347826087
"SYC",1986,1987,24,22,1,1,1.09090909090909
"SYC",1987,1988,24,22,1,1,1.09090909090909
"SYC",2001,2002,28,26,1,0.928571428571429,1.07692307692308
"SYC",2002,2003,39,28,1,0.974358974358974,1.39285714285714
"SYC",2003,2004,44,30,1,0.977272727272727,1.46666666666667
"SYC",2004,2005,35,34,1,1,1.02941176470588
"SYC",2005,2006,46,33,1,0.978260869565217,1.39393939393939
"SYC",2006,2007,42,35,1,0.976190476190476,1.2
"SYC",2007,2008,47,36,1,1,1.30555555555556
"SYC",2008,2009,33,36,1,0.96969696969697,0.916666666666667
"SYC",2009,2010,48,36,1,0.916666666666667,1.33333333333333
"SYC",2010,2011,52,37,1,0.980769230769231,1.40540540540541
"SYC",2011,2012,46,37,1,0.956521739130435,1.24324324324324
"SYC",2012,2013,38,37,1,0.973684210526316,1.02702702702703
"SYC",2013,2014,48,38,1,0.958333333333333,1.26315789473684
"SYC",2014,2015,54,37,1,1,1.45945945945946
"SYC",2015,2016,54,38,1,0.981481481481482,1.42105263157895
"SYC",2016,2017,49,39,1,0.979591836734694,1.25641025641026
"SYC",2017,2018,55,40,1,0.963636363636364,1.375
"SYC",2019,2020,50,42,1,0.96,1.19047619047619
"SYC",2020,2021,43,44,1,1,0.977272727272727
"SYC",2021,2022,65,55,1,0.969230769230769,1.18181818181818
"ZAF",1993,1994,19087,32259,0.591679841284603,0.531387211855104,0.591679841284603
"ZAF",1994,1995,24060,34685,0.693671615972322,0.569071825929681,0.693671615972322
"ZAF",1995,1996,26575,39544,0.672036212826219,0.569344344344344,0.672036212826219
"ZAF",1996,1997,34857,52124,0.668732253856189,0.60975854726608,0.668732253856189
"ZAF",1997,1998,41860,61584,0.67972200571577,0.63734906218464,0.67972200571577
"ZAF",1998,1999,53505,70364,0.760403047012677,0.653646127755794,0.760403047012677
"ZAF",1999,2000,64271,79915,0.804242007132578,0.688940654194209,0.804242007132578
"ZAF",2000,2001,78085,96496,0.809204526612502,0.709354651403924,0.809204526612502
"ZAF",2001,2002,91577,111748,0.819495650928876,0.717332708308918,0.819495650928876
"ZAF",2002,2003,110040,132413,0.831036227560738,0.726203832858269,0.831036227560738
"ZAF",2003,2004,127001,149928,0.84707993170055,0.732330996461561,0.84707993170055
"ZAF",2004,2005,137037,161232,0.849936737124144,0.73742840530945,0.849936737124144
"ZAF",2005,2006,140890,165434,0.85163871997292,0.744699149077915,0.85163871997292
"ZAF",2006,2007,140975,164866,0.855088374801354,0.748753022284207,0.855088374801354
"ZAF",2007,2008,134886,156386,0.862519662885424,0.74799769703173,0.862519662885424
"ZAF",2008,2009,129216,147597,0.875464948474562,0.758015672107811,0.875464948474562
"ZAF",2009,2010,118932,136276,0.872728873756201,0.761847595344411,0.872728873756201
"ZAF",2010,2011,108720,124124,0.875898295253134,0.766783886187589,0.875898295253134
"ZAF",2011,2012,94320,108805,0.866871926841597,0.763113103953148,0.866871926841597
"ZAF",2012,2013,84672,98497,0.859640395138938,0.761805900165075,0.859640395138938
"ZAF",2013,2014,74713,90005,0.830098327870674,0.761459937268321,0.830098327870674
"ZAF",2014,2015,69519,82296,0.844743365412657,0.764095829549081,0.844743365412657
