"iso_alpha_3_code","year_start","year_end","year_mid","env_total","env_mat","truemat_vr","truemat","truemat_vr_unscaled","truemat_unscaled","tp","tn","fp","fn","up","un","include","include_bmis_global","include_bmis","include_bmat_reason","include_bmis_reason","incomplete_vr_multiplier","check_outside_of_vr","study_period_coverage","citation_short","citation_long","completeness_inq","complete_vr","obs_matdeaths","final_env","final_pm","obs_selogpm","type","definition","mat_vr","nonmat_vr","tot","tot_vr","rho_ref","mat_vr_ref","tot_vr_ref","tot_ref","dmname","iso_country_name","who_code_2","obs_matdeaths_incl_late","obs_matdeaths_late","obs_env","ill_defined_death_proportion","ill_defined_death_proportion2","obs_ill","exclude_reason","icd_utilized","icd","covid19","env_total_who_estimated","include_hasvrdata","rho_period","rho_period_max","rho_period_min","vrenv_vradj","ytot_bmis","rho_bmis","vrenv_bmat","ytot_bmat","rho_bmat","rho_intermediate","usability_percentage","include_reason","name","id","ori_vr_data_from_paho_update","special_case","t","sens","var_sens","sens_sq","oneminsens_sq","lower_sens","upper_sens","spec","var_spec","spec_sq","oneminspec_sq","lower_spec","upper_spec","rho_sesp","cov_sesp","cov.t","env_total_imputed","live_births_imputed","env_pregrelated","mmr","live_births","refID","mdeathspluslate","ramos...yes.1.","comments","env_total_lifetables","live_births_lifetables","final_mmr","final_pm_before_crisis","final_mmr_before_crisis","env_total_calculated_from_lifetables","live_births_calculated_from_birthsdata"
"AUS",1985,1997,1991,NA,250,250,NA,250,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 1973-1996","Sullivan EA, Ford JB, Chambers G, Slaytor EK. Maternal mortality in Australia 1973–1996. AIHW Cat. No. PER 24. Sydney: AIHW National Perinatal Statistics Unit. (Maternal Deaths Series No.1); 2004.",0.996252020969085,TRUE,250,40669,0.00614718827608252,NA,"inq","maternal",169,40500,40669,40669,1,9,3408,3408,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23073697992997e-05,0.00614718827608252,8.23073697992997e-05,40822,3048822
"AUS",1994,1997,1995.5,NA,80,80,80,80,80,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","Maternal Deaths in Australia 1994-1996","Report on Maternal Deaths in Australia, 1994–1996. Canberra: National Health and Medical Research Council (NHMRC), AIHW National Perinatal Statistics Unit; 2001.",1,TRUE,80,10340,0.00773694390715667,NA,"inq","maternal",52,10211,10263,10263,1,21,3433,3433,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000103922691909488,0.00773694390715667,0.000103922691909488,10340,769803
"AUS",1997,2000,1998.5,NA,54,54,NA,54,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 1997-1999","Slaytor EK, Sullivan EA, King JF. Maternal deaths in Australia 1997–1999. AIHW Cat. No. PER 24. Sydney: AIHW National Perinatal Statistics Unit. (Maternal Deaths Series No.1); 2004.",0.993047830923248,TRUE,54,10713,0.00504060487258471,NA,"inq","maternal",30,10683,10713,10713,1,5,3553,3553,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24952643951785e-05,0.00504060487258471,7.24952643951785e-05,10788,750091
"AUS",2000,2003,2001.5,NA,44,44,NA,44,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 2008-2012","Australian Institute of Health and Welfare (AIHW): Humphrey MD, Bonello MR, Chughtai A, Macaldowie A, Harris K, Chambers GM.  Maternal deaths in Australia 2008-2012. Maternal Deaths Series no. 5. CAT. No. PER 70. Canberra: AIHW; 2015.",0.99228138739619,TRUE,44,10156,0.00433241433635289,NA,"inq","maternal",38,10118,10156,10156,1,12,3307,3307,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94260873556094e-05,0.00433241433635289,5.94260873556094e-05,10235,746175
"AUS",2006,2011,2008.5,NA,63,63,NA,63,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 2008-2012","Australian Institute of Health and Welfare (AIHW): Humphrey MD, Bonello MR, Chughtai A, Macaldowie A, Harris K, Chambers GM.  Maternal deaths in Australia 2008-2012. Maternal Deaths Series no. 5. CAT. No. PER 70. Canberra: AIHW; 2015.",0.998466351757561,TRUE,63,16276,0.00387072990906857,NA,"inq","maternal",42,16234,16276,16276,1,6,3222,3222,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31332977728999e-05,0.00387072990906857,4.31332977728999e-05,16301,1462832
"AUS",2008,2013,2010.5,NA,75,75,NA,75,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 2008-2012","Australian Institute of Health and Welfare (AIHW): Humphrey MD, Bonello MR, Chughtai A, Macaldowie A, Harris K, Chambers GM.  Maternal deaths in Australia 2008-2012. Maternal Deaths Series no. 5. CAT. No. PER 70. Canberra: AIHW; 2015.",1.00284055823144,TRUE,75,16240,0.00461822660098522,NA,"inq","maternal",53,16187,16240,16240,1,11,3225,3225,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95005841619141e-05,0.00461822660098522,4.95005841619141e-05,16194,1510842
"AUS",2011,2012,2011.5,NA,26,26,NA,26,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 2012-2014","Maternal deaths in Australia 2012-2014. Cat. No. PER 92. Canberra: Australian Institute of Health and Welfare (AIHW); 2017.",1.00364188163885,TRUE,26,3307,0.00786211067432718,NA,"inq","maternal",13,3294,3307,3307,1,13,3307,3307,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5856219478506e-05,0.00786211067432718,8.5856219478506e-05,3295,301733
"AUS",2012,2013,2012.5,NA,27,27,NA,27,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Maternal deaths in Australia 2012-2014","Maternal deaths in Australia 2012-2014. Cat. No. PER 92. Canberra: Australian Institute of Health and Welfare (AIHW); 2017.",0.99589905362776,TRUE,27,3157,0.00855242318656953,NA,"inq","maternal",15,3142,3157,3157,1,15,3157,3157,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79293919852671e-05,0.00855242318656953,8.79293919852671e-05,3170,308329
"AUS",2012,2015,2013.5,NA,63,63,63,63,63,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"Y","all years","Maternal deaths in Australia 2012-2014","Maternal deaths in Australia 2012-2014. Cat. No. PER 92. Canberra: Australian Institute of Health and Welfare (AIHW); 2017.",1,TRUE,63,9608,0.00655703580349709,NA,"inq","maternal",32,9587,9619,9619,1,6,3183,3183,"overlapoutvr.multipleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88080909577431e-05,0.00655703580349709,6.88080909577431e-05,9608,915590
"AUT",2000,2001,2000.5,NA,3,3,NA,3,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1,TRUE,3,1528,0.00196335078534031,NA,"inq","maternal",2,1526,1528,1528,1,2,1528,1528,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84324677487541e-05,0.00196335078534031,3.84324677487541e-05,1528,78059
"AUT",2001,2002,2001.5,NA,5,5,NA,5,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00138696255201,TRUE,5,1444,0.00346260387811634,NA,"inq","maternal",5,1439,1444,1444,1,5,1444,1444,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64387954205921e-05,0.00346260387811634,6.64387954205921e-05,1442,75153
"AUT",2002,2003,2002.5,NA,7,7,NA,7,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00209351011863,TRUE,7,1436,0.00487465181058496,NA,"inq","maternal",1,1435,1436,1436,1,1,1436,1436,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99551348876844e-05,0.00487465181058496,8.99551348876844e-05,1433,77654
"AUT",2003,2004,2003.5,NA,2,2,NA,2,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.0034435261708,TRUE,2,1457,0.00137268359643102,NA,"inq","maternal",2,1455,1457,1457,1,2,1457,1457,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61357257578296e-05,0.00137268359643102,2.61357257578296e-05,1452,76261
"AUT",2004,2005,2004.5,NA,5,5,NA,5,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00311769290725,TRUE,5,1287,0.00388500388500389,NA,"inq","maternal",3,1284,1287,1287,1,3,1287,1287,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.37431580190802e-05,0.00388500388500389,6.37431580190802e-05,1283,78196
"AUT",2005,2006,2005.5,NA,7,7,NA,7,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.0029520295203,TRUE,7,1359,0.00515084621044886,NA,"inq","maternal",3,1356,1359,1359,1,3,1359,1359,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99290892302307e-05,0.00515084621044886,8.99290892302307e-05,1355,77610
"AUT",2006,2007,2006.5,NA,3,3,NA,3,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Die Entwicklung der mütterlichen Mortalität in Österreich 2008","Beck A, Vutuc C. Die Entwicklung der mütterlichen Mortalität in Österreich. Frauenarzt. 2008;49:21-6.",1.00315457413249,TRUE,3,1272,0.00235849056603774,NA,"inq","maternal",2,1270,1272,1272,1,2,1272,1272,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86582820064356e-05,0.00235849056603774,3.86582820064356e-05,1268,77359
"BRA",1996,1997,1996.5,NA,3039,3039,NA,3039,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.858026142886783,FALSE,3039,62031,0.0489916332156502,NA,"inq","maternal",1443,60588,73067,62031,0.848960543063216,1443,62031,73067,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000986200989507578,0.0489916332156502,0.000986200989507578,72295,3591408
"BRA",1997,1998,1997.5,NA,3319,3319,NA,3319,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.829795356319959,FALSE,3319,60863,0.0545323102706078,NA,"inq","maternal",1759,59104,71578,60863,0.850303165777194,1759,60863,71578,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111188460047893,0.0545323102706078,0.00111188460047893,73347,3597299
"BRA",1998,1999,1998.5,NA,3467,3467,NA,3467,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.847276344115323,FALSE,3467,62185,0.0557529950952802,NA,"inq","maternal",1902,60283,72919,62185,0.852795567684691,1902,62185,72919,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011398891521127,0.0557529950952802,0.0011398891521127,73394,3589766
"BRA",1999,2000,1999.5,NA,3004,3004,NA,3004,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.860170902230607,FALSE,3004,62008,0.0484453618887885,NA,"inq","maternal",1768,60240,72157,62008,0.859348365369957,1768,62008,72157,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000988630755984654,0.0484453618887885,0.000988630755984654,72088,3532491
"BRA",2000,2001,2000.5,NA,2351,1677,2351,1677,2351,NA,NA,NA,NA,674,7880,TRUE,TRUE,FALSE,NA,"HACK - see the function `process_study_data' for more info",1,"Y","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",1,FALSE,2351,70553,0.03332246679801,NA,"inq","maternal",1599,59750,69903,61349,0.877630430739739,1599,61349,69903,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000679629247935745,0.03332246679801,0.000679629247935745,70553,3459239
"BRA",2001,2002,2001.5,NA,2209,2209,NA,2209,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.892347694721246,FALSE,2209,61431,0.0359590434796764,NA,"inq","maternal",1515,59916,68688,61431,0.894348357791754,1515,61431,68688,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000731899215864029,0.0359590434796764,0.000731899215864029,68842,3382286
"BRA",2002,2003,2002.5,NA,2321,2321,NA,2321,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.922963492559989,FALSE,2321,61965,0.0374566287420318,NA,"inq","maternal",1585,60380,68205,61965,0.908511106223884,1585,61965,68205,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000761923797446683,0.0374566287420318,0.000761923797446683,67137,3300495
"BRA",2003,2004,2003.5,NA,2217,2217,NA,2217,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.930978867082693,FALSE,2217,61763,0.0358952771076535,NA,"inq","maternal",1522,60241,67303,61763,0.917685690088109,1522,61763,67303,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000739878628105228,0.0358952771076535,0.000739878628105228,66342,3218588
"BRA",2004,2005,2004.5,NA,2302,2302,NA,2302,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.929441373421419,FALSE,2302,62043,0.0371032993246619,NA,"inq","maternal",1573,60470,67273,62043,0.922257071930789,1573,62043,67273,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00077474033788479,0.0371032993246619,0.00077474033788479,66753,3196886
"BRA",2005,2006,2005.5,NA,2267,1620,2267,1620,2267,NA,NA,NA,NA,647,4638,TRUE,TRUE,FALSE,NA,"HACK - see the function `process_study_data' for more info",1,"Y","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",1,FALSE,2267,67115,0.033777843999106,NA,"inq","maternal",1559,59754,66598,61313,0.920643262560437,1559,61313,66598,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000714632920777566,0.033777843999106,0.000714632920777566,67115,3172258
"BRA",2006,2007,2006.5,NA,2272,2272,NA,2272,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.914470951278856,FALSE,2272,61639,0.0368597803338795,NA,"inq","maternal",1538,60101,66931,61639,0.920933498677743,1538,61639,66931,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000797482920818397,0.0368597803338795,0.000797482920818397,67404,3115423
"BRA",2007,2008,2007.5,NA,2226,2226,NA,2226,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,1,"N","all years","Country consultation: Maternal mortality in Brazil, 1996-2012","Technical Note of the Ministry of Health of Brazil. Maternal mortality in Brazil: estimates versus reality. From country consultation in 2015. Ministry of Health, Secretariat of Health Surveillance [Brazil]; 2015.",0.914963773473311,FALSE,2226,61879,0.0359734320205562,NA,"inq","maternal",1506,60373,66258,61879,0.9339098674877,1506,61879,66258,"overlapoutvr.singleyrs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000794361560442035,0.0359734320205562,0.000794361560442035,67630,3062690
