"iso_country_name","who_code_2","iso_alpha_3_code","year_mid","year_start","year_end","obs_matdeaths_incl_late","obs_matdeaths_late","env_fromwhovr","ill_defined_death_proportion","ill_defined_death_proportion2","obs_ill","include","exclude_reason","icd_utilized","icd","mat_fromwhovr","pahocc_nonmatvr","pahocc_matvr","obs_matdeaths","obs_env","updateinmat","updateinenv","env_total_who_estimated","include_hasvrdata","rho_period","rho_period_max","rho_period_min","vrenv_vradj","ytot_bmis","rho_bmis","vrenv_bmat","ytot_bmat","rho_bmat","rho_intermediate","usability_percentage","include_reason","final_env","final_pm","obs_selogpm","type","definition","name","id","ori_vr_data_from_paho_update","special_case"
"Cabo Verde","1060","CPV",2011.5,2011,2012,5,0,110,0.0454545454545455,0.5,5,TRUE,NA,TRUE,"103",5,105,5,5,110,0,0,123,TRUE,1,1,1,110,110,1,110,110,1,1,0.954545454545455,NA,110,0.0454545454545455,NA,"vr","maternal",NA,NA,NA,FALSE
"Cabo Verde","1060","CPV",2012.5,2012,2013,1,0,151,0.033112582781457,0.556291390728477,5,TRUE,NA,TRUE,"103",1,150,1,1,151,0,0,133,TRUE,1,1,1,151,151,1,151,151,1,1,0.966887417218543,NA,151,0.00662251655629139,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",1987.5,1987,1988,1202,NA,24504,0.048196212863206,0.722984002611818,1181,TRUE,NA,FALSE,"09B",1202,NA,NA,1202,24504,0,0,26923,TRUE,0.910151171860491,0.913568324480927,0.906734019240055,24504,26923,0.910151171860491,24504,26923,0.910151171860491,0.910151171860491,0.866285332243806,NA,24504,0.0490532158015018,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",1991.5,1991,1992,713,NA,22958,0.0660336266225281,0.728852687516334,1516,TRUE,NA,FALSE,"09B",713,NA,NA,713,22958,0,0,26761,TRUE,0.830659995585314,0.833805459495254,0.827496137149584,22958,27638,0.830667920978363,22958,26761,0.857890213370203,0.830659995585314,0.775815905637166,NA,22958,0.0310567122571653,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",1992.5,1992,1993,700,NA,22200,0.0571171171171171,0.740855855855856,1268,TRUE,NA,FALSE,"09B",700,NA,NA,700,22200,0,0,27603,TRUE,0.830659995585314,0.833805459495254,0.827496137149584,22200,26725,0.830682881197381,22200,27603,0.804260406477557,0.830659995585314,0.783236669784846,NA,22200,0.0315315315315315,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2000.5,2000,2001,491,4,20471,0.105075472619804,0.706804748180353,2151,TRUE,NA,TRUE,"103",487,NA,NA,487,20471,0,0,28392,TRUE,0.74648103175913,0.749404663664442,0.743545611015491,20471,27423,0.746490172482952,20471,28392,0.721012961397577,0.74648103175913,0.668052364803267,NA,20471,0.0237897513555762,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2001.5,2001,2002,512,7,21314,0.099793562916393,0.719573988927465,2127,TRUE,NA,TRUE,"103",505,NA,NA,505,21314,0,0,28292,TRUE,0.747499428691968,0.750021973385835,0.744976883998101,21314,28513,0.74751867569179,21314,28292,0.753357839671992,0.747499428691968,0.672921123697962,NA,21314,0.0236933470958056,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2002.5,2002,2003,646,6,21536,0.0836274145616642,0.733005200594354,1801,TRUE,NA,TRUE,"103",640,NA,NA,640,21536,0,0,28142,TRUE,0.748454375118422,0.750707022505421,0.746201727731423,21536,28773,0.748479477287735,21536,28142,0.765261886148817,0.748454375118422,0.685886073749696,NA,21536,0.0297176820208024,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2003.5,2003,2004,692,5,21725,0.0779286536248562,0.732750287686997,1693,TRUE,NA,TRUE,"103",687,NA,NA,687,21725,0,0,28948,TRUE,0.760500867317916,0.762713054714768,0.758281657103931,21725,28566,0.760519498704754,21725,28948,0.750483625811801,0.760500867317916,0.701253238115242,NA,21725,0.0316225546605293,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2004.5,2004,2005,535,8,21608,0.0811273602369493,0.756710477600889,1753,TRUE,NA,TRUE,"103",527,NA,NA,527,21608,0,0,28725,TRUE,0.770225534252751,0.772409032639779,0.768034992322538,21608,28054,0.770228844371569,21608,28725,0.752236727589208,0.770225534252751,0.707742211449348,NA,21608,0.0243891151425398,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2005.5,2005,2006,565,8,22107,0.0764011399104356,0.759035599583842,1689,TRUE,NA,TRUE,"103",557,NA,NA,557,22107,0,0,28286,TRUE,0.778438666968428,0.780602862962544,0.776274470974313,22107,28399,0.778442902919117,22107,28286,0.781552711588772,0.778438666968428,0.718968977780908,NA,22107,0.0251956393902384,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2006.5,2006,2007,603,7,22376,0.0698963174830175,0.77359671076153,1564,TRUE,NA,TRUE,"103",596,NA,NA,596,22376,0,0,27873,TRUE,0.79511894702167,0.797231491958007,0.792999240916057,22376,28141,0.795138765502292,22376,27873,0.802784056255157,0.79511894702167,0.739561493905689,NA,22376,0.0266356810868788,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2007.5,2007,2008,567,1,22249,0.073126882107061,0.774147152681019,1627,TRUE,NA,TRUE,"103",566,NA,NA,566,22249,0,0,27560,TRUE,0.818554382910819,0.820585355238821,0.816516157110217,22249,27180,0.818579838116262,22249,27560,0.807293178519594,0.818554382910819,0.758719646799117,NA,22249,0.0254393455885658,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2008.5,2008,2009,449,6,22692,0.0714348669134497,0.784902168164992,1621,TRUE,NA,TRUE,"103",443,NA,NA,443,22692,0,0,27198,TRUE,0.846807978950154,0.848718928692175,0.844889679401432,22692,26797,0.846811210210098,22692,27198,0.834326053386278,0.846807978950154,0.786319364107923,NA,22692,0.0195222986074387,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2009.5,2009,2010,577,11,23426,0.0681721164518057,0.790105011525655,1597,TRUE,NA,TRUE,"103",566,NA,NA,566,23426,0,0,26948,TRUE,0.86974454596308,0.871542047361551,0.867939586052582,23426,26934,0.869755699116359,23426,26948,0.869303844441146,0.86974454596308,0.810462612311576,NA,23426,0.0241611884231196,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2010.5,2010,2011,519,6,24472,0.0754740111147434,0.787185354691076,1847,TRUE,NA,TRUE,"103",513,NA,NA,513,24472,0,0,26479,TRUE,0.901285572681391,0.902889701041927,0.899673877677646,24472,27152,0.901296405421332,24472,26479,0.924204086257034,0.901285572681391,0.833271950500884,NA,24472,0.0209627329192547,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2011.5,2011,2012,550,12,23772,0.0743732121823995,0.773767457513041,1768,TRUE,NA,TRUE,"103",538,NA,NA,538,23772,0,0,25890,TRUE,0.925300743238066,0.926725921385334,0.923867902842694,23772,25691,0.925304581370908,23772,25890,0.91819235225956,0.925300743238066,0.856486707407263,NA,23772,0.0226316675079926,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2012.5,2012,2013,531,12,24751,0.0680376550442406,0.791281160357157,1684,TRUE,NA,TRUE,"103",519,NA,NA,519,24751,0,0,25644,TRUE,0.950825424799395,0.952002932071087,0.949640119466301,24751,26031,0.950827859091084,24751,25644,0.965177039463422,0.950825424799395,0.886135761207791,NA,24751,0.0209688497434447,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2013.5,2013,2014,503,15,24340,0.0917830731306491,0.765529991783073,2234,TRUE,NA,TRUE,"103",488,NA,NA,488,24340,0,0,25549,TRUE,0.971819308787417,0.972727344508753,0.970903377103287,24340,25045,0.971850668796167,24340,25549,0.952679165525069,0.971819308787417,0.882651227789978,NA,24340,0.0200493015612161,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2014.5,2014,2015,496,13,24596,0.0488290778988453,0.803748577004391,1201,TRUE,NA,TRUE,"103",483,NA,NA,483,24596,0,0,24675,TRUE,0.996847861048569,0.997153425538758,0.996534255387584,24596,24673,0.996879179670085,24596,24675,0.996798378926039,0.996847861048569,0.948202488550237,NA,24596,0.0196373394047813,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2015.5,2015,2016,409,9,25619,0.0852101955579843,0.770834146531871,2183,TRUE,NA,TRUE,"103",400,NA,NA,400,25619,0,0,24889,TRUE,1,1,1,25619,25619,1,25619,25619,1,1,0.914789804442016,NA,25619,0.01561341192084,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2016.5,2016,2017,345,5,24662,0.0915578622982726,0.764536533938853,2258,TRUE,NA,TRUE,"103",340,NA,NA,340,24662,0,0,23603,TRUE,1,1,1,24662,24662,1,24662,24662,1,1,0.908442137701727,NA,24662,0.0137863920201119,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2017.5,2017,2018,303,8,23828,0.0969028034245425,0.764814503944939,2309,TRUE,NA,TRUE,"103",295,NA,NA,295,23828,0,0,22516,TRUE,1,1,1,23828,23828,1,23828,23828,1,1,0.903097196575458,NA,23828,0.0123803928151754,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2018.5,2018,2019,285,8,24927,0.102980703654672,0.766919404661612,2567,TRUE,NA,TRUE,"103",277,NA,NA,277,24927,0,0,22529,TRUE,1,1,1,24927,24927,1,24927,24927,1,1,0.897019296345328,NA,24927,0.0111124483491796,NA,"vr","maternal",NA,NA,NA,FALSE
"Egypt","1125","EGY",2019.5,2019,2020,271,7,25405,0.107892147215115,0.761897264318048,2741,TRUE,NA,TRUE,"103",264,NA,NA,264,25405,0,0,22959,TRUE,1,1,1,25405,25405,1,25405,25405,1,1,0.892107852784885,NA,25405,0.010391655185987,NA,"vr","maternal",NA,NA,NA,FALSE
"Libya","1250","LBY",2016.5,2016,2017,12,0,1017,0.296951819075713,0.491642084562439,302,FALSE,NA,TRUE,"103",12,NA,NA,12,1017,0,0,2596,TRUE,0.388814145685182,0.402075725542956,0.375552565827407,1017,2615,0.388910133843212,1017,2596,0.39175654853621,0.388814145685182,0.273422562141491,"usability less than 60%",1017,0.0117994100294985,NA,"vr","maternal",NA,NA,NA,FALSE
"Libya","1250","LBY",2017.5,2017,2018,8,0,1006,0.23558648111332,0.585487077534791,237,FALSE,NA,TRUE,"103",8,NA,NA,8,1006,0,0,2607,TRUE,0.388814145685182,0.402075725542956,0.375552565827407,1006,2587,0.388867413993042,1006,2607,0.385884158036057,0.388814145685182,0.297255508310785,"usability less than 60%",1006,0.00795228628230616,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1985.5,1985,1986,19,NA,408,0.0196078431372549,0.659313725490196,8,TRUE,NA,FALSE,"09B",19,NA,NA,19,408,0,0,492,TRUE,0.866302864938608,0.883356070941337,0.848567530695771,408,470,0.868085106382979,408,492,0.829268292682927,0.866302864938608,0.851063829787234,NA,408,0.0465686274509804,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1986.5,1986,1987,23,NA,438,0.0251141552511416,0.607305936073059,11,TRUE,NA,FALSE,"09B",23,NA,NA,23,438,0,0,490,TRUE,0.872296601441813,0.886714727085479,0.857363542739444,438,502,0.872509960159363,438,490,0.893877551020408,0.872296601441813,0.850597609561753,NA,438,0.0525114155251142,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1987.5,1987,1988,19,NA,424,0.0259433962264151,0.596698113207547,11,TRUE,NA,FALSE,"09B",19,NA,NA,19,424,0,0,484,TRUE,0.864202657807309,0.877906976744186,0.850498338870432,424,490,0.86530612244898,424,484,0.87603305785124,0.864202657807309,0.842857142857143,NA,424,0.044811320754717,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1988.5,1988,1989,9,NA,424,0.00943396226415094,0.608490566037736,4,TRUE,NA,FALSE,"09B",9,NA,NA,9,424,0,0,476,TRUE,0.863578947368421,0.877052631578947,0.849684210526316,424,490,0.86530612244898,424,476,0.890756302521008,0.863578947368421,0.857142857142857,NA,424,0.0212264150943396,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1989.5,1989,1990,4,NA,387,0.0180878552971576,0.635658914728682,7,TRUE,NA,FALSE,"09B",4,NA,NA,4,387,0,0,466,TRUE,0.849379546427043,0.86392811296534,0.834830979888746,387,455,0.850549450549451,387,466,0.830472103004292,0.849379546427043,0.835164835164835,NA,387,0.0103359173126615,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1990.5,1990,1991,15,NA,378,0.00793650793650794,0.634920634920635,3,TRUE,NA,FALSE,"09B",15,NA,NA,15,378,0,0,459,TRUE,0.86159169550173,0.875432525951557,0.847318339100346,378,438,0.863013698630137,378,459,0.823529411764706,0.86159169550173,0.856164383561644,NA,378,0.0396825396825397,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1991.5,1991,1992,15,NA,372,0.0134408602150538,0.663978494623656,5,TRUE,NA,FALSE,"09B",15,NA,NA,15,372,0,0,452,TRUE,0.858629661751951,0.872506504770165,0.844319167389419,372,433,0.859122401847575,372,452,0.823008849557522,0.858629661751951,0.847575057736721,NA,372,0.0403225806451613,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1992.5,1992,1993,9,NA,431,0.0116009280742459,0.719257540603248,5,TRUE,NA,FALSE,"09B",9,NA,NA,9,431,0,0,459,TRUE,0.866782006920415,0.880622837370242,0.852941176470588,431,497,0.867203219315895,431,459,0.938997821350762,0.866782006920415,0.857142857142857,NA,431,0.0208816705336427,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1993.5,1993,1994,6,NA,412,0.0169902912621359,0.701456310679612,7,TRUE,NA,FALSE,"09B",6,NA,NA,6,412,0,0,470,TRUE,0.868046571798189,0.881845623113411,0.854247520482967,412,474,0.869198312236287,412,470,0.876595744680851,0.868046571798189,0.854430379746835,NA,412,0.0145631067961165,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1994.5,1994,1995,15,NA,411,0.0267639902676399,0.695863746958638,11,TRUE,NA,FALSE,"09B",15,NA,NA,15,411,0,0,472,TRUE,0.853054250320376,0.867150790260572,0.838530542503204,411,481,0.854469854469854,411,472,0.870762711864407,0.853054250320376,0.831600831600832,NA,411,0.0364963503649635,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1995.5,1995,1996,12,NA,387,0.0155038759689922,0.700258397932817,6,TRUE,NA,FALSE,"09B",12,NA,NA,12,387,0,0,466,TRUE,0.835738539898132,0.850594227504245,0.820458404074703,387,463,0.83585313174946,387,466,0.830472103004292,0.835738539898132,0.822894168466523,NA,387,0.0310077519379845,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1996.5,1996,1997,6,NA,356,0.0365168539325843,0.696629213483146,13,TRUE,NA,FALSE,"09B",6,NA,NA,6,356,0,0,474,TRUE,0.833051563820795,0.847844463229079,0.817836010143702,356,427,0.833723653395785,356,474,0.751054852320675,0.833051563820795,0.80327868852459,NA,356,0.0168539325842697,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1997.5,1997,1998,10,NA,403,0.0620347394540943,0.684863523573201,25,TRUE,NA,FALSE,"09B",10,NA,NA,10,403,0,0,474,TRUE,0.831218274111675,0.846023688663283,0.815989847715736,403,484,0.832644628099174,403,474,0.850210970464135,0.831218274111675,0.78099173553719,NA,403,0.0248138957816377,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1998.5,1998,1999,4,NA,414,0.0265700483091787,0.731884057971015,11,TRUE,NA,FALSE,"09B",4,NA,NA,4,414,0,0,480,TRUE,0.841571609632446,0.855935783692438,0.826784959864808,414,491,0.843177189409369,414,480,0.8625,0.841571609632446,0.820773930753564,NA,414,0.00966183574879227,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",1999.5,1999,2000,7,NA,405,0.0197530864197531,0.671604938271605,8,TRUE,NA,FALSE,"09B",7,NA,NA,7,405,0,0,470,TRUE,0.861688587187102,0.875265167585914,0.847687738650827,405,470,0.861702127659574,405,470,0.861702127659574,0.861688587187102,0.84468085106383,NA,405,0.0172839506172839,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2000.5,2000,2001,3,NA,414,0.0072463768115942,0.789855072463768,3,TRUE,NA,FALSE,"09B",3,NA,NA,3,414,0,0,469,TRUE,0.866353543979505,0.8800170794193,0.852263023057216,414,477,0.867924528301887,414,469,0.88272921108742,0.866353543979505,0.861635220125786,NA,414,0.0072463768115942,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2001.5,2001,2002,4,NA,395,0.0126582278481013,0.751898734177215,5,TRUE,NA,FALSE,"09B",4,NA,NA,4,395,0,0,464,TRUE,0.88566478995236,0.898657427457774,0.872672152446947,395,445,0.887640449438202,395,464,0.851293103448276,0.88566478995236,0.876404494382023,NA,395,0.010126582278481,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2002.5,2002,2003,1,NA,401,0.0149625935162095,0.763092269326683,6,TRUE,NA,FALSE,"09B",1,NA,NA,1,401,0,0,459,TRUE,0.899340659340659,0.911648351648352,0.887032967032967,401,445,0.901123595505618,401,459,0.873638344226579,0.899340659340659,0.887640449438202,NA,401,0.00249376558603491,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2003.5,2003,2004,4,NA,430,0.0232558139534884,0.793023255813953,10,TRUE,NA,FALSE,"09B",4,NA,NA,4,430,0,0,447,TRUE,0.914798206278027,0.926008968609865,0.903139013452915,430,470,0.914893617021277,430,447,0.961968680089485,0.914798206278027,0.893617021276596,NA,430,0.00930232558139535,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2004.5,2004,2005,3,NA,406,0.0123152709359606,0.773399014778325,5,TRUE,NA,FALSE,"09B",3,NA,NA,3,406,0,0,436,TRUE,0.947610294117647,0.956801470588235,0.937959558823529,406,428,0.948598130841122,406,436,0.931192660550459,0.947610294117647,0.936915887850467,NA,406,0.00738916256157635,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2005.5,2005,2006,4,0,408,0.0122549019607843,0.754901960784314,5,TRUE,NA,TRUE,"104",4,NA,NA,4,408,0,0,424,TRUE,0.984367598294647,0.989578398863098,0.97868308858361,408,414,0.985507246376812,408,424,0.962264150943396,0.984367598294647,0.973429951690821,NA,408,0.00980392156862745,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2006.5,2006,2007,3,0,417,0.00959232613908873,0.779376498800959,4,TRUE,NA,TRUE,"104",3,NA,NA,3,417,0,0,410,TRUE,0.999022482893451,1,0.997556207233627,417,417,1,417,417,1,0.999022482893451,0.990407673860911,NA,417,0.00719424460431655,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2007.5,2007,2008,6,0,417,0.00719424460431655,0.79136690647482,3,TRUE,NA,TRUE,"104",6,NA,NA,6,417,0,0,394,TRUE,1,1,1,417,417,1,417,417,1,1,0.992805755395683,NA,417,0.0143884892086331,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2008.5,2008,2009,6,0,396,0.00757575757575758,0.797979797979798,3,TRUE,NA,TRUE,"104",6,NA,NA,6,396,0,0,382,TRUE,1,1,1,396,396,1,396,396,1,1,0.992424242424242,NA,396,0.0151515151515152,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2009.5,2009,2010,10,0,418,0.00717703349282297,0.772727272727273,3,TRUE,NA,TRUE,"104",10,NA,NA,10,418,0,0,371,TRUE,1,1,1,418,418,1,418,418,1,1,0.992822966507177,NA,418,0.0239234449760766,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2010.5,2010,2011,4,0,457,0.00437636761487965,0.781181619256017,2,TRUE,NA,TRUE,"104",4,469,5,5,474,1,17,362,TRUE,1,1,1,474,474,1,474,474,1,1,0.99562363238512,NA,474,0.0105485232067511,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2011.5,2011,2012,5,0,378,0.00793650793650794,0.746031746031746,3,TRUE,NA,TRUE,"104",5,389,5,5,394,0,16,354,TRUE,1,1,1,394,394,1,394,394,1,1,0.992063492063492,NA,394,0.0126903553299492,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2012.5,2012,2013,9,1,411,0.0072992700729927,0.749391727493917,3,TRUE,NA,TRUE,"104",8,423,9,9,432,1,21,350,TRUE,1,1,1,432,432,1,432,432,1,1,0.992700729927007,NA,432,0.0208333333333333,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2013.5,2013,2014,9,0,377,0.0106100795755968,0.758620689655172,4,TRUE,NA,TRUE,"104",9,381,9,9,390,0,13,330,TRUE,1,1,1,390,390,1,390,390,1,1,0.989389920424403,NA,390,0.0230769230769231,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2014.5,2014,2015,7,0,412,0.00970873786407767,0.779126213592233,4,TRUE,NA,TRUE,"104",7,433,7,7,440,0,28,319,TRUE,1,1,1,440,440,1,440,440,1,1,0.990291262135922,NA,440,0.0159090909090909,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2015.5,2015,2016,4,0,411,0.0072992700729927,0.815085158150852,3,TRUE,NA,TRUE,"104",4,420,6,6,426,2,15,311,TRUE,1,1,1,426,426,1,426,426,1,1,0.992700729927007,NA,426,0.0140845070422535,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2016.5,2016,2017,6,0,378,0.00264550264550265,0.796296296296296,1,TRUE,NA,TRUE,"104",6,381,6,6,387,0,9,297,TRUE,1,1,1,387,387,1,387,387,1,1,0.997354497354497,NA,387,0.0155038759689922,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2017.5,2017,2018,10,0,413,0.00726392251815981,0.753026634382567,3,TRUE,NA,TRUE,"104",10,417,10,10,427,0,14,293,TRUE,1,1,1,427,427,1,427,427,1,1,0.99273607748184,NA,427,0.0234192037470726,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2018.5,2018,2019,5,0,433,0.0115473441108545,0.764434180138568,5,TRUE,NA,TRUE,"104",5,NA,NA,5,433,0,0,288,TRUE,1,1,1,433,433,1,433,433,1,1,0.988452655889146,NA,433,0.0115473441108545,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2019.5,2019,2020,8,0,437,0.011441647597254,0.794050343249428,5,TRUE,NA,TRUE,"104",8,NA,NA,8,437,0,0,273,TRUE,1,1,1,437,437,1,437,437,1,1,0.988558352402746,NA,437,0.0183066361556064,NA,"vr","maternal",NA,NA,NA,FALSE
"Mauritius","1300","MUS",2020.5,2020,2021,8,0,391,0.0230179028132992,0.739130434782609,9,TRUE,NA,TRUE,"104",8,NA,NA,8,391,0,0,445,TRUE,1,1,1,391,391,1,391,391,1,1,0.976982097186701,NA,391,0.020460358056266,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2000.5,2000,2001,102,0,2540,0.214566929133858,0.536614173228346,545,FALSE,NA,TRUE,"104",102,NA,NA,102,2540,0,0,17283,TRUE,0.154552380208232,0.157697341433399,0.151426952903717,2540,16434,0.154557624437143,2540,17283,0.14696522594457,0.154552380208232,0.121394669587441,"usability less than 60%",2540,0.0401574803149606,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2001.5,2001,2002,87,0,2809,0.227127091491634,0.543609825560698,638,FALSE,NA,TRUE,"104",87,NA,NA,87,2809,0,0,17054,TRUE,0.149716847569608,0.152400896649363,0.147032798489854,2809,18762,0.149717514124294,2809,17054,0.164712091005043,0.149716847569608,0.115712610595885,"usability less than 60%",2809,0.0309718761124955,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2002.5,2002,2003,100,0,2563,0.235661334373781,0.507998439328911,604,FALSE,NA,TRUE,"104",100,NA,NA,100,2563,0,0,16856,TRUE,0.161898438518905,0.164388271700082,0.15942046168621,2563,15830,0.161907770056854,2563,16856,0.152052681537731,0.161898438518905,0.123752368919773,"usability less than 60%",2563,0.0390167772142021,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2003.5,2003,2004,79,0,2240,0.213839285714286,0.542410714285714,479,FALSE,NA,TRUE,"104",79,NA,NA,79,2240,0,0,16615,TRUE,0.165747092156278,0.168565463763794,0.16294363256785,2240,13514,0.165754032854817,2240,16615,0.134817935600361,0.165747092156278,0.130309308864881,"usability less than 60%",2240,0.0352678571428571,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2004.5,2004,2005,82,0,3503,0.192691978304311,0.596916928347131,675,FALSE,NA,TRUE,"104",82,NA,NA,82,3503,0,0,16535,TRUE,0.166100067991841,0.169359676838779,0.162840459144903,3503,21089,0.166105552657784,3503,16535,0.211853643785909,0.166100067991841,0.134098345108825,"usability less than 60%",3503,0.0234085069940051,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2007.5,2007,2008,72,0,3361,0.236239214519488,0.555786968164237,794,FALSE,NA,TRUE,"104",72,NA,NA,72,3361,0,0,14853,TRUE,0.228742875677679,0.232704693943747,0.224781057411612,3361,14693,0.22874838358402,3361,14853,0.226284252339595,0.228742875677679,0.174709045123528,"usability less than 60%",3361,0.0214221957750669,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2008.5,2008,2009,74,0,3145,0.209856915739269,0.558664546899841,660,FALSE,NA,TRUE,"104",74,NA,NA,74,3145,0,0,14375,TRUE,0.227841850950517,0.231298275314782,0.224385426586252,3145,13803,0.227849018329349,3145,14375,0.218782608695652,0.227841850950517,0.180033326088531,"usability less than 60%",3145,0.0235294117647059,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2009.5,2009,2010,115,0,3367,0.203445203445203,0.556281556281556,685,FALSE,NA,TRUE,"104",115,NA,NA,115,3367,0,0,13934,TRUE,0.228769995117889,0.231900290054852,0.225654059332012,3367,14717,0.228783040021744,3367,13934,0.241639156021243,0.228769995117889,0.182238227899708,"usability less than 60%",3367,0.0341550341550342,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2010.5,2010,2011,65,0,3047,0.222185756481785,0.551690187069248,677,FALSE,NA,TRUE,"104",65,NA,NA,65,3047,0,0,13544,TRUE,0.226702202105326,0.229873591114155,0.223545702246773,3047,13440,0.22671130952381,3047,13544,0.224970466627289,0.226702202105326,0.176339285714286,"usability less than 60%",3047,0.0213324581555628,NA,"vr","maternal",NA,NA,NA,FALSE
"Morocco","1310","MAR",2011.5,2011,2012,98,0,3012,0.22609561752988,0.517596281540505,681,FALSE,NA,TRUE,"104",98,NA,NA,98,3012,0,0,12936,TRUE,0.227196115724204,0.230427857927046,0.223964373521362,3012,13257,0.227200724145734,3012,12936,0.232838589981447,0.227196115724204,0.175831636116768,"usability less than 60%",3012,0.0325365205843293,NA,"vr","maternal",NA,NA,NA,FALSE
