"iso3","whoname","sex","year","age","pop","nLx","lx","deaths","crisis_deaths"
"LKA","Sri Lanka",2,1986,75,73564,252760.242759505,58017.4161910959,4345.48011992754,8.60125182354417
"LKA","Sri Lanka",2,1986,80,38464,169460.003122926,43086.6809127059,4174.01364433735,5.81092620427764
"LKA","Sri Lanka",2,1986,85,17930,104084.672901849,24697.3203364646,4118.81300285714,3.00705040746879
"LKA","Sri Lanka",2,1987,0,174588,98342.7982336251,1e+05,3268.92311818778,37.7876585236943
"LKA","Sri Lanka",2,1987,1,747533,390783.111901869,98158.6647040279,1475.76790604321,149.030782977046
"LKA","Sri Lanka",2,1987,5,940421,485933.292610869,97387.1868230936,776.160136162267,90.072258486797
"LKA","Sri Lanka",2,1987,10,868428,484228.762114558,96986.130221254,503.51412471472,80.1080931062189
"LKA","Sri Lanka",2,1987,15,835902,482141.748925628,96705.3746245692,960.570694641377,105.386030165563
"LKA","Sri Lanka",2,1987,20,790277,479176.984022898,96151.324945682,1042.08153517712,96.1678220656459
"LKA","Sri Lanka",2,1987,25,732144,475964.5198093,95519.468663477,1004.66474684485,68.0471047353121
"LKA","Sri Lanka",2,1987,30,621763,472547.734019631,94866.3392602431,938.911911098762,59.4665132553572
"LKA","Sri Lanka",2,1987,35,521371,468582.213957398,94152.7543476095,970.929691973876,46.4835740722922
"LKA","Sri Lanka",2,1987,40,430138,463814.018590463,93280.1312353495,959.53211717965,34.7631032818179
"LKA","Sri Lanka",2,1987,45,353571,457472.135177034,92245.4762008357,1160.94154835072,30.8139147241062
"LKA","Sri Lanka",2,1987,50,303131,448144.681978966,90743.3778699779,1507.64595495942,29.6419825017929
"LKA","Sri Lanka",2,1987,55,259895,434620.80132932,88514.4949216085,1901.97995167539,26.9255438296611
"LKA","Sri Lanka",2,1987,60,215584,414718.591395766,85333.8256101194,2484.90860805068,24.5768203606363
"LKA","Sri Lanka",2,1987,65,162780,383250.504215509,80553.6109481872,3315.91670678391,22.8236751608167
"LKA","Sri Lanka",2,1987,70,115632,332920.069623558,72746.5907380166,4280.85385709448,16.6715437212287
"LKA","Sri Lanka",2,1987,75,76302,266255.430164261,60421.4371114066,4109.67864699189,12.3793579584675
"LKA","Sri Lanka",2,1987,80,40828,185081.804360796,46080.7349542979,3999.09938530886,8.4172615972096
"LKA","Sri Lanka",2,1987,85,19873,119342.83079203,27951.9867900206,4498.52653901528,4.60512096300858
"LKA","Sri Lanka",2,1988,0,168784,98410.3219564394,1e+05,3029.40465740413,35.1725374100072
"LKA","Sri Lanka",2,1988,1,734739,391202.728633808,98233.6910627105,1355.42906537276,172.450076009423
"LKA","Sri Lanka",2,1988,5,945228,486600.825764722,97512.0095556129,745.320153373865,104.669674402248
"LKA","Sri Lanka",2,1988,10,885455,484956.826749471,97128.3207502761,500.118102710045,94.4770974837977
"LKA","Sri Lanka",2,1988,15,833434,482913.960617266,96854.4099495124,937.539809180219,122.216906420198
"LKA","Sri Lanka",2,1988,20,803928,480016.212016597,96311.1742973941,1031.44462850425,112.941295664574
"LKA","Sri Lanka",2,1988,25,737390,476892.232972835,95695.3105092446,979.895523093356,79.3128175099363
"LKA","Sri Lanka",2,1988,30,649299,473576.536365015,95061.5826798896,949.524556861686,71.7890500003096
"LKA","Sri Lanka",2,1988,35,531678,469723.667587057,94369.0318661165,960.522592364542,54.5383846965438
"LKA","Sri Lanka",2,1988,40,450621,465069.543704807,93520.4351687062,981.579845364743,41.907855126838
"LKA","Sri Lanka",2,1988,45,362694,458844.388306347,92507.3823132165,1167.50346330705,36.1549693566481
"LKA","Sri Lanka",2,1988,50,311549,449660.041472015,91030.3730093221,1522.0139527992,34.6880545506585
"LKA","Sri Lanka",2,1988,55,265721,436373.234511009,88833.6435794839,1898.64145333429,30.9345746861886
"LKA","Sri Lanka",2,1988,60,222404,416746.513573404,85715.6502249196,2525.68472453195,28.3432011443556
"LKA","Sri Lanka",2,1988,65,170047,385690.198030918,80982.9552044421,3390.37064501524,26.3813685832838
"LKA","Sri Lanka",2,1988,70,119361,335766.025398499,73293.124007925,4365.3425764093,18.9036817550203
"LKA","Sri Lanka",2,1988,75,79181,270147.258123104,61013.2861514745,4093.96716082018,14.0837717273403
"LKA","Sri Lanka",2,1988,80,43162,191026.813807118,47045.6170977671,3994.8638629394,9.69004964355488
"LKA","Sri Lanka",2,1988,85,21480,125509.958689895,29365.1084250802,4856.4206368968,5.37916764020089
"LKA","Sri Lanka",2,1989,0,164421,98465.4092936025,1e+05,2847.23719896204,12.0631544767187
"LKA","Sri Lanka",2,1989,1,721528,391559.637584447,98294.8992151138,1243.79305252037,136.213083254758
"LKA","Sri Lanka",2,1989,5,945866,487182.066283718,97619.9161834437,712.543384817503,87.8805621196345
"LKA","Sri Lanka",2,1989,10,901941,485596.593481088,97252.9103300435,496.262838010572,82.9366334337455
"LKA","Sri Lanka",2,1989,15,833673,483598.258734933,96985.7270623916,917.37222958516,102.932161417517
"LKA","Sri Lanka",2,1989,20,815167,480767.473425588,96453.5764315818,1017.60934564489,97.1620548336894
"LKA","Sri Lanka",2,1989,25,742737,477730.106368924,95853.4129386534,955.816516253774,72.1427848866756
"LKA","Sri Lanka",2,1989,30,673758,474513.144280718,95238.6296089161,954.170386700856,66.7772206244139
"LKA","Sri Lanka",2,1989,35,544189,470770.492264154,94566.6281033711,953.730540409254,50.9524116728116
"LKA","Sri Lanka",2,1989,40,469753,466228.624398821,93741.5688022904,999.184339823729,41.0722243495924
"LKA","Sri Lanka",2,1989,45,373674,460119.361470319,92749.8809572381,1179.21819388816,34.4813216346343
"LKA","Sri Lanka",2,1989,50,320090,451077.128007926,91297.8636308894,1536.22326332572,32.6737899132048
"LKA","Sri Lanka",2,1989,55,271874,438022.989486007,89132.9875722811,1897.29500275884,29.4271357768116
"LKA","Sri Lanka",2,1989,60,229104,418670.146199622,86076.2082221215,2563.36678603991,27.2389925346194
"LKA","Sri Lanka",2,1989,65,177603,388016.153923816,81391.8502577272,3468.25861476342,25.1785396941971
"LKA","Sri Lanka",2,1989,70,123752,338498.917363647,73814.6113117993,4471.04635154644,18.7775871340813
"LKA","Sri Lanka",2,1989,75,82211,273829.342373354,61584.9556336595,4094.55005492622,14.2948563317546
"LKA","Sri Lanka",2,1989,80,45413,196667.892498032,47946.7813156822,3977.7858451436,9.73585300977595
"LKA","Sri Lanka",2,1989,85,22701,132885.261768537,30720.3756835307,5063.05385739059,5.33373762795496
"LKA","Sri Lanka",2,1990,0,162162,98451.6459696733,1e+05,2833.7,14.7672504927281
"LKA","Sri Lanka",2,1990,1,709208,391956.412763328,98279.6066329703,876.0641,270.493487045381
"LKA","Sri Lanka",2,1990,5,942517,488158.779427718,97795.4342294065,632.0469,166.598282695058
"LKA","Sri Lanka",2,1990,10,914922,486727.893500566,97468.0775416808,460.532,154.794617532695
"LKA","Sri Lanka",2,1990,15,838615,484769.874655339,97223.0798585455,931.0621,198.559208324419
"LKA","Sri Lanka",2,1990,20,821796,481693.626592459,96684.8700035902,1181.084,184.774971716816
"LKA","Sri Lanka",2,1990,25,750172,478359.057209759,95992.5806333933,1006.073,130.415735567937
"LKA","Sri Lanka",2,1990,30,692087,475208.470121107,95351.0422505102,901.0609,123.350234771376
"LKA","Sri Lanka",2,1990,35,560620,471628.882903777,94732.3457979327,966.5686,93.2602593951547
"LKA","Sri Lanka",2,1990,40,485784,467220.264705989,93919.2073635782,988.0668,73.1616448576215
"LKA","Sri Lanka",2,1990,45,386960,461256.31634254,92968.8985188175,1204.086,62.270922182373
"LKA","Sri Lanka",2,1990,50,328417,452632.100272298,91533.6280181983,1461.603,59.0702531850389
"LKA","Sri Lanka",2,1990,55,278417,440322.535268466,89519.212090721,1839.627,52.5852128200745
"LKA","Sri Lanka",2,1990,60,235542,422595.200754162,86609.8020166655,2330.657,48.5102781452154
"LKA","Sri Lanka",2,1990,65,185051,394928.22663095,82428.2782849994,3226.22,45.8990184440887
"LKA","Sri Lanka",2,1990,70,128997,351658.610957932,75543.0123673805,3823.258,32.7569706827458
"LKA","Sri Lanka",2,1990,75,85380,295063.118658142,65120.4320157924,3534.733,24.6690421732394
"LKA","Sri Lanka",2,1990,80,47571,224076.963063591,52904.8154474644,3434.73,17.0481129206969
"LKA","Sri Lanka",2,1990,85,23510,163381.906887623,36725.9697779722,5077.68680509554,9.13511651695783
"LKA","Sri Lanka",2,1991,0,163133,98550.3305538476,1e+05,2666.30737399898,43.529319260268
"LKA","Sri Lanka",2,1991,1,688217,392140.459306047,98389.2561709417,1035.87922752174,317.236046577327
"LKA","Sri Lanka",2,1991,5,937378,488155.980284228,97799.0205968917,644.527724961366,200.275363366784
"LKA","Sri Lanka",2,1991,10,926707,486681.568342678,97463.3715167993,483.870378703516,187.612778087721
"LKA","Sri Lanka",2,1991,15,847906,484772.801731084,97209.2558202717,890.965086543214,240.379798262459
"LKA","Sri Lanka",2,1991,20,824003,482075.033747453,96699.8648721618,973.806694906904,223.256322516688
"LKA","Sri Lanka",2,1991,25,759559,479204.93096666,96130.1486268195,916.668066725798,157.736093171673
"LKA","Sri Lanka",2,1991,30,705945,476178.054232087,95551.8237598445,937.585943683367,150.398193405952
"LKA","Sri Lanka",2,1991,35,582194,472648.1093915,94919.3979329904,960.229294798549,115.842742314574
"LKA","Sri Lanka",2,1991,40,500221,468324.659637295,94139.8458236096,1014.51802358764,89.8813282066246
"LKA","Sri Lanka",2,1991,45,403201,462443.658983368,93190.0180313086,1222.89193763704,77.8569486577059
"LKA","Sri Lanka",2,1991,50,337050,453679.128390972,91787.4455620386,1562.55141428607,72.8207985564807
"LKA","Sri Lanka",2,1991,55,285483,441070.982574161,89684.2057943502,1902.9257227279,64.61225006997
"LKA","Sri Lanka",2,1991,60,241038,422255.946506833,86744.1872353143,2617.84181170288,59.7921963522846
"LKA","Sri Lanka",2,1991,65,190835,392348.395298346,82158.191367419,3588.12348761706,56.5430361797195
"LKA","Sri Lanka",2,1991,70,133850,343618.030581696,74781.1667519194,4719.21970858062,40.57198529031
"LKA","Sri Lanka",2,1991,75,87905,280527.880566547,62666.0454807591,4111.52045622692,30.5076846926562
"LKA","Sri Lanka",2,1991,80,49885,206582.821709762,49545.1067458596,3974.0074651088,21.5132090275153
"LKA","Sri Lanka",2,1991,85,26653,148108.90380806,33088.021938045,5715.6797375488,12.2227569885233
"LKA","Sri Lanka",2,1992,0,166317,98585.7450918127,1e+05,2650.98765147624,14.5559736743605
"LKA","Sri Lanka",2,1992,1,678108,392389.926658633,98428.6056575697,953.718963927816,218.27581042281
"LKA","Sri Lanka",2,1992,5,924613,488581.294098129,97876.7323360507,607.374458393905,139.111649433239
"LKA","Sri Lanka",2,1992,10,934876,487159.452439733,97555.785303201,475.51695333353,131.730081167203
"LKA","Sri Lanka",2,1992,15,861034,485295.451269742,97307.995672692,883.239386488237,170.167242416607
"LKA","Sri Lanka",2,1992,20,821128,482663.427012726,96810.1848352047,944.188191556617,155.771887071203
"LKA","Sri Lanka",2,1992,25,770241,479873.852828402,96255.1859698857,900.184246661938,111.311134943748
"LKA","Sri Lanka",2,1992,30,712711,476938.218309897,95694.355161475,916.666566548813,105.927259112202
"LKA","Sri Lanka",2,1992,35,606931,473510.611700021,95080.9321624837,971.093017501191,84.2256937924787
"LKA","Sri Lanka",2,1992,40,510794,469293.066467639,94323.3125175248,1011.58782169497,63.9200105945186
"LKA","Sri Lanka",2,1992,45,421685,463524.005353929,93393.9140695309,1253.82336845283,56.902836797195
"LKA","Sri Lanka",2,1992,50,345070,454893.943087405,92015.6880720409,1573.12666049817,52.1197074913791
"LKA","Sri Lanka",2,1992,55,292986,442496.92594228,89941.8891629212,1910.22104193226,46.2457544712041
"LKA","Sri Lanka",2,1992,60,246278,423943.591087082,87056.8812139909,2635.24986915351,42.8456144095563
"LKA","Sri Lanka",2,1992,65,196558,394367.102370503,82520.5552208421,3635.56446387614,40.2355199843438
"LKA","Sri Lanka",2,1992,70,139217,346003.696763912,75226.2857273592,4848.84119721903,29.3731579501702
"LKA","Sri Lanka",2,1992,75,90213,283537.86927229,63175.1929782055,4115.593627815,21.8269411380643
"LKA","Sri Lanka",2,1992,80,51882,210682.109007962,50239.9547307104,3991.10771586785,15.6567007548118
"LKA","Sri Lanka",2,1992,85,29399,152072.220130103,34032.8888724746,6317.2947252196,9.25757975780997
"LKA","Sri Lanka",2,1993,0,170442,98691.4446222074,1e+05,2511,12.6959196579882
"LKA","Sri Lanka",2,1993,1,675463,393221.553201391,98546.0495802305,689,86.8753938744228
"LKA","Sri Lanka",2,1993,5,905193,490096.680953646,98144.9474470925,464,55.8665023298317
"LKA","Sri Lanka",2,1993,10,939402,488954.63523781,97893.7249343659,395,54.1711457980524
"LKA","Sri Lanka",2,1993,15,876417,487325.779037205,97688.1291607579,802,70.0163300573818
"LKA","Sri Lanka",2,1993,20,816284,484858.117944603,97242.1824541242,911,62.7710123185726
"LKA","Sri Lanka",2,1993,25,780768,482212.967075278,96701.0647237172,837,46.0596421589504
"LKA","Sri Lanka",2,1993,30,714887,479517.046863082,96184.1221063942,837,43.6014398666671
"LKA","Sri Lanka",2,1993,35,632137,476500.366442308,95622.6966388386,856,36.1720977437979
"LKA","Sri Lanka",2,1993,40,519732,472647.835348903,94977.4499380845,985,27.1581119209695
"LKA","Sri Lanka",2,1993,45,440959,467274.424174354,94081.6842014767,1183,24.9959863907045
"LKA","Sri Lanka",2,1993,50,353362,459411.258800601,92828.085468265,1455,22.385057344885
"LKA","Sri Lanka",2,1993,55,300760,447887.677673807,90936.4180519756,1825,20.0114515030579
"LKA","Sri Lanka",2,1993,60,251513,430836.795975199,88218.6530175471,2395,18.4253785974899
"LKA","Sri Lanka",2,1993,65,202367,403268.250647185,84116.0653725324,3475,17.4112623816664
"LKA","Sri Lanka",2,1993,70,144904,360017.725176719,77191.2348863416,4176,12.9999512602635
"LKA","Sri Lanka",2,1993,75,92640,303259.067379247,66815.8551843459,3766,9.64084454212579
"LKA","Sri Lanka",2,1993,80,53683,232395.329301543,54487.7717673528,3700,6.9177667252144
"LKA","Sri Lanka",2,1993,85,31562,214417.396958815,38470.3599532644,5179.83588378798,4.1500945408093
"LKA","Sri Lanka",2,1994,0,173693,98641.4531147422,1e+05,2658,53.1651421433414
"LKA","Sri Lanka",2,1994,1,674039,393055.123695442,98490.5034608246,648,34.457482002028
"LKA","Sri Lanka",2,1994,5,882846,489897.274634243,98112.6325658844,480,21.2764566138045
"LKA","Sri Lanka",2,1994,10,939567,488680.067723329,97846.2772878127,424,20.7295026398581
"LKA","Sri Lanka",2,1994,15,891265,486986.773997183,97625.7498015188,836.000000000001,27.8742046080064
"LKA","Sri Lanka",2,1994,20,814222,484504.444315906,97168.9597973544,901,24.8893922974948
"LKA","Sri Lanka",2,1994,25,788589,481806.20323439,96632.8179290081,889,18.1681150265583
"LKA","Sri Lanka",2,1994,30,716711,479046.35740821,96089.6633647479,839,17.1530108577389
"LKA","Sri Lanka",2,1994,35,653676,476103.940893155,95528.879598536,846,14.5658575550116
"LKA","Sri Lanka",2,1994,40,530663,472305.037224045,94912.6967587261,1015,10.6757515933698
"LKA","Sri Lanka",2,1994,45,458763,466793.122070852,94009.3181308918,1279,9.9296959557907
"LKA","Sri Lanka",2,1994,50,363345,458563.973444026,92707.9306974488,1577,8.71795464147191
"LKA","Sri Lanka",2,1994,55,308586,446908.261397745,90717.6586801616,1845,7.73322281759697
"LKA","Sri Lanka",2,1994,60,257164,429334.755655542,88045.6458789365,2610,7.08400492747732
"LKA","Sri Lanka",2,1994,65,208326,401375.788199915,83688.2563832802,3543,6.74431535588699
"LKA","Sri Lanka",2,1994,70,150708,357163.075800327,76862.0588966856,4582,4.97232568537419
"LKA","Sri Lanka",2,1994,75,95598,300428.098508686,66003.1714234453,3766,3.61565552946648
"LKA","Sri Lanka",2,1994,80,55360,227963.377047733,54168.067980029,4165,2.60771979212401
"LKA","Sri Lanka",2,1994,85,33041,204844.24655876,37017.2828390643,5473.153415284,1.6035954533624
"LKA","Sri Lanka",2,1995,0,174810,98693.4939189954,1e+05,2571.26403227822,38.5561547046611
"LKA","Sri Lanka",2,1995,1,668818,393110.78585025,98548.3265766616,767.393052911212,235.645115438553
"LKA","Sri Lanka",2,1995,5,862934,489785.024991663,98097.2763864964,494.277872524808,143.808392099881
"LKA","Sri Lanka",2,1995,10,933951,488509.423756523,97816.7336101689,439.144881833698,140.923492865892
"LKA","Sri Lanka",2,1995,15,903492,486778.40945179,97587.0358924404,858.81578143435,191.183144121291
"LKA","Sri Lanka",2,1995,20,817688,484339.17719375,97124.3278882758,866.049280931509,169.394649710841
"LKA","Sri Lanka",2,1995,25,792349,481778.366594725,96611.3429892243,840.965977812384,123.142149079103
"LKA","Sri Lanka",2,1995,30,720803,479100.970305692,96100.0036486658,841.94189792546,116.333916075692
"LKA","Sri Lanka",2,1995,35,669084,475963.829333533,95540.3844736109,977.326568313378,100.57915175129
"LKA","Sri Lanka",2,1995,40,545558,472049.721769194,94845.1472598024,1005.94668748787,74.4070648221578
"LKA","Sri Lanka",2,1995,45,473753,466605.722022343,93974.7414478753,1327.21715783099,69.8342121301145
"LKA","Sri Lanka",2,1995,50,375789,458359.273416914,92667.5473610618,1632.65096771365,61.7427584441377
"LKA","Sri Lanka",2,1995,55,316379,446540.917427169,90676.1620057038,1938.45472776898,54.3982660635798
"LKA","Sri Lanka",2,1995,60,263470,428732.917808772,87940.2049651638,2696.10009938192,49.9684718151196
"LKA","Sri Lanka",2,1995,65,214398,399922.073462313,83552.9621583451,3826.19260280657,47.894285122366
"LKA","Sri Lanka",2,1995,70,156611,352492.203698855,76415.86722658,5258.18199552217,35.516916700007
"LKA","Sri Lanka",2,1995,75,99302,291251.259702803,64581.0142529622,4316.94173469047,25.8049715273558
"LKA","Sri Lanka",2,1995,80,56981,218888.770326921,51919.489628159,4238.90392741098,18.3726787093381
"LKA","Sri Lanka",2,1995,85,33812,163176.18075546,35636.0185026094,7062.36703053953,11.3281702810027
"LKA","Sri Lanka",2,1996,0,173299,98718.8126786903,1e+05,2499,65.8662931681469
"LKA","Sri Lanka",2,1996,1,671217,393585.295745124,98576.4585318781,512,192.955863394847
"LKA","Sri Lanka",2,1996,5,846621,490875.290958685,98276.234205883,349,115.279776328717
"LKA","Sri Lanka",2,1996,10,921720,489883.099387782,98073.882177591,366,112.716609300057
"LKA","Sri Lanka",2,1996,15,908657,488539.236487907,97879.3575775216,638,154.536608762803
"LKA","Sri Lanka",2,1996,20,817865,486643.38084536,97536.3370176412,698,136.435485685744
"LKA","Sri Lanka",2,1996,25,787990,484469.203237394,97121.0153205028,739,99.1610027134635
"LKA","Sri Lanka",2,1996,30,728166,482153.052550658,96666.6659744548,713,94.5983672479104
"LKA","Sri Lanka",2,1996,35,681521,479384.839896066,96194.5550458085,903,82.3124868610517
"LKA","Sri Lanka",2,1996,40,567260,475879.995579732,95559.380912618,914,62.0383723043877
"LKA","Sri Lanka",2,1996,45,491757,470718.121235457,94792.6173192748,1356,57.9768655656854
"LKA","Sri Lanka",2,1996,50,394428,462446.285447351,93494.6311749082,1715,52.0901640433118
"LKA","Sri Lanka",2,1996,55,323318,450827.493215083,91483.8830040323,1891,44.7551716997802
"LKA","Sri Lanka",2,1996,60,266650,433295.529583927,88847.114282001,2693,40.645111255629
"LKA","Sri Lanka",2,1996,65,216121,405245.333411976,84471.0975515697,3650,39.0917229059428
"LKA","Sri Lanka",2,1996,70,159717,361137.538200603,77627.0358132207,4776,28.9647124003468
"LKA","Sri Lanka",2,1996,75,101842,302230.352498581,66827.9794670204,4301,21.0820746119412
"LKA","Sri Lanka",2,1996,80,57960,227522.875470582,54064.1615324119,4361,14.9249750848895
"LKA","Sri Lanka",2,1996,85,36378,213867.830558307,36944.988655821,5680.13063660477,9.85630967323539
"LKA","Sri Lanka",2,1997,0,169664,98657.1179031176,1e+05,2566,55.995679258515
"LKA","Sri Lanka",2,1997,1,666059,392928.700552275,98507.9087812417,779,133.697488176601
"LKA","Sri Lanka",2,1997,5,834158,489623.9798187,98048.3527092868,421,79.7041260026838
"LKA","Sri Lanka",2,1997,10,904743,488406.985316524,97801.2392181932,444,77.9016829801324
"LKA","Sri Lanka",2,1997,15,913798,486565.799043919,97561.5549084162,933,109.112503563146
"LKA","Sri Lanka",2,1997,20,823965,483931.872990832,97064.7647091512,948,96.7350712740526
"LKA","Sri Lanka",2,1997,25,778031,481313.488026466,96507.9844871815,793,69.7281793710008
"LKA","Sri Lanka",2,1997,30,736208,478693.966577231,96017.4107234047,857,67.6002991371958
"LKA","Sri Lanka",2,1997,35,688261,475583.761109462,95460.1759074876,994,59.1729744253713
"LKA","Sri Lanka",2,1997,40,592137,471779.184099536,94773.3285362973,1048,46.5518770091837
"LKA","Sri Lanka",2,1997,45,505947,466176.606829158,93938.3451035169,1526,42.9409122226805
"LKA","Sri Lanka",2,1997,50,417327,457576.717617968,92532.2976281464,1855,39.7667681851843
"LKA","Sri Lanka",2,1997,55,332001,445580.107807941,90498.389419041,2060,33.0637261743548
"LKA","Sri Lanka",2,1997,60,271264,427299.153415911,87733.6537041354,2887,29.6687138168907
"LKA","Sri Lanka",2,1997,65,217813,397755.452141195,83186.0076622289,3981,28.3634144096293
"LKA","Sri Lanka",2,1997,70,162703,351816.624052907,75916.173194249,5136,21.154607418287
"LKA","Sri Lanka",2,1997,75,104682,292789.555164755,64810.4764269139,4471,15.7611164395517
"LKA","Sri Lanka",2,1997,80,58556,217818.665493457,52305.3456389883,4700,10.815952096215
"LKA","Sri Lanka",2,1997,85,38083,195182.30471613,34822.1205583946,6204.33122141017,7.33770276602871
"LKA","Sri Lanka",2,1998,0,165278,98891.7622308835,1e+05,2058,56.4781174575471
"LKA","Sri Lanka",2,1998,1,655449,394230.041069364,98768.6247009816,585,172.236277480749
"LKA","Sri Lanka",2,1998,5,825783,491460.422425509,98416.7673115805,419,103.639362962601
"LKA","Sri Lanka",2,1998,10,884487,490281.31101967,98167.4016586229,401,99.4809111467203
"LKA","Sri Lanka",2,1998,15,917852,488622.309796293,97945.1227492451,829,141.047770452526
"LKA","Sri Lanka",2,1998,20,835055,486333.827219336,97503.8011692723,814,126.428874995323
"LKA","Sri Lanka",2,1998,25,765753,483957.325074458,97029.7297184619,754,88.1927349363696
"LKA","Sri Lanka",2,1998,30,742869,481484.301544485,96553.2003113213,791,87.075392177345
"LKA","Sri Lanka",2,1998,35,691700,478605.979733557,96040.5203064729,923,76.0490228179344
"LKA","Sri Lanka",2,1998,40,617823,475077.361439609,95401.8715869499,1005,61.5164381233046
"LKA","Sri Lanka",2,1998,45,517953,469920.041895968,94629.0729888938,1422,55.4587936386518
"LKA","Sri Lanka",2,1998,50,442658,461634.198204472,93338.9437694935,1941,53.5928491961613
"LKA","Sri Lanka",2,1998,55,343476,450135.697573558,91314.7355122952,1965,43.5123406592841
"LKA","Sri Lanka",2,1998,60,277420,432033.346715132,88739.543517128,2996,38.7507180383801
"LKA","Sri Lanka",2,1998,65,219945,402175.14253092,84073.7951689248,3980,36.5968950204518
"LKA","Sri Lanka",2,1998,70,165575,355719.270819899,76796.2618434431,5262,27.4259824157813
"LKA","Sri Lanka",2,1998,75,107717,295065.422235392,65491.4464845163,4730,20.4227954469865
"LKA","Sri Lanka",2,1998,80,59099,216769.734946194,52534.7224096405,5006,13.9282740863794
"LKA","Sri Lanka",2,1998,85,38707,182255.580444665,34173.171568837,6721.02920708835,9.72912466219293
"LKA","Sri Lanka",2,1999,0,162081,98859.8374019444,1e+05,2077,55.0243855690691
"LKA","Sri Lanka",2,1999,1,645782,394242.514422543,98733.1526688271,471,79.2530124123845
"LKA","Sri Lanka",2,1999,5,819509,491611.680323228,98445.6125635082,411,49.0662879840577
"LKA","Sri Lanka",2,1999,10,864375,490503.021477641,98199.0595657829,347,46.4105651135287
"LKA","Sri Lanka",2,1999,15,918973,488961.230041315,98002.1490252736,789,66.6081909590202
"LKA","Sri Lanka",2,1999,20,848116,486713.747993092,97582.3429912524,835,60.5453496326223
"LKA","Sri Lanka",2,1999,25,756223,484327.734715677,97103.1562059845,742,41.3850901526079
"LKA","Sri Lanka",2,1999,30,745258,481932.042071478,96627.9376802864,747,41.1189902631443
"LKA","Sri Lanka",2,1999,35,694917,479155.74894077,96144.879148305,910,36.1138307690964
"LKA","Sri Lanka",2,1999,40,640281,475607.511898839,95517.420428003,1066,30.04914573034
"LKA","Sri Lanka",2,1999,45,531151,470384.431612869,94725.5843315326,1465,26.8546186500711
"LKA","Sri Lanka",2,1999,50,467307,462423.265779772,93428.1883136152,1907,26.6347944189435
"LKA","Sri Lanka",2,1999,55,358849,450904.620067858,91541.1179982935,2165,21.4071656596558
"LKA","Sri Lanka",2,1999,60,285210,433124.066672279,88820.7300288498,2892,18.8245086077968
"LKA","Sri Lanka",2,1999,65,223039,402966.280861931,84428.8966400618,4246,17.6493613404754
"LKA","Sri Lanka",2,1999,70,168330,355347.408632278,76757.6157047107,5389,13.1988634700392
"LKA","Sri Lanka",2,1999,75,110734,293628.457932467,65381.3477482006,5020,9.90143477333964
"LKA","Sri Lanka",2,1999,80,59890,216260.36210752,52070.0354247861,4884,6.65597520264149
"LKA","Sri Lanka",2,1999,85,38103,181135.404785702,34434.1094182219,6731.71693650126,4.54641573718801
"LKA","Sri Lanka",2,2000,0,161410,98802.4829363176,1e+05,2173.7108837365,35.9422110942475
"LKA","Sri Lanka",2,2000,1,642749,394115.098126656,98669.4254847973,382.304813599001,108.30365764451
"LKA","Sri Lanka",2,2000,5,811839,491622.045306536,98435.007229575,365.272091378085,67.6100290501049
"LKA","Sri Lanka",2,2000,10,847559,490591.867190223,98213.8108930395,329.760354085161,64.6148970131647
"LKA","Sri Lanka",2,2000,15,915875,488767.524593558,98022.9359830498,1009.74456621698,92.7445662169799
"LKA","Sri Lanka",2,2000,20,860782,486060.92523922,97484.0738543732,962.994466369219,84.9944663692194
"LKA","Sri Lanka",2,2000,25,753097,483437.651452978,96940.2962413148,787.515323295866,57.5153232958659
"LKA","Sri Lanka",2,2000,30,742221,480802.242759438,96434.7643398766,846.930069662338,56.9300696623376
"LKA","Sri Lanka",2,2000,35,699220,477784.358112163,95886.1327638985,963.723367777936,50.7233677779367
"LKA","Sri Lanka",2,2000,40,657172,474195.79210285,95227.6104809668,1076.68529196796,42.6852919679562
"LKA","Sri Lanka",2,2000,45,547811,469173.422408955,94450.7063601731,1438.54508844794,38.5450884479434
"LKA","Sri Lanka",2,2000,50,489029,461449.522449273,93218.662603409,1968.5344958325,38.5344958325023
"LKA","Sri Lanka",2,2000,55,378467,450232.088612751,91361.1463763001,2210.33294597858,31.3329459785771
"LKA","Sri Lanka",2,2000,60,294965,433452.682891947,88731.6890688004,2778.01277093114,27.0127709311435
"LKA","Sri Lanka",2,2000,65,227485,404900.304614299,84649.3840879783,4123.06916396181,25.0691639618085
"LKA","Sri Lanka",2,2000,70,171080,358195.812061403,77310.7377577413,5417.66864619327,18.6686461932703
"LKA","Sri Lanka",2,2000,75,113629,296174.372979481,65967.5870668201,5166.08765074761,14.0876507476099
"LKA","Sri Lanka",2,2000,80,61053,215993.288955053,52502.1621249724,5259.48609652935,9.4860965293484
"LKA","Sri Lanka",2,2000,85,36224,174111.912028029,33895.1534570487,6591.78305782481,7.78637558311434
"LKA","Sri Lanka",2,2001,0,163458,98850.2101780906,1e+05,2112.53802170937,16.1686983192043
"LKA","Sri Lanka",2,2001,1,641995,394348.355292318,98722.455753434,367.293245877035,48.0504039570431
"LKA","Sri Lanka",2,2001,5,806504,491959.287167655,98496.8442028432,344.224620231508,29.9467234395737
"LKA","Sri Lanka",2,2001,10,833629,490991.188147548,98286.8706642189,300.971055592571,28.2526212482595
