"iso_alpha_3_code","year_start","year_end","year_mid","env_total","env_mat","truemat_vr","truemat","truemat_vr_unscaled","truemat_unscaled","tp","tn","fp","fn","up","un","include","include_bmis_global","include_bmis","include_bmat_reason","include_bmis_reason","incomplete_vr_multiplier","check_outside_of_vr","study_period_coverage","citation_short","citation_long","completeness_inq","complete_vr","obs_matdeaths","final_env","final_pm","obs_selogpm","type","definition","mat_vr","nonmat_vr","tot","tot_vr","rho_ref","mat_vr_ref","tot_vr_ref","tot_ref","dmname","iso_country_name","who_code_2","obs_matdeaths_incl_late","obs_matdeaths_late","obs_env","ill_defined_death_proportion","ill_defined_death_proportion2","obs_ill","exclude_reason","icd_utilized","icd","env_total_who_estimated","include_hasvrdata","rho_period","rho_period_max","rho_period_min","vrenv_vradj","ytot_bmis","rho_bmis","vrenv_bmat","ytot_bmat","rho_bmat","rho_intermediate","usability_percentage","include_reason","name","id","ori_vr_data_from_paho_update","special_case","t","sens","var_sens","sens_sq","oneminsens_sq","lower_sens","upper_sens","spec","var_spec","spec_sq","oneminspec_sq","lower_spec","upper_spec","rho_sesp","cov_sesp","cov.t","env_total_imputed","live_births_imputed","env_pregrelated","mmr","live_births","refID","mdeathspluslate","ramos...yes.1.","comments","env_total_lifetables","live_births_lifetables","final_mmr","final_pm_before_crisis","final_mmr_before_crisis","env_total_calculated_from_lifetables","live_births_calculated_from_birthsdata"
"ZAF",2012,2013,2012.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,84672,0.0122826908541194,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,1040,0,84672,0.111595332577475,0.287922808012094,9449,NA,TRUE,"103",96589,TRUE,0.875074958266479,0.875996742354257,0.874151148279606,84672,96759,0.875081387777881,84672,96589,0.87662156146145,0.875074958266479,0.77742638927645,NA,NA,NA,NA,FALSE,28,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000999471631767935,0.0122826908541194,0.000999471631767935,96589,1187000
"ZAF",2013,2014,2013.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,74713,0.0125948630091149,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,941,0,74713,0.106433953930374,0.288918929771258,7952,NA,TRUE,"103",88839,TRUE,0.866795628332774,0.867788381457059,0.865802875208489,74713,86194,0.866800473350813,74713,88839,0.840993257465753,0.866795628332774,0.774543471703367,NA,NA,NA,NA,FALSE,29,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00093711476957015,0.0125948630091149,0.00093711476957015,88839,1194000
"ZAF",2014,2015,2014.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,69519,0.0146147096477222,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,1016,0,69519,0.104460651045038,0.299817316129403,7262,NA,TRUE,"103",81141,TRUE,0.867904722875281,0.868930445014823,0.866876604188685,69519,80099,0.867913457096843,69519,81141,0.856767848559914,0.867904722875281,0.777250652317757,NA,NA,NA,NA,FALSE,30,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000984927039473278,0.0146147096477222,0.000984927039473278,81141,1204000
"ZAF",2015,2016,2015.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936,67062,0.013957233604724,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,936,0,67062,0.103068802004116,0.332915809251141,6912,NA,TRUE,"103",77274,TRUE,0.874427382908792,0.875467337715694,0.873384860312243,67062,76692,0.874432796119543,67062,77274,0.867846882521935,0.874427382908792,0.784306055390393,NA,NA,NA,NA,FALSE,31,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000911691690254812,0.013957233604724,0.000911691690254812,77274,1183000
"ZAF",2016,2017,2016.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,66182,0.0124807349430359,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,828,2,66182,0.110256565229216,0.337508688162945,7297,NA,TRUE,"103",73424,TRUE,0.88954948210524,0.890563140537867,0.888533091439641,66182,74399,0.889554967136655,66182,73424,0.901367400305077,0.88954948210524,0.791475691877579,NA,NA,NA,NA,FALSE,32,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000796164624202839,0.0124807349430359,0.000796164624202839,73424,1151000
"ZAF",2017,2018,2017.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,63061,0.0107039215997209,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,678,3,63061,0.111923375779008,0.343207370641125,7058,NA,TRUE,"103",68762,TRUE,0.898887172646212,0.899992979007232,0.897777855788809,63061,70154,0.898893862074864,63061,68762,0.917090835054245,0.898887172646212,0.798286626564415,NA,NA,NA,NA,FALSE,33,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000629079535931631,0.0107039215997209,0.000629079535931631,68762,1170000
"ZAF",2018,2019,2018.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,59752,0.00923818449591646,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",1430,552,0,59752,0.115042174320525,0.354264292408622,6874,NA,TRUE,"103",65400,TRUE,0.910441937317546,0.911670343857486,0.909213530777605,59752,65629,0.910451172499962,59752,65400,0.913639143730887,0.910441937317546,0.805710890002895,NA,NA,NA,NA,FALSE,34,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000498496094086581,0.00923818449591646,0.000498496094086581,65400,1212000
"TUN",2009,2010,2009.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,706,0.0254957507082153,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia",1520,18,0,706,0.0396600566572238,0.759206798866855,28,NA,TRUE,"104",2735,TRUE,0.258135283363803,0.274588665447898,0.241681901279707,706,2735,0.258135283363803,706,2735,0.258135283363803,0.258135283363803,0.247897623400366,"usability less than 60%",NA,NA,NA,FALSE,25,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0254957507082153,NA,2735,191000
"TUN",2013,2014,2013.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,717,0.0390516039051604,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia",1520,28,0,717,0.203626220362622,0.608089260808926,146,NA,TRUE,"104",2724,TRUE,0.263215859030837,0.279735682819383,0.246696035242291,717,2724,0.263215859030837,717,2724,0.263215859030837,0.263215859030837,0.209618208516887,"usability less than 60%",NA,NA,NA,FALSE,29,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0390516039051604,NA,2724,219000
"TUN",2017,2018,2017.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,661,0.00605143721633888,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tunisia",1520,4,0,661,0.139183055975794,0.683812405446294,92,NA,TRUE,"104",2583,TRUE,0.255903987611305,0.272938443670151,0.239256678281069,661,2583,0.255903987611305,661,2583,0.255903987611305,0.255903987611305,0.220286488579171,"usability less than 60%",NA,NA,NA,FALSE,33,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00605143721633888,NA,2583,218000
"ZWE",1990,1991,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,4188,0.0694842406876791,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zimbabwe",1570,291,NA,4188,0.0907354345749761,0.358166189111748,380,NA,FALSE,"09B",9131,TRUE,0.458657321213449,0.468842404993977,0.448472237432921,4188,9131,0.458657321213449,4188,9131,0.458657321213449,0.458657321213449,0.417040849852152,"usability less than 60%",NA,NA,NA,FALSE,6,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0694842406876791,NA,9131,352000
"ATG",1985,1986,1985.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0.0588235294117647,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,1,NA,17,0.117647058823529,0.764705882352941,2,NA,FALSE,"09A",23,TRUE,0.811594202898551,0.898550724637681,0.710144927536232,17,20,0.85,17,23,0.739130434782609,0.811594202898551,0.75,NA,NA,NA,NA,FALSE,1,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135294117647059,0.0588235294117647,0.00135294117647059,23,1000
"ATG",1986,1987,1986.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,23,0.130434782608696,0.826086956521739,3,NA,FALSE,"09A",23,TRUE,0.827956989247312,0.903225806451613,0.752688172043011,23,27,0.851851851851852,23,23,1,0.827956989247312,0.740740740740741,NA,NA,NA,NA,FALSE,2,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,23,1000
"ATG",1987,1988,1987.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,16,0.3125,0.5625,5,NA,FALSE,"09A",23,TRUE,0.745762711864407,0.822033898305085,0.669491525423729,16,21,0.761904761904762,16,23,0.695652173913043,0.745762711864407,0.523809523809524,"usability less than 60%",NA,NA,NA,FALSE,3,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23,1000
"ATG",1988,1989,1988.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,21,0.19047619047619,0.80952380952381,4,NA,FALSE,"09A",24,TRUE,0.777777777777778,0.854700854700855,0.700854700854701,21,27,0.777777777777778,21,24,0.875,0.777777777777778,0.62962962962963,NA,NA,NA,NA,FALSE,4,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,24,1000
"ATG",1989,1990,1989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,11,0,0.727272727272727,0,NA,FALSE,"09A",25,TRUE,0.793103448275862,0.862068965517241,0.71551724137931,11,13,0.846153846153846,11,25,0.44,0.793103448275862,0.846153846153846,NA,NA,NA,NA,FALSE,5,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
"ATG",1990,1991,1990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,20,0,0.85,0,NA,FALSE,"09A",22,TRUE,0.853448275862069,0.913793103448276,0.78448275862069,20,23,0.869565217391304,20,22,0.909090909090909,0.853448275862069,0.869565217391304,NA,NA,NA,NA,FALSE,6,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,22,1000
"ATG",1991,1992,1991.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,0.0416666666666667,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,1,NA,24,0,0.75,0,NA,FALSE,"09A",22,TRUE,0.777777777777778,0.854700854700855,0.700854700854701,24,30,0.8,24,24,1,0.777777777777778,0.8,NA,NA,NA,NA,FALSE,7,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000916666666666667,0.0416666666666667,0.000916666666666667,22,1000
"ATG",1992,1993,1992.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,23,0,0.826086956521739,0,NA,FALSE,"09A",23,TRUE,0.931623931623932,0.974358974358974,0.88034188034188,23,24,0.958333333333333,23,23,1,0.931623931623932,0.958333333333333,NA,NA,NA,NA,FALSE,8,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,23,1000
"ATG",1993,1994,1993.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,13,0,0.923076923076923,0,NA,FALSE,"09A",25,TRUE,0.916666666666667,0.958333333333333,0.866666666666667,13,14,0.928571428571429,13,25,0.52,0.916666666666667,0.928571428571429,NA,NA,NA,NA,FALSE,9,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
"ATG",1994,1995,1994.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,NA,29,0.103448275862069,0.827586206896552,3,NA,FALSE,"09A",25,TRUE,0.877551020408163,0.938775510204082,0.806122448979592,29,33,0.878787878787879,29,29,1,0.877551020408163,0.787878787878788,NA,NA,NA,NA,FALSE,10,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
"ATG",1995,1996,1995.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,0.0952380952380952,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,2,NA,21,0.0952380952380952,0.714285714285714,2,NA,FALSE,"09A",25,TRUE,0.84,0.92,0.746666666666667,21,25,0.84,21,25,0.84,0.84,0.76,NA,NA,NA,NA,FALSE,11,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00238095238095238,0.0952380952380952,0.00238095238095238,25,1000
"ATG",1998,1999,1998.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,23,0.0434782608695652,0.652173913043478,1,NA,TRUE,"104",26,TRUE,0.9125,0.9625,0.85,23,25,0.92,23,26,0.884615384615385,0.9125,0.88,NA,NA,NA,NA,FALSE,14,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26,1000
"ATG",1999,2000,1999.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,35,0.0285714285714286,0.685714285714286,1,NA,TRUE,"104",27,TRUE,0.952380952380952,0.990476190476191,0.904761904761905,35,36,0.972222222222222,35,35,1,0.952380952380952,0.944444444444444,NA,NA,NA,NA,FALSE,15,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,1000
"ATG",2000,2001,2000.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,15,0,0.8,0,NA,TRUE,"104",27,TRUE,0.946153846153846,0.984615384615385,0.907692307692308,15,15,1,15,27,0.555555555555556,0.946153846153846,1,NA,NA,NA,NA,FALSE,16,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,1000
"ATG",2001,2002,2001.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,27,0,0.740740740740741,0,NA,TRUE,"104",25,TRUE,0.969465648854962,0.99236641221374,0.938931297709924,27,27,1,27,27,1,0.969465648854962,1,NA,NA,NA,NA,FALSE,17,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
"ATG",2002,2003,2002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,23,0.0434782608695652,0.782608695652174,1,NA,TRUE,"104",25,TRUE,0.900763358778626,0.946564885496183,0.847328244274809,23,25,0.92,23,25,0.92,0.900763358778626,0.88,NA,NA,NA,NA,FALSE,18,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
"ATG",2003,2004,2003.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,27,0,0.777777777777778,0,NA,TRUE,"104",27,TRUE,0.914728682170543,0.961240310077519,0.86046511627907,27,29,0.931034482758621,27,27,1,0.914728682170543,0.931034482758621,NA,NA,NA,NA,FALSE,19,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,1000
"ATG",2004,2005,2004.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,26,0,0.769230769230769,0,NA,TRUE,"104",27,TRUE,0.946153846153846,0.984615384615385,0.907692307692308,26,27,0.962962962962963,26,27,0.962962962962963,0.946153846153846,0.962962962962963,NA,NA,NA,NA,FALSE,20,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,27,1000
"ATG",2005,2006,2005.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,15,0.0666666666666667,0.8,1,NA,TRUE,"104",25,TRUE,0.992307692307692,1,0.976923076923077,15,15,1,15,25,0.6,0.992307692307692,0.933333333333333,NA,NA,NA,NA,FALSE,21,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
"ATG",2006,2007,2006.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,32,0.03125,0.625,1,NA,TRUE,"104",26,TRUE,1,1,1,32,32,1,32,32,1,1,0.96875,NA,NA,NA,NA,FALSE,22,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,26,1000
"ATG",2007,2008,2007.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,0.0344827586206897,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,1,0,29,0,0.724137931034483,0,NA,TRUE,"104",25,TRUE,1,1,1,29,29,1,29,29,1,1,1,NA,NA,NA,NA,FALSE,23,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000862068965517243,0.0344827586206897,0.000862068965517243,25,1000
"ATG",2008,2009,2008.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,0,NA,"vr","maternal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",2010,0,0,38,0,0.710526315789474,0,NA,TRUE,"104",25,TRUE,1,1,1,38,38,1,38,38,1,1,1,NA,NA,NA,NA,FALSE,24,0.656545,0.04177,0.431052,0.117962,0.372826,0.876978,0.998557,3e-06,0.997116,2e-06,0.991284,0.999823,-0.040599,-1.4e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,1000
